name,club,periods
Franco Jara,CF Pachuca,2015-2020
Gabriel Caballero,CF Pachuca,"1998-2002, 2003-2004, 2005-2010"
Christian Gimenez,CF Pachuca,"2006-2010, 2018-2019"
Juan Carlos Cacho,CF Pachuca,"2004-2008, 2009-2010"
Víctor Guzmán,CF Pachuca,"2015-2016, 2017-2023"
Sergio Santana,CF Pachuca,2000-2006
Hirving Lozano,CF Pachuca,2012-2017
Andrés Chitiva,CF Pachuca,"2001-2002, 2002-2003, 2003-2008, 2008-2009, 2011-2012"
Nicolás Ibáñez,CF Pachuca,2021-2023
Damián Álvarez,CF Pachuca,2006-2010
Salomón Rondón,CF Pachuca,2024-2025
Edgar Benítez,CF Pachuca,"2009-2011, 2012-2012, 2013-2013"
Ariel Nahuelpán,CF Pachuca,2014-2016
Érick Gutiérrez,CF Pachuca,2012-2018
Ulises Mendívil,CF Pachuca,"2009-2009, 2010-2010"
Roberto de la Rosa,CF Pachuca,"2016-2024, 2025-2025"
Érick Sánchez,CF Pachuca,"2016-2019, 2020-2024"
Francisco Gabriel de Anda,CF Pachuca,2000-2006
Pablo Gómez,CF Pachuca,1999-2025
Darío Cvitanich,CF Pachuca,"2010-2010, 2015-2015"
Luis Ángel Landín,CF Pachuca,2004-2007
Walter Silvani,CF Pachuca,2001-2003
Alejandro Glaría,CF Pachuca,1998-2000
Jonathan Urretaviscaya,CF Pachuca,2015-2018
Leobardo López,CF Pachuca,2006-2013
Paul Aguilar,CF Pachuca,"2005-2005, 2006-2011"
Nelson Cuevas,CF Pachuca,2005-2006
Juan Arango,CF Pachuca,2002-2003
Romario Ibarra,CF Pachuca,"2019-2020, 2020-2023, 2023-2024"
Luis Chávez,CF Pachuca,2019-2023
Ángelo Sagal,CF Pachuca,"2017-2019, 2020-2020"
Claudio da Silva,CF Pachuca,"2000-2001, 2003-2004"
Abraham Carreño,CF Pachuca,2013-2015
Luis Montes,CF Pachuca,"2007-2011, 2013-2013"
Fernando Salazar,CF Pachuca,2005-2008
Cesáreo Victorino,CF Pachuca,"1998-2001, 2002-2003, 2005-2005"
Enrique Esqueda,CF Pachuca,"2011-2014, 2014-2015, 2015-2016, 2016-2016"
Gabriel Álvez,CF Pachuca,2003-2004
Damián Manso,CF Pachuca,2009-2011
Oussama Idrissi,CF Pachuca,2023-2025
Avilés Hurtado,CF Pachuca,"2013-2013, 2014-2015, 2021-2023"
Octavio Valdez,CF Pachuca,"1993-2001, 2003-2005"
Manuel Vidrio,CF Pachuca,"1999-2002, 2003-2006"
Javier Eduardo López,CF Pachuca,2022-2025
Gustavo Cabral,CF Pachuca,2019-2025
Alberto Rodríguez,CF Pachuca,"1994-1997, 1998-2005"
Félix Borja,CF Pachuca,2011-2013
Aquivaldo Mosquera,CF Pachuca,"2005-2007, 2014-2016"
Gerardo Mascareño,CF Pachuca,1998-2000
Rodolfo Pizarro,CF Pachuca,2011-2017
Nelson Deossa,CF Pachuca,2024-2025
Edwin Cardona,CF Pachuca,2019-2019
Rubén Botta,CF Pachuca,2015-2017
Víctor Dávila,CF Pachuca,2019-2021
Mauro Cejas,CF Pachuca,2011-2013
Ismael Sosa,CF Pachuca,"2019-2019, 2020-2022"
Alán Bautista,CF Pachuca,"2021-2022, 2023-2025"
Óscar Murillo,CF Pachuca,2016-2023
Gerardo Rodríguez,CF Pachuca,2006-2012
Érick Aguirre,CF Pachuca,2016-2021
Marihño Ledesma,CF Pachuca,2003-2005
Luis Gabriel Rey,CF Pachuca,2007-2008
Illian Hernández,CF Pachuca,"2020-2022, 2023-2024, 2024-2025"
Bryan González,CF Pachuca,2019-2025
Marcelino Bernal,CF Pachuca,1999-2001
Edy Brambila,CF Pachuca,"2007-2007, 2009-2009, 2010-2011, 2011-2012"
Marco Iván Pérez,CF Pachuca,"2007-2012, 2012-2012, 2013-2015, 2016-2016, 2017-2017"
Steven Almeida,CF Pachuca,"2011-2015, 2015-2016, 2017-2017"
José María Cárdenas,CF Pachuca,2008-2009
Daniel Ludueña,CF Pachuca,2013-2014
Emi Rodríguez,CF Pachuca,"2019-2024, 2025-2025"
Jürgen Damm,CF Pachuca,"2013-2014, 2014-2015"
Hugo Rodríguez,CF Pachuca,"2014-2014, 2015-2016"
Francisco Torres,CF Pachuca,2008-2013
Jaime Correa,CF Pachuca,"2001-2010, 2013-2013, 2013-2014, 2014-2014"
Kevin Álvarez,CF Pachuca,"2016-2017, 2018-2023"
Marco Garcés,CF Pachuca,1999-2004
Miguel Herrera Equihua,CF Pachuca,"2012-2016, 2016-2016, 2016-2017, 2017-2017, 2018-2018, 2020-2023"
Daniel Arreola,CF Pachuca,"2010-2011, 2011-2015"
Diego de Buen,CF Pachuca,2014-2015
Israel Luna,CF Pachuca,"2018-2022, 2023-2025"
Segundo Castillo,CF Pachuca,2011-2013
Stefan Medina,CF Pachuca,2016-2017
Wálter Ayoví,CF Pachuca,2013-2015
Mauricio Isaís,CF Pachuca,"2017-2019, 2021-2023"
Joaquín Martínez,CF Pachuca,"2015-2017, 2017-2019, 2020-2020"
Pablo López,CF Pachuca,"2013-2020, 2021-2022"
Marvin Cabrera,CF Pachuca,2005-2008
Omar González,CF Pachuca,2016-2018
Raúl López,CF Pachuca,"2016-2016, 2017-2020, 2021-2021"
Daniel Hernández,CF Pachuca,"2020-2022, 2023-2024"
Diéter Villalpando,CF Pachuca,"2009-2010, 2014-2015, 2015-2015, 2015-2016, 2016-2016, 2017-2017, 2018-2018"
Stiven Barreiro,CF Pachuca,"2018-2019, 2019-2020"
Marino Hinestroza,CF Pachuca,2022-2024
Felipe Pardo,CF Pachuca,2020-2021
Julio Manzur,CF Pachuca,2007-2009
Jorge Hernández,CF Pachuca,2012-2021
Miguel Tapias,CF Pachuca,"2013-2016, 2018-2023"
Héctor Herrera,CF Pachuca,"2010-2011, 2011-2013"
Elías Montiel,CF Pachuca,2022-2025
