name,club,periods
Omar Bravo,Deportivo Guadalajara,"2001-2008, 2009-2010, 2010-2010, 2013-2013, 2013-2016, 2016-2017"
Ramón Morales,Deportivo Guadalajara,1999-2010
Marco Fabián,Deportivo Guadalajara,"2008-2014, 2014-2016"
Alberto Medina,Deportivo Guadalajara,2001-2012
Adolfo Bautista,Deportivo Guadalajara,"2004-2007, 2010-2011, 2011-2012"
Alan Pulido,Deportivo Guadalajara,"2016-2020, 2025-2025"
Ángel Zaldívar,Deportivo Guadalajara,"2014-2014, 2015-2019, 2019-2020, 2020-2023, 2023-2024"
Sergio Santana,Deportivo Guadalajara,2006-2009
Chicharito,Deportivo Guadalajara,"2006-2010, 2024-2025"
Joel Sánchez,Deportivo Guadalajara,"1992-1999, 2001-2002, 2002-2004"
Alexis Vega,Deportivo Guadalajara,2019-2024
Roberto Alvarado,Deportivo Guadalajara,2022-2025
José Juan Macías,Deportivo Guadalajara,"2020-2021, 2022-2024"
Omar Arellano,Deportivo Guadalajara,"2007-2008, 2008-2013"
Isaác Brizuela,Deportivo Guadalajara,2015-2025
Javier Eduardo López,Deportivo Guadalajara,"2015-2021, 2022-2022"
Miguel Sabah,Deportivo Guadalajara,"2000-2006, 2013-2014"
Ramón Ramírez,Deportivo Guadalajara,"1996-1999, 2002-2005"
Érick Torres,Deportivo Guadalajara,"2011-2013, 2014-2015, 2015-2015"
Carlos Fierro,Deportivo Guadalajara,"2011-2016, 2016-2018"
Francisco Palencia,Deportivo Guadalajara,2003-2005
Fernando Beltrán,Deportivo Guadalajara,2018-2025
Carlos Cisneros,Deportivo Guadalajara,"2015-2020, 2020-2025"
Johnnie García,Deportivo Guadalajara,"2001-2006, 2006-2007, 2007-2007, 2008-2008"
Jesús Angulo,Deportivo Guadalajara,2020-2023
Claudio Suárez,Deportivo Guadalajara,1996-2000
Xavier Báez,Deportivo Guadalajara,"2007-2013, 2013-2013"
Rafael Medina,Deportivo Guadalajara,2002-2006
Orbelín Pineda,Deportivo Guadalajara,2016-2019
Cristian Calderón,Deportivo Guadalajara,2020-2024
Marco Antonio Ruiz,Deportivo Guadalajara,1998-2002
Miguel Ponce,Deportivo Guadalajara,"2010-2014, 2014-2017, 2018-2023"
Gonzalo Pineda,Deportivo Guadalajara,"2006-2010, 2010-2010, 2011-2011, 2012-2012, 2013-2014"
Giovani Hernández,Deportivo Guadalajara,"2012-2015, 2015-2016, 2017-2017, 2017-2018, 2018-2018, 2018-2019, 2020-2020, 2021-2021, 2021-2021"
Jesús Molina,Deportivo Guadalajara,2019-2023
Francisco Rodríguez,Deportivo Guadalajara,2003-2008
Jesús Sánchez,Deportivo Guadalajara,2010-2025
Manuel Martínez,Deportivo Guadalajara,
Hedgardo Marín,Deportivo Guadalajara,"2014-2019, 2020-2020"
Patricio Araujo,Deportivo Guadalajara,"2005-2015, 2017-2017"
Edgar Solís,Deportivo Guadalajara,"2005-2006, 2008-2010, 2011-2012, 2012-2012, 2013-2015, 2015-2015, 2015-2016"
Jair Pereira,Deportivo Guadalajara,2014-2019
Alberto Coyote,Deportivo Guadalajara,1993-2001
Gilberto Sepúlveda,Deportivo Guadalajara,2019-2025
Manuel Sol,Deportivo Guadalajara,2001-2007
Antonio Briseño,Deportivo Guadalajara,2019-2025
Carlos Salcido,Deportivo Guadalajara,"2003-2006, 2014-2019"
Omar Esparza,Deportivo Guadalajara,"2006-2013, 2013-2015, 2016-2016, 2017-2017, 2017-2018"
Alan Mozo,Deportivo Guadalajara,2022-2025
Jorge Enríquez,Deportivo Guadalajara,"2010-2016, 2016-2016, 2016-2017, 2017-2018, 2018-2018"
Jonny Magallón,Deportivo Guadalajara,"2005-2006, 2006-2012"
Noé Zárate,Deportivo Guadalajara,"1992-2000, 2001-2002"
Camilo Romero,Deportivo Guadalajara,"1992-1993, 1994-1998, 2001-2002"
Mario de Luna,Deportivo Guadalajara,"2008-2013, 2013-2014, 2015-2016, 2018-2019, 2019-2019"
Juan Pablo Alfaro,Deportivo Guadalajara,"2000-2001, 2004-2006, 2013-2013, 2014-2014"
Jesús Orozco Chiquete,Deportivo Guadalajara,2022-2025
Michael Pérez,Deportivo Guadalajara,"2015-2020, 2020-2020, 2020-2021"
Juan Varela,Deportivo Guadalajara,
Héctor Castro,Deportivo Guadalajara,"1996-2000, 2006-2006"
Edwin Hernández,Deportivo Guadalajara,"2015-2016, 2016-2019, 2019-2020"
Alan Torres,Deportivo Guadalajara,2021-2024
Kristian Álvarez,Deportivo Guadalajara,"2011-2015, 2016-2017"
Fernando González,Deportivo Guadalajara,2022-2025
Antonio Rodríguez,Deportivo Guadalajara,"2014-2017, 2017-2017, 2017-2018, 2019-2022, 2022-2023"
Hiram Mier,Deportivo Guadalajara,2019-2024
Martín Zúñiga,Deportivo Guadalajara,"1995-1999, 2001-2003"
Miguel Jiménez,Deportivo Guadalajara,"2017-2019, 2020-2024"
Rodolfo Cota,Deportivo Guadalajara,2015-2018
Oswaldo Sánchez,Deportivo Guadalajara,2000-2007
Edgar Mejía,Deportivo Guadalajara,"2006-2012, 2012-2013, 2013-2014, 2014-2015"
Raúl Gudiño,Deportivo Guadalajara,2018-2022
Luis Michel,Deportivo Guadalajara,"2005-2014, 2014-2015"
