name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Luis Montes,Without Club,https://www.transfermarkt.us/luis-montes/profil/spieler/52618,https://img.a.transfermarkt.technology/portrait/small/52618-1558355072.png?lm=1,Montes,10,Mexico,mx,Club León FC,Ciudad Juárez,Luis Arturo Montes Jiménez,Midfield - Attacking Midfield,"1,66 m",15.05.1986,409,56,66,0,84,2,3,61,110,31.022
Ignacio González,Retired,https://www.transfermarkt.us/ignacio-gonzalez/profil/spieler/71161,https://img.a.transfermarkt.technology/portrait/small/71161-1582819417.jpg?lm=1,González,Unknown,Mexico,mx,Club León FC,Guadalajara,Juan Ignacio González Ibarra,Defender - Centre-Back,"1,78 m",08.07.1984,306,15,3,3,74,7,6,33,23,24.324
Elías Hernández,Atlético La Paz,https://www.transfermarkt.us/elias-hernandez/profil/spieler/71433,https://img.a.transfermarkt.technology/portrait/small/71433-1580830549.jpg?lm=1,Hernández,11,Mexico,mx,Club León FC,Morelia,Elías Hernán Hernández Jacuinde,Attack - Right Winger,"1,71 m",29.04.1988,304,44,64,0,10,0,0,73,127,19.984
Fernando Navarro,Retired,https://www.transfermarkt.us/fernando-navarro/profil/spieler/71468,https://img.a.transfermarkt.technology/portrait/small/71468-1582819497.jpg?lm=1,Navarro,19,Mexico,mx,Club León FC,Mexico City,Fernando Navarro Morán,Midfield - Central Midfield,"1,65 m",18.04.1989,259,21,28,0,43,3,2,37,48,19.723
Rodolfo Cota,CF América,https://www.transfermarkt.us/rodolfo-cota/profil/spieler/71401,https://img.a.transfermarkt.technology/portrait/small/71401-1668452646.jpg?lm=1,Cota,12,Mexico,mx,Club León FC,Mazatlán,Rodolfo Cota Robles,Goalkeeper,"1,83 m",03.07.1987,230,0,0,1,19,0,0,0,0,20.730
Mauro Boselli,Retired,https://www.transfermarkt.us/mauro-boselli/profil/spieler/40822,https://img.a.transfermarkt.technology/portrait/small/40822-1425462626.jpg?lm=1,Boselli,-,Argentina,ar,Club León FC,Buenos Aires,Unknown,Attack - Centre-Forward,"1,81 m",22.05.1985,221,130,17,0,17,0,1,23,45,17.689
Iván Rodríguez,Club Necaxa,https://www.transfermarkt.us/ivan-rodriguez/profil/spieler/549361,https://img.a.transfermarkt.technology/portrait/small/549361-1558355022.png?lm=1,Rodríguez,15,Mexico,mx,Club León FC,Morelia,José Iván Rodríguez Rebollar,Midfield - Defensive Midfield,"1,71 m",17.06.1996,217,0,6,0,21,3,1,44,56,15.197
Ángel Mena,Orense SC,https://www.transfermarkt.us/angel-mena/profil/spieler/123609,https://img.a.transfermarkt.technology/portrait/small/123609-1668498789.jpg?lm=1,Unknown,Unknown,Ecuador,ec,Club León FC,Unknown,Unknown,Unknown,Unknown,21.01.1988,208,80,47,0,26,0,0,27,94,15.385
Osvaldo Rodríguez,Tigres UANL,https://www.transfermarkt.us/osvaldo-rodriguez/profil/spieler/295426,https://img.a.transfermarkt.technology/portrait/small/295426-1582819628.jpg?lm=1,Rodríguez,15,Mexico,mx,Club León FC,San Luis Potosí,Osvaldo Rodríguez del Portal,Defender - Left-Back,"1,75 m",10.09.1996,204,6,13,2,33,0,2,38,59,14.401
William Yarbrough,Without Club,https://www.transfermarkt.us/william-yarbrough/profil/spieler/215473,https://img.a.transfermarkt.technology/portrait/small/215473-1711615771.jpg?lm=1,Yarbrough,-,United States,us,Club León FC,Aguascalientes,William Paul Yarbrough Story,Goalkeeper,"1,88 m",20.03.1989,203,0,0,0,15,0,0,0,1,18.255
