name,club,periods
Jan Ceulemans,Club Brugge KV,1978-1992
Raoul Lambert,Club Brugge KV,
Gert Verheyen,Club Brugge KV,1992-2006
Hans Vanaken,Club Brugge KV,2015-2025
Lorenzo Staelens,Club Brugge KV,1989-1998
Marc Degryse,Club Brugge KV,1983-1989
Sven Vermant,Club Brugge KV,"1993-2001, 2005-2008"
Johnny Thio,Club Brugge KV,
René Vandereycken,Club Brugge KV,1974-1981
Rune Lange,Club Brugge KV,2001-2006
Pierre Carteus,Club Brugge KV,
Andrés Mendoza,Club Brugge KV,2000-2004
Willy Wellens,Club Brugge KV,1981-1986
Ruud Vormer,Club Brugge KV,"2014-2023, 2023-2023"
Foeke Booy,Club Brugge KV,1989-1993
Jan Sörensen,Club Brugge KV,1978-1983
Bosko Balaban,Club Brugge KV,2004-2007
Joseph Akpala,Club Brugge KV,2008-2012
Lior Refaelov,Club Brugge KV,"2011-2018, 2019-2019"
Gert Claessens,Club Brugge KV,1994-1999
Kenneth Brylle,Club Brugge KV,"1986-1987, 1987-1990"
Andreas Skov Olsen,Club Brugge KV,2022-2025
Jelle Vossen,Club Brugge KV,2015-2020
Paul Courant,Club Brugge KV,1976-1981
Timmy Simons,Club Brugge KV,"2000-2005, 2013-2018"
Sandy Martens,Club Brugge KV,1999-2004
Julien Cools,Club Brugge KV,1973-1979
Daniel Amokachi,Club Brugge KV,1990-1994
Ulrik Le Fevre,Club Brugge KV,1972-1977
Maxime Lestienne,Club Brugge KV,2010-2014
José Izquierdo,Club Brugge KV,"2014-2017, 2021-2022"
Leo Van der Elst,Club Brugge KV,1984-1988
Ferran Jutglà,Club Brugge KV,2022-2025
Nastja Ceh,Club Brugge KV,2001-2005
Wesley Moraes,Club Brugge KV,"2016-2019, 2021-2021"
Noa Lang,Club Brugge KV,"2020-2021, 2021-2023"
Abdoulay Diaby,Club Brugge KV,2015-2018
Alex Querter,Club Brugge KV,1982-1993
Ivan Perisic,Club Brugge KV,2009-2011
Luc Beyens,Club Brugge KV,1983-1992
Tom De Sutter,Club Brugge KV,2013-2015
Wesley Sonck,Club Brugge KV,2007-2010
Tjörven De Brul,Club Brugge KV,1994-2003
Vital Borkelmans,Club Brugge KV,1989-2000
Henk Houwaart,Club Brugge KV,
Dorge Kouemaha,Club Brugge KV,"2009-2011, 2012-2012, 2012-2013, 2013-2013"
Vadis Odjidja-Ofoe,Club Brugge KV,2009-2014
Roger Van Gool,Club Brugge KV,1974-1976
Gaëtan Englebert,Club Brugge KV,1999-2008
Charles De Ketelaere,Club Brugge KV,2019-2022
Bernard Verheecke,Club Brugge KV,1976-1980
Víctor Vázquez,Club Brugge KV,2011-2016
Ronald Vargas,Club Brugge KV,2008-2011
Mats Rits,Club Brugge KV,2018-2023
Brandon Mechele,Club Brugge KV,"2013-2017, 2017-2025"
Ivan Leko,Club Brugge KV,2005-2009
Stephan Van Der Heyden,Club Brugge KV,1991-1996
Franky Van der Elst,Club Brugge KV,1984-1999
Khalilou Fadiga,Club Brugge KV,1997-2001
Karel Geraerts,Club Brugge KV,"1998-2004, 2004-2004, 2007-2011"
Krépin Diatta,Club Brugge KV,2018-2021
René Verheyen,Club Brugge KV,1983-1987
Thomas Meunier,Club Brugge KV,2011-2016
Guy Dardenne,Club Brugge KV,1981-1984
Nabil Dirar,Club Brugge KV,"2008-2012, 2021-2021"
Jonathan Blondel,Club Brugge KV,2004-2015
Nzelo Lembi,Club Brugge KV,1995-2002
Gilbert Marmenout,Club Brugge KV,
Walter Meeuws,Club Brugge KV,1978-1981
Daniël De Cubber,Club Brugge KV,"1975-1979, 1980-1980, 1981-1984"
Olivier De Cock,Club Brugge KV,"1995-2007, 2008-2008"
Siebe Schrijvers,Club Brugge KV,2018-2021
Ryan Donk,Club Brugge KV,2009-2013
Peter Crève,Club Brugge KV,1986-1994
Eduard Krieger,Club Brugge KV,1975-1978
Casper Nielsen,Club Brugge KV,2022-2025
Peter Van der Heyden,Club Brugge KV,"2000-2005, 2010-2011"
Walter Loske,Club Brugge KV,
Tim Smolders,Club Brugge KV,1999-2004
Björn Engels,Club Brugge KV,"2006-2010, 2013-2017"
Aleksandar Ilić,Club Brugge KV,1997-2000
Luc Vanwalleghem,Club Brugge KV,1979-1986
Jos Volders,Club Brugge KV,1974-1982
Jeroen Simaeys,Club Brugge KV,2007-2011
Fons Bastijns,Club Brugge KV,
Jesper Jørgensen,Club Brugge KV,2012-2014
Erwin Vandendaele,Club Brugge KV,
Stefano Denswil,Club Brugge KV,"2015-2019, 2021-2021"
Koen Sanders,Club Brugge KV,1980-1984
László Disztl,Club Brugge KV,1989-1994
Georges Leekens,Club Brugge KV,1972-1981
Óscar Duarte,Club Brugge KV,2013-2016
Rudy Cossey,Club Brugge KV,1990-1995
Hugo Vetlesen,Club Brugge KV,2023-2025
Carl Hoefkens,Club Brugge KV,2009-2013
Maxim De Cuyper,Club Brugge KV,"2020-2021, 2023-2025"
Eric Addo,Club Brugge KV,1995-1999
