name,club,periods
Désiré M'Bonabucya,Sint-Truidense VV,"2000-2004, 2005-2007"
Odilon Polleunis,Sint-Truidense VV,1962-1973
Eddy Koens,Sint-Truidense VV,1966-1970
Yohan Boli,Sint-Truidense VV,2015-2020
Filip Fiers,Sint-Truidense VV,1998-2001
Ibrahima Sidibé,Sint-Truidense VV,2008-2011
Alfred Riedl,Sint-Truidense VV,1972-1974
Roger Maes,Sint-Truidense VV,1959-1968
Danny Boffin,Sint-Truidense VV,"1985-1987, 2001-2004"
Kris Buvens,Sint-Truidense VV,1997-2008
Peter Van Houdt,Sint-Truidense VV,"1994-1996, 2006-2009"
Godfried Van Den Boer,Sint-Truidense VV,1961-1968
Ivan Cvjetkovic,Sint-Truidense VV,1988-1991
Joeri Dequevy,Sint-Truidense VV,2012-2015
Patrick Teppers,Sint-Truidense VV,1996-2001
Mladen Rudonja,Sint-Truidense VV,1997-2000
Harry Cnops,Sint-Truidense VV,1988-1992
Yuma Suzuki,Sint-Truidense VV,2019-2022
Bram Vangeel,Sint-Truidense VV,1998-2004
Gregory Dufer,Sint-Truidense VV,2011-2014
Erwin Coenen,Sint-Truidense VV,"1983-1991, 1992-1998"
Karl-Heinz Wißmann,Sint-Truidense VV,"1970-1975, 1979-1982"
Adriano Bertaccini,Sint-Truidense VV,2024-2025
Gianni Bruno,Sint-Truidense VV,2022-2023
Anders Nielsen,Sint-Truidense VV,1994-1996
Eddy Dierickx,Sint-Truidense VV,1992-2000
Cephas Chimedza,Sint-Truidense VV,2006-2010
Aboubakary Koita,Sint-Truidense VV,2021-2024
Antoine Leenders,Sint-Truidense VV,1957-1968
Jordan Botaka,Sint-Truidense VV,2017-2020
Jonathan Wilmet,Sint-Truidense VV,2008-2010
Théophile Lolinga,Sint-Truidense VV,1958-1965
Wouter Vrancken,Sint-Truidense VV,1997-2004
Marc Wuyts,Sint-Truidense VV,1996-1998
Pieter Gerkens,Sint-Truidense VV,2016-2017
Daichi Kamada,Sint-Truidense VV,2018-2019
Nils Schouterden,Sint-Truidense VV,2009-2013
Daichi Hayashi,Sint-Truidense VV,"2021-2023, 2024-2024"
Mohamed Aoulad,Sint-Truidense VV,2013-2014
Patrick Van Kets,Sint-Truidense VV,1989-1992
Igor Vetokele,Sint-Truidense VV,2017-2018
Hilaire Momi,Sint-Truidense VV,"2014-2016, 2016-2016"
Peter Delorge,Sint-Truidense VV,1999-2013
Tamás Hajnal,Sint-Truidense VV,2004-2006
Roman Bezus,Sint-Truidense VV,2016-2019
Bart Vanmarsenille,Sint-Truidense VV,
Piotr Parzyszek,Sint-Truidense VV,2014-2015
Eddy Lievens,Sint-Truidense VV,1966-1971
Rob Schoofs,Sint-Truidense VV,2011-2016
Marcos Pereira,Sint-Truidense VV,2001-2004
Gunter Verjans,Sint-Truidense VV,"1991-1995, 1999-2004"
Koen Schockaert,Sint-Truidense VV,2000-2001
Patrick Goots,Sint-Truidense VV,1996-1997
Alexis De Sart,Sint-Truidense VV,2016-2019
Christian Brüls,Sint-Truidense VV,2021-2023
Kurt Mertens,Sint-Truidense VV,1998-2000
Sébastien Siani,Sint-Truidense VV,2008-2010
Ilija Stolica,Sint-Truidense VV,2005-2007
Leo Ouwens,Sint-Truidense VV,1967-1969
Roger Nilis,Sint-Truidense VV,1964-1967
Edmílson Junior,Sint-Truidense VV,2012-2016
Jacques Kinkomba Kingambo,Sint-Truidense VV,1987-1992
Rocky Peeters,Sint-Truidense VV,2006-2008
Cristian Ceballos,Sint-Truidense VV,"2016-2017, 2017-2019"
Sascha Kotysch,Sint-Truidense VV,2010-2019
Dalibor Mitrovic,Sint-Truidense VV,2001-2003
Kahveh Zahiroleslam,Sint-Truidense VV,2023-2025
Jeroen Simaeys,Sint-Truidense VV,2005-2007
Dirk Van Oekelen,Sint-Truidense VV,1998-2001
Alfons Haagdoren,Sint-Truidense VV,1971-1977
Isaias,Sint-Truidense VV,1998-2001
Christopher Nwosu,Sint-Truidense VV,1989-1992
Vincent Euvrard,Sint-Truidense VV,2008-2013
Mathias Schils,Sint-Truidense VV,2012-2016
Asanda Sishuba,Sint-Truidense VV,2006-2008
Taichi Hara,Sint-Truidense VV,"2021-2022, 2023-2023"
Duckens Nazon,Sint-Truidense VV,"2018-2019, 2019-2021"
Kurt Morhaye,Sint-Truidense VV,1994-1998
Jochen Janssen,Sint-Truidense VV,2003-2004
Thomas Rasmussen,Sint-Truidense VV,"1996-1998, 1999-1999"
René Petersen,Sint-Truidense VV,1995-1999
Adamo Coulibaly,Sint-Truidense VV,2007-2008
Robert Jeuris,Sint-Truidense VV,1968-1973
Benjamin De Ceulaer,Sint-Truidense VV,2002-2005
Peter Voets,Sint-Truidense VV,1993-2004
Sander Debroux,Sint-Truidense VV,2004-2009
Claude Kalisa,Sint-Truidense VV,2001-2007
Jarne Steuckers,Sint-Truidense VV,"2021-2022, 2023-2024"
Andrés Ferrari,Sint-Truidense VV,2024-2025
Dirk Daelmans,Sint-Truidense VV,1992-1996
Jonathan Legear,Sint-Truidense VV,2017-2019
Nick Proschwitz,Sint-Truidense VV,2016-2017
Chuba Akpom,Sint-Truidense VV,2018-2018
Jorge Teixeira,Sint-Truidense VV,2017-2023
Rúben Fernandes,Sint-Truidense VV,2015-2017
