name,club,periods
Toni Brogno,KVC Westerlo,"1997-2000, 2002-2004"
Vedran Pelic,KVC Westerlo,1999-2003
Dieter Dekelver,KVC Westerlo,2007-2012
Jef Delen,KVC Westerlo,2000-2012
Lukas Van Eenoo,KVC Westerlo,"2018-2018, 2018-2024"
Jens Cools,KVC Westerlo,2010-2016
Wim Mennes,KVC Westerlo,2002-2009
Frank Machiels,KVC Westerlo,1998-2003
Wouter Corstjens,KVC Westerlo,"2006-2012, 2013-2013, 2017-2019, 2020-2020"
Jarno Molenberghs,KVC Westerlo,"2008-2011, 2012-2017, 2017-2017"
Thomas Van den Keybus,KVC Westerlo,"2021-2023, 2023-2025"
Mario Verheyen,KVC Westerlo,1997-2006
Marc Wagemakers,KVC Westerlo,2000-2008
Kenneth Schuermans,KVC Westerlo,2012-2017
Rudi Janssens,KVC Westerlo,1997-2001
Sidney Lammens,KVC Westerlo,1999-2003
Tom Van Imschoot,KVC Westerlo,2005-2009
Björn De Coninck,KVC Westerlo,1998-2004
Sadio Ba,KVC Westerlo,1999-2005
Bart Deelkens,KVC Westerlo,"1998-2005, 2008-2013"
Gunther Vanaudenaerde,KVC Westerlo,2007-2012
Yves De Winter,KVC Westerlo,2006-2011
Koen Van Langendonck,KVC Westerlo,2013-2025
