name,club,periods
Dante Vanzeir,Union Saint-Gilloise,2020-2023
Deniz Undav,Union Saint-Gilloise,"2020-2022, 2022-2022"
Yves Buelinckx,Union Saint-Gilloise,2006-2008
Teddy Teuma,Union Saint-Gilloise,2019-2023
Gustaf Nilsson,Union Saint-Gilloise,2022-2024
Jacques Teugels,Union Saint-Gilloise,1968-1971
Youssoufou Niakaté,Union Saint-Gilloise,2018-2019
Nicolas Rajsel,Union Saint-Gilloise,2014-2017
Mohamed Amoura,Union Saint-Gilloise,"2023-2024, 2025-2025"
Alves Da Silva,Union Saint-Gilloise,2015-2018
Cameron Puertas,Union Saint-Gilloise,2022-2024
Christian Lauwers,Union Saint-Gilloise,1963-1974
Casper Nielsen,Union Saint-Gilloise,2019-2022
Faïz Selemani,Union Saint-Gilloise,2018-2019
Paul Philipp,Union Saint-Gilloise,"1969-1974, 1976-1980"
Victor Boniface,Union Saint-Gilloise,2022-2023
Promise David,Union Saint-Gilloise,2024-2025
Loïc Lapoussin,Union Saint-Gilloise,2020-2025
Mathias Fixelles,Union Saint-Gilloise,2016-2021
Christian Burgess,Union Saint-Gilloise,2020-2025
Franjo Ivanovic,Union Saint-Gilloise,2024-2025
Simon Adingra,Union Saint-Gilloise,2022-2023
Roman Ferber,Union Saint-Gilloise,"2017-2020, 2021-2021"
Dennis Eckert Ayensa,Union Saint-Gilloise,"2022-2024, 2025-2025"
Willy Lots,Union Saint-Gilloise,1968-1975
Percy Tau,Union Saint-Gilloise,2018-2019
Cédric Fauré,Union Saint-Gilloise,"2015-2016, 2016-2017"
Serge Tabekou,Union Saint-Gilloise,2017-2020
Steen Larsen,Union Saint-Gilloise,1970-1974
Julien Kialunda,Union Saint-Gilloise,
Jason Duchatelet,Union Saint-Gilloise,2005-2008
Paul Van Den Berg,Union Saint-Gilloise,1954-1965
Lazare Amani,Union Saint-Gilloise,"2021-2022, 2022-2025, 2025-2025"
Lucien Mertens,Union Saint-Gilloise,1959-1965
Sanharib Malki,Union Saint-Gilloise,2002-2006
Sébastien Siani,Union Saint-Gilloise,2007-2008
Ross Sykes,Union Saint-Gilloise,2022-2025
Julien Vercauteren,Union Saint-Gilloise,2017-2019
Pietro Perdichizzi,Union Saint-Gilloise,2016-2020
Stavros Glouftsis,Union Saint-Gilloise,2006-2007
Gertjan Martens,Union Saint-Gilloise,2015-2018
Aron Sigurdarson,Union Saint-Gilloise,2020-2021
Stéphane Stassin,Union Saint-Gilloise,2006-2008
Kaoru Mitoma,Union Saint-Gilloise,2021-2022
Mohammed Fuseini,Union Saint-Gilloise,2024-2025
Bart Nieuwkoop,Union Saint-Gilloise,2021-2023
Casper Terho,Union Saint-Gilloise,"2023-2025, 2025-2025"
Gertjan Martens,Union Saint-Gilloise,2006-2008
Yanick Aguemon,Union Saint-Gilloise,2016-2017
Kevin Mac Allister,Union Saint-Gilloise,2023-2025
Brighton Labeau,Union Saint-Gilloise,2020-2021
Mathias Rasmussen,Union Saint-Gilloise,2023-2025
Yohann Charlot,Union Saint-Gilloise,2005-2006
Vincent Vandiepenbeeck,Union Saint-Gilloise,2013-2017
Michel Desmecht,Union Saint-Gilloise,1979-1985
Jean-Pierre Janssens,Union Saint-Gilloise,1964-1965
Kevin Nicaise,Union Saint-Gilloise,2005-2009
Ismaël Kandouss,Union Saint-Gilloise,2019-2023
Benjamin Mokulu,Union Saint-Gilloise,2008-2008
James Storme,Union Saint-Gilloise,1968-1970
Kevin Rodríguez,Union Saint-Gilloise,2023-2025
Mohamed Aoulad,Union Saint-Gilloise,2016-2017
Thibaut Peyre,Union Saint-Gilloise,2017-2019
Yorbe Vertessen,Union Saint-Gilloise,2023-2023
Christophe Préseaux,Union Saint-Gilloise,2007-2008
Senne Lynen,Union Saint-Gilloise,2020-2023
Florent Zitte,Union Saint-Gilloise,2015-2017
Camiel Van Vaerenbergh,Union Saint-Gilloise,1959-2025
Anouar Ait El Hadj,Union Saint-Gilloise,2024-2025
Hubert Van Dormael,Union Saint-Gilloise,1962-1966
Christophe Bertjens,Union Saint-Gilloise,2017-2018
David Rimbold,Union Saint-Gilloise,"2003-2005, 2006-2008"
Philippe van Wilder,Union Saint-Gilloise,1961-1968
Henri Diricx,Union Saint-Gilloise,1946-1961
Sigurd Haugen,Union Saint-Gilloise,2019-2020
Ibrahima Sory Bah,Union Saint-Gilloise,2019-2021
Koki Machida,Union Saint-Gilloise,"2022-2023, 2023-2025"
Siebe Van der Heyden,Union Saint-Gilloise,2019-2023
Fernand Verleysen,Union Saint-Gilloise,1962-1975
Carlos Madiokoka,Union Saint-Gilloise,2005-2006
Oussama El Azzouzi,Union Saint-Gilloise,2022-2023
Tomislav Kaloperovic,Union Saint-Gilloise,1963-1965
Charles Vanhoutte,Union Saint-Gilloise,2023-2025
Elton Kabangu,Union Saint-Gilloise,"2023-2025, 2025-2025"
Lynel Kitambala,Union Saint-Gilloise,2016-2016
Fedde Leysen,Union Saint-Gilloise,2023-2025
Kevin Kis,Union Saint-Gilloise,2017-2020
Ousseynou Niang,Union Saint-Gilloise,2024-2025
Eric Bongumba,Union Saint-Gilloise,2005-2006
Jonas Bager,Union Saint-Gilloise,2019-2022
Federico Vega,Union Saint-Gilloise,2018-2021
Geoffrey Cabeke,Union Saint-Gilloise,2014-2017
Léonard Roufosse,Union Saint-Gilloise,1965-1974
