name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Karl-Heinz Körbel,Retired,https://www.transfermarkt.us/karl-heinz-korbel/profil/spieler/39781,https://img.a.transfermarkt.technology/portrait/small/39781-1461143547.jpg?lm=1,Körbel,-,Germany,de,Eintracht Frankfurt,Dossenheim,Unknown,Defender - Centre-Back,"1,81 m",01.12.1954,731,51,4,1,58,0,0,2,35,65.174
Jürgen Grabowski,---,https://www.transfermarkt.us/jurgen-grabowski/profil/spieler/72497,https://img.a.transfermarkt.technology/portrait/small/72497-1646995358.PNG?lm=1,Grabowski,11,Germany,de,Eintracht Frankfurt,Wiesbaden,Unknown,Attack - Right Winger,N/A,07.07.1944,545,147,76,0,34,0,0,0,22,48.903
Bernd Nickel,---,https://www.transfermarkt.us/bernd-nickel/profil/spieler/98237,https://img.a.transfermarkt.technology/portrait/small/98237-1635339647.jpg?lm=1,Nickel,-,Germany,de,Eintracht Frankfurt,Siegbach,Unknown,Midfield - Attacking Midfield,N/A,15.03.1949,534,178,37,1,18,0,1,24,54,45.639
Bernd Hölzenbein,---,https://www.transfermarkt.us/bernd-holzenbein/profil/spieler/39780,https://img.a.transfermarkt.technology/portrait/small/39780-1713254226.jpg?lm=1,Hölzenbein,17,Germany,de,Eintracht Frankfurt,Runkel,Unknown,Midfield - Attacking Midfield,N/A,09.03.1946,524,212,39,1,10,0,1,19,43,45.280
Uwe Bindewald,Retired,https://www.transfermarkt.us/uwe-bindewald/profil/spieler/437,https://img.a.transfermarkt.technology/portrait/small/s_437_123_2013_06_24_1.jpg?lm=1,Bindewald,Unknown,Germany,de,Eintracht Frankfurt,Friedberg,Unknown,Defender - Centre-Back,"1,80 m",13.08.1968,442,9,4,2,57,3,2,50,24,35.954
Oka Nikolov,Retired,https://www.transfermarkt.us/oka-nikolov/profil/spieler/447,https://img.a.transfermarkt.technology/portrait/small/447-1493298121.jpg?lm=1,Nikolov,1,North Macedonia,mk,Eintracht Frankfurt,Erbach im Odenwald,Орхеј Николов,Goalkeeper,"1,88 m",25.05.1974,415,0,2,1,10,0,0,6,6,36.995
Manfred Binz,Retired,https://www.transfermarkt.us/manfred-binz/profil/spieler/1523,https://img.a.transfermarkt.technology/portrait/small/s_1523_123_2012_1.jpg?lm=1,Binz,-,Germany,de,Eintracht Frankfurt,Frankfurt am Main,Unknown,Defender - Sweeper,N/A,22.09.1965,411,38,20,0,28,0,0,3,14,36.864
Dieter Lindner,---,https://www.transfermarkt.us/dieter-lindner/profil/spieler/99716,https://img.a.transfermarkt.technology/portrait/small/99716-1522844847.jpg?lm=1,Lindner,-,Germany,de,Eintracht Frankfurt,Breslau,Unknown,Defender - Sweeper,N/A,11.06.1939,395,66,12,0,0,0,0,3,4,35.391
Ralf Falkenmayer,Retired,https://www.transfermarkt.us/ralf-falkenmayer/profil/spieler/40124,https://img.a.transfermarkt.technology/portrait/small/40124-1460648430.jpg?lm=1,Falkenmayer,-,Germany,de,Eintracht Frankfurt,Frankfurt am Main,Unknown,Midfield - Defensive Midfield,N/A,11.02.1963,385,34,9,2,39,1,0,25,28,32.571
Adolf Bechtold,---,https://www.transfermarkt.us/adolf-bechtold/profil/spieler/242009,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Bechtold,Unknown,Germany,de,Eintracht Frankfurt,Frankfurt am Main,Unknown,Defender - Centre-Back,Unknown,20.02.1926,383,2,0,1,0,0,0,0,0,34.470
Alexander Meier,Retired,https://www.transfermarkt.us/alexander-meier/profil/spieler/1565,https://img.a.transfermarkt.technology/portrait/small/1565-1502271996.jpg?lm=1,Meier,-,Germany,de,Eintracht Frankfurt,Buchholz in der Nordheide,Unknown,Attack - Second Striker,"1,96 m",17.01.1983,379,137,55,0,32,3,0,41,76,30.220
