name,club,periods
Kees Kist,AZ Alkmaar,"1972-1982, 1984-1986"
Kristen Nygaard,AZ Alkmaar,1972-1982
Kees 'Pier' Tol,AZ Alkmaar,1978-1988
Vangelis Pavlidis,AZ Alkmaar,2021-2024
Barry van Galen,AZ Alkmaar,1997-2006
Kenneth Pérez,AZ Alkmaar,2000-2006
Robin Nelisse,AZ Alkmaar,2000-2005
Mounir El Hamdaoui,AZ Alkmaar,"2007-2010, 2015-2016"
Jozy Altidore,AZ Alkmaar,2011-2013
Jan Peters,AZ Alkmaar,1977-1982
Kurt Welzl,AZ Alkmaar,1978-1981
Maarten Martens,AZ Alkmaar,2006-2014
Shota Arveladze,AZ Alkmaar,2005-2007
Jesper Karlsson,AZ Alkmaar,2020-2023
Dani de Wit,AZ Alkmaar,2019-2024
Wout Weghorst,AZ Alkmaar,2016-2018
Gerard Vredenburg,AZ Alkmaar,
Teun Koopmeiners,AZ Alkmaar,2016-2021
Max Huiberts,AZ Alkmaar,1996-2002
Aron Jóhannsson,AZ Alkmaar,2013-2015
Myron Boadu,AZ Alkmaar,"2013-2016, 2017-2021"
Alireza Jahanbakhsh,AZ Alkmaar,2015-2018
Oussama Idrissi,AZ Alkmaar,2018-2020
John Metgod,AZ Alkmaar,1976-1982
Mousa Dembélé,AZ Alkmaar,2006-2010
Ricky Talan,AZ Alkmaar,"1979-1981, 1982-1985"
Ali Elkhattabi,AZ Alkmaar,2001-2005
Michael Buskermolen,AZ Alkmaar,1990-2006
Markus Henriksen,AZ Alkmaar,"2012-2016, 2017-2017"
Vincent Janssen,AZ Alkmaar,2015-2016
John Bosman,AZ Alkmaar,1999-2002
Guus Til,AZ Alkmaar,"2010-2013, 2016-2019"
David Loggie,AZ Alkmaar,"1983-1989, 1991-1993"
Denny Landzaat,AZ Alkmaar,2004-2006
Wim de Jager,AZ Alkmaar,
Michel Langerak,AZ Alkmaar,1997-1999
Siem Tijm,AZ Alkmaar,"1959-1963, 1965-1972"
Jóhann Berg Gudmundsson,AZ Alkmaar,2009-2014
Stein Huysegems,AZ Alkmaar,2003-2006
Calvin Stengs,AZ Alkmaar,"2009-2014, 2016-2021"
Adam Maher,AZ Alkmaar,"2005-2013, 2018-2019"
Albert Gudmundsson,AZ Alkmaar,2018-2022
Bert van Marwijk,AZ Alkmaar,1975-1978
Rasmus Elm,AZ Alkmaar,2009-2012
Hugo Hovenkamp,AZ Alkmaar,1975-1983
Martijn Meerdink,AZ Alkmaar,2002-2007
Brett Holman,AZ Alkmaar,2008-2012
Steven Berghuis,AZ Alkmaar,2012-2015
Eddy Schaafstra,AZ Alkmaar,1970-1974
Jaan de Graaf,AZ Alkmaar,"1978-1980, 1981-1981"
Demy de Zeeuw,AZ Alkmaar,2005-2009
Nemanja Gudelj,AZ Alkmaar,2013-2015
Sven Mijnans,AZ Alkmaar,2023-2025
Barry Opdam,AZ Alkmaar,1996-2008
Ari,AZ Alkmaar,2007-2010
Dick Twisk,AZ Alkmaar,
Robert Mühren,AZ Alkmaar,2014-2017
Jos Jonker,AZ Alkmaar,1980-1983
Robert van der Weert,AZ Alkmaar,1997-1999
Jeremain Lens,AZ Alkmaar,"2006-2007, 2008-2010"
Kolbeinn Sigthórsson,AZ Alkmaar,2008-2011
Troy Parrott,AZ Alkmaar,2024-2025
Roelf-Jan Tiktak,AZ Alkmaar,"1982-1985, 1986-1990"
Pontus Wernbloom,AZ Alkmaar,2009-2012
Muamer Tankovic,AZ Alkmaar,2014-2017
Peter Arntz,AZ Alkmaar,1976-1986
John Mutsaers,AZ Alkmaar,1993-2000
Graziano Pellè,AZ Alkmaar,2007-2011
Bobby Vosmaer,AZ Alkmaar,1974-1977
Ruben van Bommel,AZ Alkmaar,2023-2025
Bob van Rijssel,AZ Alkmaar,"1963-1970, 1971-1973"
Dabney dos Santos,AZ Alkmaar,"2009-2012, 2014-2018, 2018-2018"
Joris van Overeem,AZ Alkmaar,"2006-2009, 2012-2014, 2015-2018"
Simon Cziommer,AZ Alkmaar,"2006-2008, 2009-2009"
Yukinari Sugawara,AZ Alkmaar,"2019-2020, 2020-2024"
Zygmunt Schmidt,AZ Alkmaar,1970-1972
Mayckel Lahdo,AZ Alkmaar,2022-2025
Jens Odgaard,AZ Alkmaar,"2022-2024, 2024-2024"
Erik Falkenburg,AZ Alkmaar,"2010-2013, 2013-2013, 2014-2014"
Henk van Rijnsoever,AZ Alkmaar,1974-1982
Willem van Hanegem,AZ Alkmaar,1976-1979
Roy Beerens,AZ Alkmaar,2011-2014
Tijjani Reijnders,AZ Alkmaar,"2017-2020, 2020-2023"
Peter Wijker,AZ Alkmaar,1993-2004
Fernando Ricksen,AZ Alkmaar,1997-2000
Tarik Sektioui,AZ Alkmaar,2004-2006
Zakaria Aboukhlal,AZ Alkmaar,2019-2022
Youssef Fertout,AZ Alkmaar,1998-2001
Ronald Spelbos,AZ Alkmaar,1974-1982
Stijn Schaars,AZ Alkmaar,2005-2011
David Mendes da Silva,AZ Alkmaar,2006-2010
Piet Beets,AZ Alkmaar,1963-1968
Viktor Elm,AZ Alkmaar,2012-2015
Chris Dekker,AZ Alkmaar,
Mats Seuntjens,AZ Alkmaar,2016-2019
Theo Vonk,AZ Alkmaar,
Dennis den Turk,AZ Alkmaar,1988-1999
Adrie Hoogesteger,AZ Alkmaar,1972-1976
Jordy Clasie,AZ Alkmaar,2019-2025
