name,club,periods
Peter Houtman,FC Groningen,"1977-1978, 1979-1982, 1985-1987"
Eddy Bakker,FC Groningen,1976-1982
Piet Fransen,FC Groningen,
Rikkert La Crois,FC Groningen,
Harris Huizingh,FC Groningen,"1983-1986, 1990-1999"
Michael de Leeuw,FC Groningen,"2012-2016, 2021-2022"
Henny Meijer,FC Groningen,1988-1993
Mariano Bombarda,FC Groningen,"1994-1997, 1997-1998"
Bjarne Jensen,FC Groningen,
Martin Drent,FC Groningen,"1991-1992, 1999-2005"
René Eijkelkamp,FC Groningen,1986-1990
Erik Nevland,FC Groningen,2004-2008
Tim Matavz,FC Groningen,"2007-2008, 2008-2011"
Jos Roossien,FC Groningen,1983-1994
Marcus Berg,FC Groningen,2007-2009
Jan van Dijk,FC Groningen,"1975-1979, 1979-1992"
Erwin Koeman,FC Groningen,"1978-1979, 1982-1983, 1983-1985, 1994-1998"
Ab Gritter,FC Groningen,1972-1975
Mimoun Mahi,FC Groningen,2014-2019
Peter Eimers,FC Groningen,1976-1977
Rob McDonald,FC Groningen,"1980-1981, 1982-1985, 1986-1987"
Klaas Nuninga,FC Groningen,
Ronald Koeman,FC Groningen,1980-1983
Hugo,FC Groningen,1997-2005
Milko Gjurovski,FC Groningen,"1990-1992, 1993-1994"
Romano Postema,FC Groningen,"2020-2020, 2021-2022, 2023-2025"
Leen Swanenburg,FC Groningen,1978-1981
Sander van Gessel,FC Groningen,"1995-2001, 2001-2005"
Johan de Kock,FC Groningen,1984-1987
Henk Veldmate,FC Groningen,"1976-1982, 1983-1983"
Gerrit van Tilburg,FC Groningen,
Goran Lovre,FC Groningen,2006-2010
Glen Salmon,FC Groningen,2002-2007
Bé Kuiper,FC Groningen,
Tjaronn Chery,FC Groningen,"2013-2014, 2014-2015"
Jørgen Strand Larsen,FC Groningen,2020-2022
Walter Waalderbos,FC Groningen,1978-1985
Ole Fritsen,FC Groningen,
Koen van de Laak,FC Groningen,2005-2012
Magno,FC Groningen,1997-1998
Martin Koeman,FC Groningen,
Joost Broerse,FC Groningen,1997-2003
Romano Sion,FC Groningen,"1994-1996, 1997-1997"
Andreas Granqvist,FC Groningen,2008-2011
Dean Gorré,FC Groningen,1995-1997
Yevgen Levchenko,FC Groningen,2005-2009
Henk Meuken,FC Groningen,
Leandro Bacuna,FC Groningen,"2009-2013, 2023-2025"
Henk Oosterwold,FC Groningen,
Edwin Olde Riekerink,FC Groningen,1986-1994
Theo Keukens,FC Groningen,1975-1984
Martin van Duren,FC Groningen,1990-1994
Tom van Weert,FC Groningen,2016-2018
Ron Jans,FC Groningen,1982-1984
Hans Visser,FC Groningen,1999-2002
Keld Pedersen,FC Groningen,
Herman Dijkstra,FC Groningen,"1973-1976, 1979-1982, 1984-1984"
Jaap Bos,FC Groningen,
Bryan Linssen,FC Groningen,2015-2017
Ritsu Doan,FC Groningen,"2017-2018, 2018-2019"
Luis Suárez,FC Groningen,2006-2007
Pascal Averdijk,FC Groningen,1998-2000
David Texeira,FC Groningen,2011-2014
Danny Hoesen,FC Groningen,"2014-2017, 2017-2018"
Dušan Tadić,FC Groningen,2010-2012
Pier Alma,FC Groningen,
Thomas Enevoldsen,FC Groningen,2009-2012
Frans Guns,FC Groningen,
Petter Andersson,FC Groningen,2008-2012
Eric Groeleken,FC Groningen,"1988-1990, 1990-1991"
Raymond Atteveld,FC Groningen,1997-1999
Nicklas Pedersen,FC Groningen,2009-2012
Hugo Hovenkamp,FC Groningen,
Wim van der Heide,FC Groningen,1971-1975
Oussama Idrissi,FC Groningen,2016-2018
Henny Weering,FC Groningen,
Ricardo Pepi,FC Groningen,2022-2023
Albert Rusnák,FC Groningen,2015-2017
Ronald Hamming,FC Groningen,1992-1995
Ignacio Tuhuteru,FC Groningen,2001-2004
Thom van Bergen,FC Groningen,2023-2025
Mark-Jan Fledderus,FC Groningen,2004-2008
Arjen Robben,FC Groningen,"2001-2002, 2020-2021"
Theo ten Caat,FC Groningen,1988-1991
Filip Kostić,FC Groningen,2012-2014
Danny Holla,FC Groningen,"2006-2007, 2007-2012, 2012-2012"
Richairo Zivkovic,FC Groningen,2013-2014
Jan Schipper,FC Groningen,
Bert Oldenburger,FC Groningen,1971-1974
Raymond Beerens,FC Groningen,1994-1998
Dick Bosschieter,FC Groningen,
Mattias Rosén,FC Groningen,1995-1998
Rasmus Lindgren,FC Groningen,"2005-2006, 2006-2008, 2013-2016"
Dejan Curovic,FC Groningen,2000-2003
Cyril Ngonge,FC Groningen,2021-2023
Mile Krstev,FC Groningen,2002-2005
Ahmed El Messaoudi,FC Groningen,2019-2021
