name,club,periods
Leo Canjels,NAC Breda,1950-1963
Jacques Visschers,NAC Breda,1959-1971
Louis Overbeeke,NAC Breda,1956-1961
Matthew Amoah,NAC Breda,2007-2011
Martien Vreijsen,NAC Breda,"1972-1975, 1977-1982"
Addie Brouwers,NAC Breda,1968-1978
Anthony Lurling,NAC Breda,"2004-2005, 2007-2014"
Earnie Stewart,NAC Breda,1996-2003
Pierre van Hooijdonk,NAC Breda,"1991-1995, 2005-2006"
Hein van Gastel,NAC Breda,1956-1965
Archil Arveladze,NAC Breda,1997-2000
Guus van der Borgt,NAC Breda,1981-1988
Cock Luyten,NAC Breda,"1956-1965, 1968-1971"
Graham Arnold,NAC Breda,1995-1997
John Lammers,NAC Breda,1990-1995
Frans Bouwmeester sr.,NAC Breda,"1956-1960, 1966-1969"
Wim Groenewegen,NAC Breda,1962-1966
Tom Smits,NAC Breda,"1973-1977, 1980-1985"
Glen Salmon,NAC Breda,"1999-2002, 2007-2007"
Bertus Quaars,NAC Breda,"1966-1974, 1976-1981"
Cyriel Dessers,NAC Breda,2016-2017
Theo Laseroms,NAC Breda,1958-1963
Ali Boussaboun,NAC Breda,"2002-2005, 2010-2011"
Mounir El Allouchi,NAC Breda,"2013-2015, 2016-2021"
Odysseus Velanas,NAC Breda,2021-2023
Csaba Fehér,NAC Breda,"2000-2004, 2007-2011"
Ton Lokhoff,NAC Breda,"1978-1982, 1991-1996"
Rob Penders,NAC Breda,2000-2011
Mats Seuntjens,NAC Breda,2011-2016
Edwin de Graaf,NAC Breda,2006-2010
Sydney van Hooijdonk,NAC Breda,"2017-2021, 2025-2025"
Theo Dierckx,NAC Breda,1967-1980
Ton Sprangers,NAC Breda,1976-1983
Stanley Bish,NAC Breda,1970-1973
Frans Bouwmeester jr.,NAC Breda,1966-1976
Jan van Gorp,NAC Breda,
Arne Slot,NAC Breda,2002-2007
Sjoerd Ars,NAC Breda,2015-2016
Elías Már Ómarsson,NAC Breda,2023-2025
Leonardo,NAC Breda,"2006-2007, 2009-2011, 2012-2012"
Orlando Engelaar,NAC Breda,2000-2004
Norbert Pogrzeba,NAC Breda,1969-1972
Andrzej Frankiewicz,NAC Breda,1968-1971
Peter Remie,NAC Breda,1984-1996
Daan Schrijvers,NAC Breda,"1959-1962, 1971-1974"
Anouar Diba,NAC Breda,2000-2007
Edy de Schepper,NAC Breda,1976-1987
Cristiano,NAC Breda,1999-2002
Jan Groeneweg,NAC Breda,1975-1977
Josip Mohorovic,NAC Breda,1977-1979
Adnane Tighadouini,NAC Breda,2014-2015
Dominik Janosek,NAC Breda,2023-2025
Kees Kwakman,NAC Breda,"2008-2010, 2013-2014"
Nourdin Boukhari,NAC Breda,"2003-2004, 2009-2009, 2012-2012"
Piet van Dijk,NAC Breda,1971-1974
Koos Waslander,NAC Breda,"1980-1984, 1984-1984"
Ger Saris,NAC Breda,1963-1967
Wanny van Gils,NAC Breda,"1979-1981, 1988-1991"
Mike Zonneveld,NAC Breda,"2004-2007, 2011-2013"
Sergio Pacheco,NAC Breda,1999-2002
Cees Storm,NAC Breda,1977-1979
Jort van der Sande,NAC Breda,2022-2023
Ruud Geels,NAC Breda,1982-1984
Mitchell Te Vrede,NAC Breda,2018-2019
Fouad Idabdelhay,NAC Breda,"2007-2009, 2010-2011"
Giovanni Korte,NAC Breda,2016-2019
Ad Graaumans,NAC Breda,
Martin Snoeck,NAC Breda,1966-1968
Donny Gorter,NAC Breda,"2007-2008, 2008-2012, 2015-2016"
Arno Verschueren,NAC Breda,2016-2020
Frans Vermeulen,NAC Breda,1961-1976
Robbert Schilder,NAC Breda,2009-2012
Patrick Zwaanswijk,NAC Breda,2005-2010
Kevin Brands,NAC Breda,2015-2016
Kaj de Rooij,NAC Breda,2020-2023
Alex Schalk,NAC Breda,"2009-2014, 2014-2014"
Yassine Abdellaoui,NAC Breda,"1994-1997, 2003-2003"
Ralf Seuntjens,NAC Breda,2021-2022
Ante Milicic,NAC Breda,1997-1999
Elson Hooi,NAC Breda,"2008-2015, 2015-2016, 2016-2016"
Danny Verbeek,NAC Breda,"2012-2014, 2015-2017"
Gerrie Deijkers,NAC Breda,"1968-1969, 1970-1970"
Ati Graaumans,NAC Breda,
Geert Brusselers,NAC Breda,1992-1998
Jordy Buijs,NAC Breda,2011-2014
Anton Joore,NAC Breda,1976-1984
Kees Luijckx,NAC Breda,2010-2013
Joey Suk,NAC Breda,2013-2016
Henk van Rooy,NAC Breda,1973-1975
Sigurd Haugen,NAC Breda,2023-2024
Thierry Ambrose,NAC Breda,2017-2018
Aimé Omgba,NAC Breda,2021-2024
Twan Scheepers,NAC Breda,1995-1998
Joonas Kolkka,NAC Breda,2007-2011
Leen van der Lugt,NAC Breda,1961-1964
Enes Ünal,NAC Breda,2016-2016
Kevin Bobson,NAC Breda,2001-2004
Nebojsa Gudelj,NAC Breda,1997-2005
Rydell Poepon,NAC Breda,2013-2014
