name,club,periods
Leo van Veen,FC Utrecht,"1970-1979, 1979-1980, 1980-1982, 1983-1984"
Dirk Kuyt,FC Utrecht,1998-2003
Sander van de Streek,FC Utrecht,2017-2023
Willy Carbo,FC Utrecht,1979-1983
Sébastien Haller,FC Utrecht,"2015-2015, 2015-2017, 2025-2025"
Michael Mols,FC Utrecht,"1996-1999, 2005-2005"
Ton de Kruijk,FC Utrecht,1976-1988
Stefaan Tanghe,FC Utrecht,2000-2006
Igor Gluscevic,FC Utrecht,2000-2003
Jacob Mulenga,FC Utrecht,2009-2014
Gyrano Kerk,FC Utrecht,2016-2021
Wlodzimierz Smolarek,FC Utrecht,1990-1996
Joop van Maurik,FC Utrecht,1973-1978
Jan Groenendijk,FC Utrecht,1970-1972
Erik Willaarts,FC Utrecht,"1986-1987, 1989-1990"
Ricky van Wolfswinkel,FC Utrecht,2009-2011
Dave van den Bergh,FC Utrecht,2000-2006
Anastasios Douvikas,FC Utrecht,2021-2023
Ben Rietveld,FC Utrecht,"1978-1981, 1981-1981, 1982-1986"
Bart Ramselaar,FC Utrecht,"2015-2016, 2019-2024"
Robin Nelisse,FC Utrecht,2005-2008
John Steen Olsen,FC Utrecht,"1970-1974, 1976-1976"
Jens Toornstra,FC Utrecht,"2013-2014, 2022-2025"
Cedric van der Gun,FC Utrecht,"2006-2009, 2012-2014"
Jan van Staa,FC Utrecht,1973-1981
Karel Bonsink,FC Utrecht,1971-1974
Marco Cabo,FC Utrecht,1970-1980
Simon Gustafson,FC Utrecht,2018-2022
Édouard Duplan,FC Utrecht,2010-2015
Willem Janssen,FC Utrecht,"2013-2014, 2014-2022"
Pieter Bijl,FC Utrecht,1990-1994
André Hulshorst,FC Utrecht,1972-1978
Yassin Ayoub,FC Utrecht,2012-2018
Zakaria Labyad,FC Utrecht,"2017-2018, 2023-2024"
Gert Kruys,FC Utrecht,"1979-1986, 1987-1988"
Hans van de Haar,FC Utrecht,2003-2005
Dries Mertens,FC Utrecht,2009-2011
Nacer Barazite,FC Utrecht,2014-2017
Reinier Robbemond,FC Utrecht,1996-2000
Gerard van der Lem,FC Utrecht,1980-1984
Cyriel Dessers,FC Utrecht,2017-2019
Jan Wouters,FC Utrecht,1979-1986
Patrick Zwaanswijk,FC Utrecht,1998-2004
John de Jong,FC Utrecht,1997-2001
John van Loen,FC Utrecht,"1983-1988, 1996-1998"
Frans Adelaar,FC Utrecht,1980-1990
Gregoor van Dijk,FC Utrecht,2006-2010
Bert Gozems,FC Utrecht,"1975-1980, 1981-1982"
Johan de Kock,FC Utrecht,1987-1994
Robert Roest,FC Utrecht,"1988-1994, 2001-2003"
Peter Hofstede,FC Utrecht,1994-1997
Mike van der Hoorn,FC Utrecht,"2012-2013, 2021-2022, 2022-2025"
Frank Demouge,FC Utrecht,2010-2012
Nana Asare,FC Utrecht,2009-2013
Marcel van der Net,FC Utrecht,"1991-1998, 1999-1999"
Tim Cornelisse,FC Utrecht,2004-2011
Tom Caluwé,FC Utrecht,2006-2009
Didier Martel,FC Utrecht,1998-2000
Koos van Tamelen,FC Utrecht,1976-1984
Mimoun Mahi,FC Utrecht,"2020-2023, 2023-2023"
Victor Jensen,FC Utrecht,2023-2025
Ab Plugboer,FC Utrecht,1990-1996
Jan van de Akker,FC Utrecht,"1978-1987, 1987-1987"
Marco Boogers,FC Utrecht,1988-1990
Rob Alflen,FC Utrecht,
Jean-Paul de Jong,FC Utrecht,1993-2007
Piet Hamberg,FC Utrecht,1977-1978
Mark van der Maarel,FC Utrecht,2009-2024
Ferdino Hernández,FC Utrecht,1993-1998
Mitchell van der Gaag,FC Utrecht,1997-2001
Henk Wery,FC Utrecht,1974-1976
Hans Somers,FC Utrecht,2004-2010
Marc-Antoine Fortuné,FC Utrecht,2005-2007
Othmane Boussaid,FC Utrecht,"2018-2019, 2020-2024"
Jan Oosterhuis,FC Utrecht,1991-1993
Sean Klaiber,FC Utrecht,"2014-2015, 2015-2020, 2022-2023"
Cor Hildebrand,FC Utrecht,"1970-1976, 1977-1979"
Tom Van Mol,FC Utrecht,1997-2004
Alje Schut,FC Utrecht,1999-2012
Willem van der Ark,FC Utrecht,"1992-1993, 1993-1994"
Raymond Graanoogst,FC Utrecht,1992-1996
Adam Maher,FC Utrecht,2019-2022
Dave Bulthuis,FC Utrecht,2011-2014
Gerrit Plomp,FC Utrecht,1984-1989
Leroy George,FC Utrecht,2007-2010
Nick Viergever,FC Utrecht,2022-2025
Moussa Sylla,FC Utrecht,2020-2023
Loïc Loval,FC Utrecht,2007-2010
Taylor Booth,FC Utrecht,2022-2025
Joost Broerse,FC Utrecht,2003-2008
Hans Visser,FC Utrecht,1995-1997
Alfons Groenendijk,FC Utrecht,1998-2001
Jan Monster,FC Utrecht,1980-1984
Darl Douglas,FC Utrecht,2004-2007
Michael Silberbauer,FC Utrecht,2008-2011
Arco Jochemsen,FC Utrecht,2001-2003
Jan Wuytens,FC Utrecht,2009-2013
Can Bozdogan,FC Utrecht,"2022-2023, 2023-2025"
