name,club,periods
Everton,Heracles Almelo,2006-2013
Herman Morsink,Heracles Almelo,1958-1972
Samuel Armenteros,Heracles Almelo,"2009-2013, 2016-2017, 2022-2023"
Hans Roordink,Heracles Almelo,1966-1974
Hannes Lalopua,Heracles Almelo,"1973-1975, 1979-1986"
Willie Overtoom,Heracles Almelo,2008-2013
Yuri Rose,Heracles Almelo,2002-2004
Rob Poell,Heracles Almelo,1977-1988
Thomas Bruns,Heracles Almelo,"2011-2017, 2022-2025"
Roelof Greving,Heracles Almelo,1957-1965
André Hulshorst,Heracles Almelo,1967-1972
Rik Platvoet,Heracles Almelo,1999-2003
Kwame Quansah,Heracles Almelo,2004-2014
Thijs Sluijter,Heracles Almelo,2001-2006
Gerrit Westerhof,Heracles Almelo,1973-1977
Hans Polko,Heracles Almelo,"1974-1977, 1980-1981"
Ron van Oosterom,Heracles Almelo,"1978-1979, 1980-1980, 1983-1985"
Han Unaola,Heracles Almelo,1981-1983
Joop Leidekker,Heracles Almelo,1970-1972
Kristoffer Peterson,Heracles Almelo,2017-2019
Bryan Linssen,Heracles Almelo,2013-2015
Ton van Duiven,Heracles Almelo,1971-1978
Wout Weghorst,Heracles Almelo,2014-2016
Roel Buikema,Heracles Almelo,2001-2005
Glynor Plet,Heracles Almelo,2010-2012
Oussama Tannane,Heracles Almelo,2013-2016
Brandley Kuwas,Heracles Almelo,2016-2019
Warry Grobben,Heracles Almelo,1969-1978
Jan Bronkers,Heracles Almelo,1969-1977
Paul Kerlin,Heracles Almelo,1972-1976
Rai Vloet,Heracles Almelo,2020-2022
Emil Hansson,Heracles Almelo,2022-2024
Darl Douglas,Heracles Almelo,"2003-2004, 2008-2012"
Nikolai Laursen,Heracles Almelo,2021-2025
Hans Bossink,Heracles Almelo,1979-1984
Gertjan Tamerus,Heracles Almelo,2003-2006
Lerin Duarte,Heracles Almelo,"2011-2013, 2016-2019"
Bas Dost,Heracles Almelo,2008-2010
Adrián Dalmau,Heracles Almelo,2018-2019
Hennie van Nee,Heracles Almelo,"1960-1962, 1963-1965"
Guus Hoevenberg,Heracles Almelo,"1967-1971, 1977-1978"
Cyriel Dessers,Heracles Almelo,2019-2020
Marko Vejinović,Heracles Almelo,"2009-2013, 2022-2024"
Sinan Bakış,Heracles Almelo,2020-2022
Folkert Velten,Heracles Almelo,1988-1998
Iliass Bel Hassani,Heracles Almelo,2013-2016
Jos Bakker,Heracles Almelo,1977-1983
Jan Veneberg,Heracles Almelo,1964-1977
Bert Prijs,Heracles Almelo,1974-1984
Rudy Jansen,Heracles Almelo,1998-2006
Paul Gladon,Heracles Almelo,"2015-2016, 2017-2018"
John Stegeman,Heracles Almelo,2002-2004
Hendrie Krüzen,Heracles Almelo,"1981-1986, 1994-1996"
Vincent Vermeij,Heracles Almelo,"2016-2019, 2019-2019"
Ninos Gouriye,Heracles Almelo,2012-2013
Jizz Hornkamp,Heracles Almelo,2023-2025
Mark-Jan Fledderus,Heracles Almelo,"2008-2011, 2014-2017"
Silvester van der Water,Heracles Almelo,2018-2021
Ferry Pirard,Heracles Almelo,1973-1977
Bert Theunissen,Heracles Almelo,"1962-1963, 1973-1974"
Lucas Schoofs,Heracles Almelo,2019-2023
Flip Stapper,Heracles Almelo,1965-1968
Richard Roelofsen,Heracles Almelo,"1999-2000, 2003-2005"
Joop Schuman,Heracles Almelo,1957-1964
Reuven Niemeijer,Heracles Almelo,"2016-2018, 2019-2020"
Gerrit Pesman,Heracles Almelo,1959-1970
Anas Ouahim,Heracles Almelo,"2022-2024, 2024-2024"
Harry Feijer,Heracles Almelo,1971-2025
Paul Davies,Heracles Almelo,1982-1983
Mark Uth,Heracles Almelo,2013-2014
Martin Langhenkel,Heracles Almelo,1979-1984
Luka Kulenovic,Heracles Almelo,2024-2025
Koos Knoef,Heracles Almelo,1963-1967
Ricky van den Bergh,Heracles Almelo,2007-2009
Jaroslav Navratil,Heracles Almelo,"2013-2013, 2013-2018"
Sota Hirayama,Heracles Almelo,2005-2006
Bobby Westra,Heracles Almelo,1961-1966
Srdjan Lakic,Heracles Almelo,2007-2008
Niki Leferink,Heracles Almelo,1994-1999
Mario Engels,Heracles Almelo,2023-2025
Brahim Darri,Heracles Almelo,2015-2018
Rob Alflen,Heracles Almelo,1997-1999
Marnix Smit,Heracles Almelo,1999-2009
Igor Gluscevic,Heracles Almelo,2005-2008
Kalle Oranen,Heracles Almelo,1977-1982
Dick Mulderij,Heracles Almelo,1971-1975
Brian De Keersmaecker,Heracles Almelo,2023-2025
Mark Looms,Heracles Almelo,2001-2012
Henk Schepers,Heracles Almelo,1972-1977
Ismail Azzaoui,Heracles Almelo,"2020-2022, 2022-2023"
Stefaan Tanghe,Heracles Almelo,2006-2007
Erwin Looms,Heracles Almelo,1999-2000
Jeffrey de Visscher,Heracles Almelo,2004-2005
Geke van Dijk,Heracles Almelo,1977-1981
Justin Hoogma,Heracles Almelo,"2016-2017, 2022-2025"
Hans Bekkenutte,Heracles Almelo,1975-1980
John ter Mors,Heracles Almelo,1983-1986
