name,club,periods
Coy Koopal,Willem II Tilburg,1956-1964
Piet Timmermans,Willem II Tilburg,1959-1971
Martin van Geel,Willem II Tilburg,"1978-1979, 1990-1995"
Johan Havermans,Willem II Tilburg,1971-1982
Jatto Ceesay,Willem II Tilburg,"1995-2003, 2005-2006"
Bud Brocken,Willem II Tilburg,"1975-1981, 1985-1990"
Cees van den Berg,Willem II Tilburg,
Tom Caluwé,Willem II Tilburg,2000-2006
John Feskens,Willem II Tilburg,1983-1997
Gerrit de Wit,Willem II Tilburg,1955-1964
Nico van Elderen,Willem II Tilburg,1955-1967
Johan Huijbregts,Willem II Tilburg,1973-1985
Jan Brooijmans,Willem II Tilburg,1954-1967
Hans Leushuis,Willem II Tilburg,1970-1978
Don van Riel,Willem II Tilburg,1963-1976
Freek Heerkens,Willem II Tilburg,2013-2024
Frans Roemgens,Willem II Tilburg,"1966-1970, 1977-1981"
Ton van de Ven,Willem II Tilburg,1977-1988
Bertus van den Oever,Willem II Tilburg,1966-2025
Jordens Peters,Willem II Tilburg,2012-2021
Frank van der Struijk,Willem II Tilburg,"2004-2008, 2010-2010, 2014-2016"
Raymond Victoria,Willem II Tilburg,1998-2006
Cor Stolzenbach,Willem II Tilburg,1965-1977
Roland Jansen,Willem II Tilburg,1986-1997
Chris Feijt,Willem II Tilburg,1954-1963
