name,club,periods
Cees van Kooten,Go Ahead Eagles,1976-1983
Wietse Veenstra,Go Ahead Eagles,1964-1969
Oeki Hoekema,Go Ahead Eagles,1966-1971
Marnix Kolder,Go Ahead Eagles,2011-2015
Bram Marbus,Go Ahead Eagles,"1997-1999, 2002-2005"
Wim Woudsma,Go Ahead Eagles,1976-1989
Dick Schneider,Go Ahead Eagles,"1965-1970, 1978-1978, 1978-1981, 1983-1983"
Jarchinio Antonia,Go Ahead Eagles,"2011-2011, 2011-2014, 2016-2017"
Joey Suk,Go Ahead Eagles,"2009-2013, 2016-2018"
Gerard Wüstefeld,Go Ahead Eagles,"1959-1964, 1965-1970"
John Oude Wesselink,Go Ahead Eagles,1969-1986
Gerard Somer,Go Ahead Eagles,1962-1972
Jo Körver,Go Ahead Eagles,1976-1983
Xander Houtkoop,Go Ahead Eagles,2011-2014
Peter Arntz,Go Ahead Eagles,1970-1976
Marco Heering,Go Ahead Eagles,1987-1996
Toine Rorije,Go Ahead Eagles,1991-1997
Gerrie de Winkel,Go Ahead Eagles,1969-1975
Bert van Marwijk,Go Ahead Eagles,1969-1975
Bas Kuipers,Go Ahead Eagles,2020-2024
Hans Voskamp,Go Ahead Eagles,1978-1990
Tommy Kristiansen,Go Ahead Eagles,"1976-1978, 1978-1981"
Mark Schenning,Go Ahead Eagles,1987-1996
Xandro Schenk,Go Ahead Eagles,"2013-2013, 2013-2018"
Martin Koopman,Go Ahead Eagles,1976-1982
Jop van der Linden,Go Ahead Eagles,2012-2015
Jan Michels,Go Ahead Eagles,1992-1998
Ton Witbaard,Go Ahead Eagles,1981-1986
Jan Veenstra,Go Ahead Eagles,1967-1974
Mats Deijl,Go Ahead Eagles,2021-2025
Marco Parnela,Go Ahead Eagles,2004-2011
Teun Kist,Go Ahead Eagles,1975-1980
Bart Vriends,Go Ahead Eagles,"2013-2013, 2013-2016"
Henk Warnas,Go Ahead Eagles,1964-1976
Cees Marbus,Go Ahead Eagles,"1989-1996, 1998-2000"
Gerrit Nauber,Go Ahead Eagles,2021-2025
Dave Bus,Go Ahead Eagles,2008-2012
Nico van Zoghel,Go Ahead Eagles,"1964-1972, 1974-1974, 1978-1979"
Ruud Geestman,Go Ahead Eagles,1970-1976
Dwight Lodeweges,Go Ahead Eagles,"1975-1979, 1980-1981, 1982-1982, 1988-1989, 1990-1992"
Sjoerd Overgoor,Go Ahead Eagles,"2012-2012, 2012-2015, 2017-2019"
Bert Strijdveen,Go Ahead Eagles,1971-1978
Wout Droste,Go Ahead Eagles,"2008-2010, 2010-2011, 2019-2021"
Bart Kolkman,Go Ahead Eagles,1964-1975
Dennis Hulshoff,Go Ahead Eagles,2002-2005
Arold Back,Go Ahead Eagles,1978-1988
Jan Endeman,Go Ahead Eagles,1976-1983
