name,club,periods
Ramón Miérez,NK Osijek,"2020-2021, 2021-2024"
Mirko Marić,NK Osijek,2017-2020
Antonio Perosevic,NK Osijek,2007-2017
Josip Barisic,NK Osijek,"2006-2007, 2007-2008, 2008-2012, 2013-2015"
Mijo Caktas,NK Osijek,2022-2024
Petar Bockaj,NK Osijek,2017-2022
Muzafer Ejupi,NK Osijek,2016-2019
Vedran Niksic,NK Osijek,2006-2011
László Kleinheisler,NK Osijek,2019-2023
Vedran Jugovic,NK Osijek,"2008-2013, 2019-2025"
Mile Skoric,NK Osijek,"2006-2011, 2013-2023"
Dmytro Lyopa,NK Osijek,"2016-2017, 2017-2021"
Josip Knezevic,NK Osijek,"2006-2010, 2016-2017"
Mihael Zaper,NK Osijek,2013-2023
Ivo Smoje,NK Osijek,"2004-2009, 2010-2014"
Alen Grgic,NK Osijek,"2009-2014, 2015-2021, 2021-2021, 2022-2022"
Tomislav Sorsa,NK Osijek,"2004-2008, 2009-2016, 2017-2020"
Gabrijel Boban,NK Osijek,2016-2019
Milan Pavlicic,NK Osijek,"1999-2002, 2006-2008, 2009-2012"
Valentin Babic,NK Osijek,"2002-2002, 2003-2009, 2013-2014"
Marin Pilj,NK Osijek,2018-2022
Aljosa Vojnovic,NK Osijek,"2005-2006, 2015-2015, 2016-2017, 2018-2018"
Josip Spoljaric,NK Osijek,"2012-2017, 2018-2018, 2018-2020, 2021-2021, 2022-2023"
Domagoj Pusic,NK Osijek,"2008-2013, 2016-2019"
Srdjan Vidakovic,NK Osijek,"2008-2012, 2013-2014"
Borna Barisic,NK Osijek,"2007-2012, 2013-2015, 2016-2018"
Andrej Lukic,NK Osijek,"2009-2014, 2014-2018"
Darko Nejasmic,NK Osijek,"2021-2022, 2022-2024"
Zoran Kvrzic,NK Osijek,"2010-2013, 2013-2013"
Domagoj Vida,NK Osijek,2006-2010
Domagoj Bukvic,NK Osijek,2019-2025
Benedik Mioc,NK Osijek,"2009-2013, 2013-2014, 2014-2015, 2015-2015, 2016-2018, 2019-2020"
Danijel Loncar,NK Osijek,"2012-2014, 2016-2023"
Slavko Bralic,NK Osijek,"2013-2015, 2021-2023, 2023-2024"
Sime Grzan,NK Osijek,"2021-2022, 2022-2024"
Zoran Lesjak,NK Osijek,"2015-2018, 2018-2018"
Ivan Ibriks,NK Osijek,2009-2013
Nail Omerovic,NK Osijek,2021-2025
Dino Gavric,NK Osijek,2008-2012
Hrvoje Kurtovic,NK Osijek,2009-2017
Jurica Pranjic,NK Osijek,"2006-2006, 2006-2011, 2014-2015"
Nikola Matas,NK Osijek,"2014-2018, 2018-2018"
Mario Jurcevic,NK Osijek,2020-2023
Marin Skender,NK Osijek,2001-2009
Marko Malenica,NK Osijek,"2009-2014, 2014-2015, 2015-2020, 2020-2021, 2021-2025"
Ivan Kardum,NK Osijek,"2006-2007, 2008-2008, 2009-2012"
Ivica Ivusic,NK Osijek,2018-2023
Zvonimir Mikulic,NK Osijek,"2005-2009, 2010-2010, 2011-2017, 2017-2018"
