name,club,periods
Ermin Zec,HNK Sibenik,2007-2010
Mehmed Alispahic,HNK Sibenik,"2008-2011, 2016-2017, 2017-2018"
Ivan Delic,HNK Sibenik,"2021-2023, 2023-2025, 2025-2025"
Josip Males,HNK Sibenik,"2006-2011, 2011-2011, 2013-2021"
Davor Kukec,HNK Sibenik,2018-2020
Miro Slavica,HNK Sibenik,"2012-2014, 2016-2018"
Marko Kartelo,HNK Sibenik,"2005-2007, 2010-2012, 2013-2016"
Prince Ampem,HNK Sibenik,"2018-2018, 2018-2021"
Stipe Bacelic-Grgic,HNK Sibenik,"2007-2007, 2009-2012, 2021-2022, 2023-2024"
Josip Majic,HNK Sibenik,"2012-2013, 2023-2025"
Ivan Bozic,HNK Sibenik,2023-2025
Drazen Govic,HNK Sibenik,"2004-2007, 2008-2009, 2010-2011, 2013-2013"
Luka Celic,HNK Sibenik,2012-2021
Franjo Tepuric,HNK Sibenik,2012-2013
Martin Vukorepa,HNK Sibenik,2012-2021
Theophilus Solomon,HNK Sibenik,2015-2016
Marin Jakolis,HNK Sibenik,"2011-2013, 2021-2022"
Deni Juric,HNK Sibenik,"2020-2021, 2021-2021"
Luka Juricic,HNK Sibenik,2019-2020
Mario Curic,HNK Sibenik,2019-2022
Ante Zivkovic,HNK Sibenik,"2011-2014, 2015-2017"
Marko Bulat,HNK Sibenik,"2016-2021, 2021-2021"
Ivan Rodic,HNK Sibenik,2008-2009
Drazen Jelic,HNK Sibenik,2010-2012
Antonio Jakolis,HNK Sibenik,"2009-2012, 2021-2022, 2025-2025"
Carlos Torres,HNK Sibenik,"2021-2022, 2023-2025"
Frane Vitaic,HNK Sibenik,2007-2008
Antonio Marin,HNK Sibenik,2021-2022
Ante Rukavina,HNK Sibenik,2005-2007
Luka Fustin,HNK Sibenik,"2011-2013, 2014-2017, 2017-2019, 2020-2020"
Ivan Cvijanovic,HNK Sibenik,2023-2024
Zeljko Malcic,HNK Sibenik,2010-2012
Emir Sahiti,HNK Sibenik,2020-2021
Ivan Antunovic,HNK Sibenik,2018-2020
Grgo Zivkovic,HNK Sibenik,"2008-2013, 2015-2017"
Mohammed Aliyu,HNK Sibenik,"2015-2016, 2017-2019"
Ivan Dolcek,HNK Sibenik,"2015-2015, 2022-2023"
Marko Brekalo,HNK Sibenik,2017-2018
Mario Marina,HNK Sibenik,2012-2016
Stipan Banic,HNK Sibenik,"2013-2018, 2018-2019"
Toni Spanja,HNK Sibenik,"2011-2016, 2018-2018, 2019-2021, 2021-2021"
Ivan Laca,HNK Sibenik,"2016-2021, 2023-2025"
Marin Batur,HNK Sibenik,2005-2008
Karlo Bilic,HNK Sibenik,2019-2022
Jonathan,HNK Sibenik,2016-2018
Nikola Rak,HNK Sibenik,2019-2021
Gabriel,HNK Sibenik,2006-2008
Andrej Vuk,HNK Sibenik,2011-2013
Roko Mislov,HNK Sibenik,2012-2013
Kristijan Caval,HNK Sibenik,2006-2007
Ivan Fustar,HNK Sibenik,"2009-2012, 2013-2013"
Ivan Santini,HNK Sibenik,2024-2025
Ivan Bozic,HNK Sibenik,"2002-2006, 2008-2012, 2016-2016"
Hrvoje Spahija,HNK Sibenik,"2008-2012, 2014-2014"
Lovre Kulusic,HNK Sibenik,2021-2025
Yusuf Musa,HNK Sibenik,2016-2020
Haruki Arai,HNK Sibenik,2022-2023
Toni Kolega,HNK Sibenik,2023-2025
Iker Pozo,HNK Sibenik,2023-2025
Ivan Roca,HNK Sibenik,"2011-2015, 2016-2019, 2023-2025"
Mateo Barac,HNK Sibenik,2015-2016
Josip Gacic,HNK Sibenik,2023-2025
Niko Tokic,HNK Sibenik,2010-2011
Karlo Speljak,HNK Sibenik,2022-2023
Morrison Agyemang,HNK Sibenik,2024-2025
Stefan Peric,HNK Sibenik,2021-2025
Jamilu Collins,HNK Sibenik,"2016-2016, 2017-2017"
Marko Basic,HNK Sibenik,2012-2013
Jusuf Dajic,HNK Sibenik,2009-2010
Josko Kovac,HNK Sibenik,2008-2009
Dario Kristo,HNK Sibenik,2011-2012
Zvonimir Blaic,HNK Sibenik,"2006-2010, 2010-2013, 2018-2020"
Damir Milanovic,HNK Sibenik,2007-2009
Vice Kendes,HNK Sibenik,"2009-2014, 2018-2019, 2019-2020"
Arijan Ademi,HNK Sibenik,2008-2010
Suad Sahiti,HNK Sibenik,2021-2023
Zoran Roglic,HNK Sibenik,2005-2010
Duje Dujmovic,HNK Sibenik,"2023-2024, 2024-2025"
Ivan Medvid,HNK Sibenik,2009-2012
Josip Bonacin,HNK Sibenik,2007-2009
Boris Pandza,HNK Sibenik,2018-2021
David Mina,HNK Sibenik,2021-2023
Juan Camilo Mesa,HNK Sibenik,"2020-2022, 2022-2023"
Igor Budisa,HNK Sibenik,2009-2010
Stipe Lapic,HNK Sibenik,2007-2008
Bruno Brajkovic,HNK Sibenik,"2023-2025, 2025-2025"
Ante Kulusic,HNK Sibenik,2003-2009
Petar Tomic,HNK Sibenik,2012-2014
Mislav Matic,HNK Sibenik,2022-2023
Alen Subic,HNK Sibenik,"2006-2009, 2010-2010, 2010-2011, 2012-2012"
Christopher Attys,HNK Sibenik,2021-2022
Josip Bulat,HNK Sibenik,2006-2008
Zoran Kvrzic,HNK Sibenik,2023-2023
Sandro Bloudek,HNK Sibenik,2009-2010
Marin Prekodravac,HNK Sibenik,2024-2025
Leonard Zuta,HNK Sibenik,2024-2025
Amer Hiros,HNK Sibenik,2023-2023
Sime Grzan,HNK Sibenik,2024-2025
