name,club,periods
Mijo Caktas,HNK Hajduk Split,"2011-2016, 2018-2021"
Marko Livaja,HNK Hajduk Split,"2010-2010, 2021-2025"
Nikola Kalinić,HNK Hajduk Split,"2005-2006, 2006-2007, 2007-2009, 2022-2023, 2024-2024"
Ante Vukusic,HNK Hajduk Split,2009-2012
Anton Maglica,HNK Hajduk Split,2012-2016
Tino-Sven Susic,HNK Hajduk Split,2012-2016
Jairo,HNK Hajduk Split,2018-2021
Filip Krovinovic,HNK Hajduk Split,2021-2025
Emir Sahiti,HNK Hajduk Split,"2019-2020, 2021-2024"
Srdjan Andric,HNK Hajduk Split,2007-2012
Fran Tudor,HNK Hajduk Split,2015-2019
Dario Melnjak,HNK Hajduk Split,2021-2025
Nikola Vlašić,HNK Hajduk Split,2014-2017
Zoran Nizic,HNK Hajduk Split,2012-2018
Hamza Barry,HNK Hajduk Split,"2016-2017, 2017-2020"
Mirko Oremus,HNK Hajduk Split,"2007-2008, 2008-2011, 2012-2013, 2014-2014"
Goran Milovic,HNK Hajduk Split,2012-2016
Goran Jozinovic,HNK Hajduk Split,"2008-2009, 2009-2015"
Jurica Buljat,HNK Hajduk Split,2005-2011
David Colina,HNK Hajduk Split,2019-2023
Josip Juranovic,HNK Hajduk Split,2015-2020
Dino Mikanovic,HNK Hajduk Split,"2013-2015, 2022-2024"
Danijel Subasic,HNK Hajduk Split,"2008-2008, 2009-2012, 2021-2023"
Lovre Kalinic,HNK Hajduk Split,"2009-2009, 2010-2012, 2012-2017, 2021-2022, 2022-2025"
