name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Sjaak Swart,Retired,https://www.transfermarkt.us/sjaak-swart/profil/spieler/152407,https://img.a.transfermarkt.technology/portrait/small/152407-1694425919.jpg?lm=1,Swart,-,Netherlands,nl,Ajax Amsterdam,Muiderberg,Jesaia Swart,Attack - Right Winger,"1,80 m",03.07.1938,570,213,145,0,1,0,0,18,36,49.394
Danny Blind,Retired,https://www.transfermarkt.us/danny-blind/profil/spieler/101044,https://img.a.transfermarkt.technology/portrait/small/101044-1495621053.jpg?lm=1,Blind,-,Netherlands,nl,Ajax Amsterdam,Oost-Souburg,Dirk Franciscus Blind,Defender - Sweeper,"1,76 m",01.08.1961,493,36,21,1,43,1,1,1,40,43.339
Wim Suurbier,---,https://www.transfermarkt.us/wim-suurbier/profil/spieler/95153,https://img.a.transfermarkt.technology/portrait/small/s_95153_123_2012_1.jpg?lm=1,Suurbier,-,Netherlands,nl,Ajax Amsterdam,Eindhoven,Wilhelmus Lourens Johannes Suurbier,Defender - Right-Back,N/A,16.01.1945,483,18,63,0,8,0,0,3,19,42.885
Piet Keizer,---,https://www.transfermarkt.us/piet-keizer/profil/spieler/142888,https://img.a.transfermarkt.technology/portrait/small/s_142888_123_2012_1.jpg?lm=1,Keizer,-,Netherlands,nl,Ajax Amsterdam,Amsterdam,Petrus Johannes Keizer,Attack - Left Winger,"1,75 m",14.06.1943,464,176,157,0,9,0,1,2,63,39.890
Ruud Krol,Retired,https://www.transfermarkt.us/ruud-krol/profil/spieler/135621,https://img.a.transfermarkt.technology/portrait/small/s_135621_123_2012_1.jpg?lm=1,Krol,-,Netherlands,nl,Ajax Amsterdam,Amsterdam,Rudolf Joseph Krol,Defender - Left-Back,N/A,24.03.1949,456,30,57,3,6,0,0,8,15,40.139
Frank de Boer,Retired,https://www.transfermarkt.us/frank-de-boer/profil/spieler/3518,https://img.a.transfermarkt.technology/portrait/small/3518-1496934011.jpg?lm=1,de Boer,4,Netherlands,nl,Ajax Amsterdam,Hoorn,Franciscus de Boer,Defender - Centre-Back,"1,80 m",15.05.1970,434,44,20,0,21,0,0,5,34,37.952
Bennie Muller,---,https://www.transfermarkt.us/bennie-muller/profil/spieler/153053,https://img.a.transfermarkt.technology/portrait/small/153053-1694425238.jpg?lm=1,Muller,-,Netherlands,nl,Ajax Amsterdam,Amsterdam,Bernardus Muller,Midfield - Defensive Midfield,"1,68 m",14.08.1938,395,35,19,0,0,0,0,18,13,33.969
Barry Hulshoff,---,https://www.transfermarkt.us/barry-hulshoff/profil/spieler/145555,https://img.a.transfermarkt.technology/portrait/small/s_145555_123_2012_1.jpg?lm=1,Hulshoff,-,Netherlands,nl,Ajax Amsterdam,Deventer,Bernardus Adriaan Hulshoff,Defender - Centre-Back,Unknown,30.09.1946,382,24,26,0,0,0,0,13,23,32.996
Piet Schrijvers,---,https://www.transfermarkt.us/piet-schrijvers/profil/spieler/135627,https://img.a.transfermarkt.technology/portrait/small/s_135627_123_2012_1.jpg?lm=1,Schrijvers,-,Netherlands,nl,Ajax Amsterdam,Jutphaas,Pieter Schrijvers,Goalkeeper,N/A,15.12.1946,356,0,0,0,2,0,0,0,5,31.925
Johan Cruyff,---,https://www.transfermarkt.us/johan-cruyff/profil/spieler/8021,https://img.a.transfermarkt.technology/portrait/small/8021-1458823519.jpg?lm=1,Cruyff,14,Netherlands,nl,Ajax Amsterdam,Amsterdam,Hendrik Johannes Cruyff,Midfield - Attacking Midfield,N/A,25.04.1947,351,254,202,1,7,0,1,4,35,30.514
Dick Schoenaker,Retired,https://www.transfermarkt.us/dick-schoenaker/profil/spieler/135626,https://img.a.transfermarkt.technology/portrait/small/s_135626_123_2012_1.jpg?lm=1,Schoenaker,-,Netherlands,nl,Ajax Amsterdam,Ede,Dirk Hendrikus Schoenaker,Midfield - Right Midfield,"1,80 m",30.11.1952,348,104,45,0,18,0,2,9,19,30.435
John van 't Schip,Retired,https://www.transfermarkt.us/john-van-t-schip/profil/spieler/101043,https://img.a.transfermarkt.technology/portrait/small/s_101043_123_2012_1.jpg?lm=1,van 't Schip,-,Netherlands,nl,Ajax Amsterdam,"Fort St. John, British Columbia",Johannes Nicolaas van 't Schip,Attack - Right Winger,"1,82 m",30.12.1963,348,33,40,0,19,0,1,47,40,27.331
Davy Klaassen,Ajax Amsterdam,https://www.transfermarkt.us/davy-klaassen/profil/spieler/182932,https://img.a.transfermarkt.technology/portrait/small/182932-1726562366.jpg?lm=1,Klaassen,14,Netherlands,nl,Ajax Amsterdam,Hilversum,Unknown,Midfield - Central Midfield,"1,79 m",21.02.1993,348,100,52,0,39,0,1,65,81,25.534
