name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Leo van Veen,Retired,https://www.transfermarkt.us/leo-van-veen/profil/spieler/149036,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,van Veen,Unknown,Netherlands,nl,FC Utrecht,Utrecht,Unknown,Attack - Centre-Forward,Unknown,06.06.1946,427,169,62,1,3,0,1,9,10,37.739
Jean-Paul de Jong,Retired,https://www.transfermarkt.us/jean-paul-de-jong/profil/spieler/4475,https://img.a.transfermarkt.technology/portrait/small/4475-1483966433.jpg?lm=1,de Jong,-,Netherlands,nl,FC Utrecht,Utrecht,Unknown,Midfield - Central Midfield,"1,75 m",17.10.1970,403,12,9,0,73,5,1,36,113,31.730
Mark van der Maarel,Retired,https://www.transfermarkt.us/mark-van-der-maarel/profil/spieler/128042,https://img.a.transfermarkt.technology/portrait/small/128042-1629451322.jpg?lm=1,van der Maarel,-,Netherlands,nl,FC Utrecht,Arnhem,Unknown,Defender - Right-Back,"1,77 m",12.08.1989,397,12,16,2,73,2,2,63,52,30.443
Jan Willem van Ede,Retired,https://www.transfermarkt.us/jan-willem-van-ede/profil/spieler/150189,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,van Ede,-,Netherlands,nl,FC Utrecht,Utrecht,Unknown,Goalkeeper,Unknown,13.04.1963,357,0,0,0,8,0,0,1,2,32.007
Marco Cabo,Retired,https://www.transfermarkt.us/marco-cabo/profil/spieler/243434,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Cabo,Unknown,Netherlands,nl,FC Utrecht,Unknown,Unknown,Midfield,Unknown,27.03.1948,271,28,19,0,2,0,0,16,33,22.491
Wim Flight,Retired,https://www.transfermarkt.us/wim-flight/profil/spieler/243449,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Flight,-,Netherlands,nl,FC Utrecht,De Bilt,Willem Francis Flight,Defender - Left-Back,Unknown,19.12.1955,261,6,12,2,4,0,0,24,33,21.250
Willem Janssen,Retired,https://www.transfermarkt.us/willem-janssen/profil/spieler/19409,https://img.a.transfermarkt.technology/portrait/small/19409-1629451080.jpg?lm=1,Janssen,15,Netherlands,nl,FC Utrecht,Nijmegen,Willem Marco Janssen,Defender - Centre-Back,"1,86 m",04.07.1986,258,27,7,1,58,2,0,14,30,21.645
Ton de Kruijk,Retired,https://www.transfermarkt.us/ton-de-kruijk/profil/spieler/243441,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,de Kruijk,Unknown,Netherlands,nl,FC Utrecht,Utrecht,Antoon de Kruijk,Midfield,"1,82 m",27.11.1955,255,47,15,0,8,0,0,51,37,18.786
Alje Schut,Retired,https://www.transfermarkt.us/alje-schut/profil/spieler/4468,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Schut,-,Netherlands,nl,FC Utrecht,Utrecht,Unknown,Defender - Centre-Back,"1,92 m",18.02.1981,234,11,5,4,24,2,0,36,29,17.573
Herman Verrips,Retired,https://www.transfermarkt.us/herman-verrips/profil/spieler/242967,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Verrips,Unknown,Netherlands,nl,FC Utrecht,Utrecht,Unknown,Defender,Unknown,18.08.1962,226,2,0,1,21,0,0,12,22,18.766
