name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Sije Visser,Retired,https://www.transfermarkt.us/sije-visser/profil/spieler/241004,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Visser,-,Netherlands,nl,NEC Nijmegen,Menaldum,Unknown,Defender - Left-Back,Unknown,27.08.1950,407,14,15,3,25,0,0,8,10,35.727
Cees Kornelis,---,https://www.transfermarkt.us/cees-kornelis/profil/spieler/361759,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Kornelis,Unknown,Netherlands,nl,NEC Nijmegen,Nijmegen,Cornelis Jan Kornelis,Defender - Centre-Back,Unknown,04.09.1946,366,8,2,1,0,0,0,1,11,32.484
Harry Schellekens,Retired,https://www.transfermarkt.us/harry-schellekens/profil/spieler/240998,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Schellekens,-,Netherlands,nl,NEC Nijmegen,Boxtel,Hendrik Johannes Schellekens,Goalkeeper,Unknown,05.11.1952,319,0,1,0,4,0,0,4,3,28.534
Patrick Pothuizen,Retired,https://www.transfermarkt.us/patrick-pothuizen/profil/spieler/4589,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Pothuizen,Unknown,Netherlands,nl,NEC Nijmegen,Culemborg,Unknown,Defender - Centre-Back,"1,86 m",15.05.1972,319,25,14,0,56,1,2,38,75,24.112
Peter Wisgerhof,Retired,https://www.transfermarkt.us/peter-wisgerhof/profil/spieler/4520,https://img.a.transfermarkt.technology/portrait/small/s_4520_317_2012_2.jpg?lm=1,Wisgerhof,-,Netherlands,nl,NEC Nijmegen,Wageningen,Unknown,Defender - Centre-Back,"1,81 m",19.11.1979,294,15,6,2,41,1,1,7,26,25.488
Frans Janssen,Retired,https://www.transfermarkt.us/frans-janssen/profil/spieler/240991,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Janssen,Unknown,Netherlands,nl,NEC Nijmegen,Groesbeek,Unknown,Attack - Centre-Forward,Unknown,03.01.1955,288,64,16,0,12,1,1,28,34,23.290
Rens van Eijden,Retired,https://www.transfermarkt.us/rens-van-eijden/profil/spieler/61846,https://img.a.transfermarkt.technology/portrait/small/61846-1582718841.jpg?lm=1,van Eijden,-,Netherlands,nl,NEC Nijmegen,Den Bosch,Unknown,Defender - Centre-Back,"1,88 m",03.03.1988,283,15,7,4,35,3,1,14,26,24.189
Ad Mellaard,Retired,https://www.transfermarkt.us/ad-mellaard/profil/spieler/242698,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Mellaard,Unknown,Netherlands,nl,NEC Nijmegen,Stad aan 't Haringvliet,Adri Mellaard,Defender - Left-Back,Unknown,19.11.1942,278,11,11,1,2,0,0,7,8,24.161
Gábor Babos,Retired,https://www.transfermarkt.us/gabor-babos/profil/spieler/3395,https://img.a.transfermarkt.technology/portrait/small/3395-1418935118.jpg?lm=1,Babos,1,Hungary,hu,NEC Nijmegen,Sopron,Unknown,Goalkeeper,"1,96 m",24.10.1974,262,0,1,0,11,0,0,0,3,23.664
Lasse Schöne,NEC Nijmegen,https://www.transfermarkt.us/lasse-schone/profil/spieler/34784,https://img.a.transfermarkt.technology/portrait/small/34784-1704798405.jpg?lm=1,Schöne,19,Denmark,dk,NEC Nijmegen,Taastrup,Lasse Schøne,Midfield - Defensive Midfield,"1,78 m",27.05.1986,238,37,31,0,23,0,1,32,51,18.382
