name,club,periods
Tomas Berger,FK Dukla Prague,"2005-2005, 2006-2007, 2007-2012, 2012-2016"
Petr Maly,FK Dukla Prague,"2005-2005, 2005-2014"
Marek Hanousek,FK Dukla Prague,"2009-2012, 2012-2012, 2013-2014, 2014-2019"
Lukas Buchvaldek,FK Dukla Prague,2020-2024
David Kozel,FK Dukla Prague,2019-2024
Néstor Albiach,FK Dukla Prague,"2013-2017, 2018-2018"
Jan Pazler,FK Dukla Prague,"2011-2013, 2013-2013, 2013-2013, 2014-2022"
Dominik Preisler,FK Dukla Prague,"2014-2018, 2019-2021, 2021-2021"
Jan Svatonsky,FK Dukla Prague,2007-2013
Daniel Tetour,FK Dukla Prague,2013-2020
Stepan Sebrle,FK Dukla Prague,2020-2025
Jakub Mares,FK Dukla Prague,"2013-2014, 2014-2016"
Daniel Soucek,FK Dukla Prague,"2018-2022, 2023-2023"
Daniel Kozma,FK Dukla Prague,2019-2025
Branislav Milosevic,FK Dukla Prague,2015-2019
Jan Peterka,FK Dukla Prague,2021-2025
Lukas Stetina,FK Dukla Prague,"2012-2013, 2013-2017"
Pavel Hasek,FK Dukla Prague,"2009-2013, 2014-2015"
Ondrej Vrzal,FK Dukla Prague,"2010-2014, 2014-2017, 2017-2017"
Jan Vorel,FK Dukla Prague,2008-2015
Jiri Piroch,FK Dukla Prague,2019-2023
Patrik Gedeon,FK Dukla Prague,2008-2015
Jakub Barac,FK Dukla Prague,2021-2024
Filip Rada,FK Dukla Prague,2007-2025
