name,club,periods
Jan Nezmar,FC Slovan Liberec,"2000-2003, 2007-2013"
Michael Rabusic,FC Slovan Liberec,"2011-2014, 2015-2016, 2020-2025"
Josef Sural,FC Slovan Liberec,2011-2016
Petr Papousek,FC Slovan Liberec,2002-2011
Ivan Hodur,FC Slovan Liberec,2001-2008
Libor Janacek,FC Slovan Liberec,1990-2000
Theodor Gebre Selassie,FC Slovan Liberec,"2008-2012, 2021-2023"
Radim Breite,FC Slovan Liberec,"2016-2016, 2016-2020"
Jan Mikula,FC Slovan Liberec,"2017-2017, 2017-2025"
Jiri Fleisman,FC Slovan Liberec,2010-2015
Petr Lukas,FC Slovan Liberec,2001-2005
Vladimír Coufal,FC Slovan Liberec,2012-2018
Josef Lexa,FC Slovan Liberec,1990-2005
Pavel Kostal,FC Slovan Liberec,2004-2009
Ondrej Karafiat,FC Slovan Liberec,"2016-2020, 2021-2021"
Bohuslav Pilny,FC Slovan Liberec,"1999-2003, 2003-2005"
Pavel Capek,FC Slovan Liberec,1996-2003
Miroslav Holenak,FC Slovan Liberec,"2000-2004, 2007-2011"
Peter Singlar,FC Slovan Liberec,2004-2008
Tomas Janu,FC Slovan Liberec,"1998-2010, 2010-2013"
Michal Fukala,FC Slovan Liberec,2018-2024
Zbynek Hauzr,FC Slovan Liberec,"1998-2000, 2000-2001, 2002-2013"
Ladislav Maier,FC Slovan Liberec,1992-1998
Antonín Kinský,FC Slovan Liberec,1998-2004
