name,club,periods
Milan Baros,FC Banik Ostrava,"1998-2002, 2013-2013, 2014-2015, 2017-2020"
Martin Lukes,FC Banik Ostrava,"1997-2003, 2004-2014"
Vaclav Sverkos,FC Banik Ostrava,"2001-2003, 2007-2009, 2011-2014"
Dyjan Azevedo,FC Banik Ostrava,"2014-2018, 2019-2022"
David Buchta,FC Banik Ostrava,2018-2025
Ewerton,FC Banik Ostrava,"2023-2024, 2024-2025"
Tomas Micola,FC Banik Ostrava,"2006-2010, 2015-2018"
Petr Samec,FC Banik Ostrava,1996-2001
Martin Cizek,FC Banik Ostrava,"1991-1997, 2002-2007"
Mario Lička,FC Banik Ostrava,"2001-2005, 2005-2005, 2008-2010"
Ladislav Almasi,FC Banik Ostrava,"2021-2024, 2024-2024, 2025-2025, 2025-2025"
Nemanja Kuzmanovic,FC Banik Ostrava,2019-2023
Lukas Magera,FC Banik Ostrava,"2002-2004, 2004-2008, 2012-2012"
Rene Bolf,FC Banik Ostrava,"1994-1999, 2000-2004, 2004-2004, 2006-2011"
Libor Zurek,FC Banik Ostrava,1998-2007
Adam Varadi,FC Banik Ostrava,"2003-2005, 2005-2005, 2005-2008, 2009-2011"
David Strihavka,FC Banik Ostrava,"2006-2007, 2007-2008, 2008-2009"
Davor Kukec,FC Banik Ostrava,2012-2016
Robert Zeher,FC Banik Ostrava,"2005-2006, 2006-2006, 2006-2007, 2007-2011, 2012-2013, 2013-2013"
Zdenek Pospech,FC Banik Ostrava,2001-2005
Miroslav Matusovic,FC Banik Ostrava,1996-2005
Verner Licka,FC Banik Ostrava,1976-1986
Jiri Klima,FC Banik Ostrava,"2021-2025, 2025-2025"
Radek Sloncik,FC Banik Ostrava,"1991-2000, 2003-2007"
Milan Duhan,FC Banik Ostrava,"1991-1992, 1993-1997"
Dame Diop,FC Banik Ostrava,2018-2020
Marek Jankulovski,FC Banik Ostrava,"1994-2000, 2011-2012"
Marek Postulka,FC Banik Ostrava,"1992-1998, 1999-2000"
Antonin Fantis,FC Banik Ostrava,2010-2014
Daniel Tetour,FC Banik Ostrava,2020-2024
Petr Ruman,FC Banik Ostrava,"1993-1997, 1997-1999"
Jiri Fleisman,FC Banik Ostrava,"2018-2023, 2024-2024"
Lubos Knoflicek,FC Banik Ostrava,1994-1997
Marcel Licka,FC Banik Ostrava,1997-2001
Muhamed Tijani,FC Banik Ostrava,"2019-2019, 2019-2020, 2020-2021, 2021-2021, 2022-2023"
Michal Frydrych,FC Banik Ostrava,"2009-2015, 2022-2025"
Frantisek Rajtoral,FC Banik Ostrava,2005-2009
Filip Kubala,FC Banik Ostrava,2023-2025
Martin Prohaszka,FC Banik Ostrava,2000-2004
Michal Papadopulos,FC Banik Ostrava,"2002-2003, 2004-2006"
Viliam Hyravy,FC Banik Ostrava,"1988-1991, 1992-1995"
Ondrej Sasinka,FC Banik Ostrava,"2016-2017, 2017-2018, 2018-2019, 2019-2021, 2023-2023"
Libor Sionko,FC Banik Ostrava,"1994-1994, 1995-1996, 1996-1999"
Michal Pancik,FC Banik Ostrava,1996-1999
Abdullahi Tanko,FC Banik Ostrava,2023-2025
Daniel Holzer,FC Banik Ostrava,"2012-2016, 2018-2021, 2024-2025"
Fernando Neves,FC Banik Ostrava,2009-2011
Matej Sin,FC Banik Ostrava,"2022-2022, 2023-2025"
Tomas Galasek,FC Banik Ostrava,"1991-1996, 2008-2009"
David Bystron,FC Banik Ostrava,2001-2008
Jakub Pokorny,FC Banik Ostrava,"2016-2018, 2018-2018, 2019-2022"
Patrizio Stronati,FC Banik Ostrava,"2013-2015, 2018-2021"
Petr Vesely,FC Banik Ostrava,"1992-1996, 1999-2002"
Petr Drozd,FC Banik Ostrava,2001-2005
Marek Hlinka,FC Banik Ostrava,2016-2018
Frantisek Metelka,FC Banik Ostrava,"2005-2008, 2008-2010, 2012-2012, 2012-2012"
Dominik Kraut,FC Banik Ostrava,"2009-2010, 2010-2014"
Lubomir Knapp,FC Banik Ostrava,1973-1983
Francis Narh,FC Banik Ostrava,2014-2016
Martin Sus,FC Banik Ostrava,"2016-2018, 2018-2018"
Rudolf Otepka,FC Banik Ostrava,2007-2009
Rostislav Vojacek,FC Banik Ostrava,"1970-1984, 1984-1986"
Jakub Sasinka,FC Banik Ostrava,"2014-2017, 2017-2018, 2018-2019, 2019-2020, 2020-2020, 2020-2021"
Petr Maslej,FC Banik Ostrava,1994-1997
Petr Tomasak,FC Banik Ostrava,"2004-2008, 2008-2010"
Milan Postulka,FC Banik Ostrava,1997-2000
Milan Jirasek,FC Banik Ostrava,"2015-2015, 2018-2021"
Filip Kaloc,FC Banik Ostrava,"2018-2019, 2019-2024, 2024-2024"
Martin Fillo,FC Banik Ostrava,2018-2021
Radoslav Latal,FC Banik Ostrava,2002-2005
David Lischka,FC Banik Ostrava,"2016-2016, 2021-2021, 2022-2025"
Tomas Rigo,FC Banik Ostrava,2023-2025
Ales Neuwirth,FC Banik Ostrava,"2003-2004, 2005-2005, 2006-2011, 2014-2014"
Karol Mondek,FC Banik Ostrava,2015-2017
Roman Potocny,FC Banik Ostrava,"2020-2021, 2021-2022, 2022-2022"
Ján Greguš,FC Banik Ostrava,"2009-2013, 2013-2015"
Zdenek Senkerik,FC Banik Ostrava,2010-2012
Bronislav Stana,FC Banik Ostrava,2016-2019
Milan Timko,FC Banik Ostrava,1997-1998
Martin Sindelar,FC Banik Ostrava,"2017-2020, 2020-2020"
Jaroslav Svozil,FC Banik Ostrava,2020-2023
Roman Nohavica,FC Banik Ostrava,1994-1997
Karel Kula,FC Banik Ostrava,"1980-1982, 1982-1982, 1984-1991, 1997-1998"
Vaclav Prochazka,FC Banik Ostrava,2018-2020
Maros Klimpl,FC Banik Ostrava,2005-2007
Radim Reznik,FC Banik Ostrava,2007-2011
Pavel Kubanek,FC Banik Ostrava,1989-1996
Patrick Kpozo,FC Banik Ostrava,2023-2025
Benjamin Vomacka,FC Banik Ostrava,"2011-2011, 2012-2014, 2014-2014"
Lukas Pazdera,FC Banik Ostrava,2017-2020
Jan Baranek,FC Banik Ostrava,2012-2015
Artem Meshchaninov,FC Banik Ostrava,"2015-2017, 2017-2019, 2020-2020"
Adam Janos,FC Banik Ostrava,"2018-2022, 2022-2022"
Tomas Marek,FC Banik Ostrava,2006-2012
Filip Kasa,FC Banik Ostrava,2012-2016
Vojtech Stepan,FC Banik Ostrava,2014-2015
Tomas Repka,FC Banik Ostrava,1990-1995
