name,club,periods
Horst Siegl,AC Sparta Prague,1996-2001
David Lafata,AC Sparta Prague,2013-2018
Vratislav Lokvenc,AC Sparta Prague,1994-2000
Vaclav Kadlec,AC Sparta Prague,"2008-2013, 2015-2015, 2016-2020"
Ladislav Krejci,AC Sparta Prague,"2008-2016, 2020-2023"
Josef Husbauer,AC Sparta Prague,"2011-2015, 2015-2016"
Ladislav Krejci,AC Sparta Prague,2019-2024
Léonard Kweuke,AC Sparta Prague,"2010-2010, 2011-2013"
Lukas Haraslin,AC Sparta Prague,"2021-2022, 2022-2025"
Borek Dockal,AC Sparta Prague,"2013-2017, 2019-2022"
Tomas Jun,AC Sparta Prague,"1999-2002, 2002-2005, 2006-2007"
Adam Hlozek,AC Sparta Prague,2019-2022
Jan Kuchta,AC Sparta Prague,"2022-2023, 2023-2024, 2025-2025"
Josef Obajdin,AC Sparta Prague,"1996-2002, 2002-2003, 2003-2004"
Jiri Jarosik,AC Sparta Prague,"1996-1997, 1999-2003, 2011-2013"
Miroslav Baranek,AC Sparta Prague,"1997-2000, 2002-2005"
Wilfried Bony,AC Sparta Prague,"2007-2008, 2008-2011"
Karel Poborský,AC Sparta Prague,"2002-2006, 2006-2006"
Pavel Nedved,AC Sparta Prague,1992-1996
Lukas Julis,AC Sparta Prague,"2011-2018, 2019-2020, 2020-2023, 2023-2023"
Guélor Kanga,AC Sparta Prague,2018-2020
Libor Dosek,AC Sparta Prague,"2005-2009, 2009-2010"
Zdenek Svoboda,AC Sparta Prague,1993-2002
Veljko Birmancevic,AC Sparta Prague,"2023-2024, 2024-2025"
Jiri Novotny,AC Sparta Prague,1999-2003
David Moberg Karlsson,AC Sparta Prague,2019-2022
Marek Kincl,AC Sparta Prague,2000-2004
Josef Sural,AC Sparta Prague,2016-2019
Tomas Cvancara,AC Sparta Prague,2022-2023
Lumir Mistr,AC Sparta Prague,1991-1998
Lukas Zelenka,AC Sparta Prague,"1996-1998, 2001-2006"
Martin Frydek,AC Sparta Prague,
Libor Kozák,AC Sparta Prague,2019-2021
Miroslav Slepicka,AC Sparta Prague,"2005-2009, 2011-2014"
Vaclav Masek,AC Sparta Prague,
Victor Olatunji,AC Sparta Prague,2023-2025
Dávid Hancko,AC Sparta Prague,"2019-2021, 2021-2022"
Radim Holub,AC Sparta Prague,"2001-2003, 2003-2004"
Benjamin Tetteh,AC Sparta Prague,"2018-2020, 2021-2021"
Matej Pulkrab,AC Sparta Prague,"2016-2016, 2016-2017, 2018-2020, 2020-2020, 2021-2022"
Jozef Chovanec,AC Sparta Prague,"1991-1992, 1992-1995"
Oldrich Nejedly,AC Sparta Prague,
Roman Vonasek,AC Sparta Prague,1992-1996
Michal Bilek,AC Sparta Prague,"1992-1993, 1996-1997"
Petr Vrabec,AC Sparta Prague,
Kamil Vacek,AC Sparta Prague,"2007-2011, 2013-2014, 2014-2015, 2015-2015, 2016-2016"
Raymond Braine,AC Sparta Prague,
Ivan Mraz,AC Sparta Prague,
Karol Kisel,AC Sparta Prague,2005-2009
Tomas Prikryl,AC Sparta Prague,"2012-2015, 2015-2016"
Viktor Dvirnyk,AC Sparta Prague,1992-1994
Miroslav Matusovic,AC Sparta Prague,2005-2009
Costa Nhamoinesu,AC Sparta Prague,2013-2020
Juraj Kucka,AC Sparta Prague,2009-2011
Tomas Wiesner,AC Sparta Prague,"2015-2016, 2017-2018, 2018-2019, 2020-2025"
Vaclav Budka,AC Sparta Prague,1993-1996
Michal Hornak,AC Sparta Prague,
Kehinde Fatai,AC Sparta Prague,2015-2016
Martin Vitík,AC Sparta Prague,2021-2025
Martin Minchev,AC Sparta Prague,2020-2023
Oldrich Zajicek,AC Sparta Prague,
Adam Karabec,AC Sparta Prague,"2020-2024, 2025-2025"
Jozef Kozlej,AC Sparta Prague,1993-1994
Jiri Kladrubsky,AC Sparta Prague,2007-2011
Stanislav Griga,AC Sparta Prague,1993-1994
Tomas Rosicky,AC Sparta Prague,"1999-2001, 2016-2017"
Vladimír Labant,AC Sparta Prague,"1999-2002, 2003-2005"
Ivan Hasek,AC Sparta Prague,1997-1998
Jakub Brabec,AC Sparta Prague,"2011-2012, 2013-2016"
Pavel Kaderabek,AC Sparta Prague,"2010-2011, 2011-2015"
Jakub Pesek,AC Sparta Prague,"2012-2015, 2017-2017, 2021-2025"
Jan Holenda,AC Sparta Prague,"2002-2004, 2007-2007, 2007-2010"
Josef Silny,AC Sparta Prague,
Milan Fukal,AC Sparta Prague,1999-2000
Martin Frydek,AC Sparta Prague,"2011-2012, 2012-2013, 2015-2020"
Tomas Repka,AC Sparta Prague,"1995-1998, 2006-2012"
Nicolae Stanciu,AC Sparta Prague,2018-2019
Asger Sörensen,AC Sparta Prague,2022-2025
Tiemoko Konate,AC Sparta Prague,"2012-2013, 2013-2018"
Srdjan Plavsic,AC Sparta Prague,2017-2021
Michal Kadlec,AC Sparta Prague,"2005-2008, 2008-2009, 2016-2018"
Ferdinand Faczinek,AC Sparta Prague,
Jan Berger,AC Sparta Prague,
Martin Cizek,AC Sparta Prague,1997-1999
Daniel Kolar,AC Sparta Prague,"2003-2004, 2005-2005, 2005-2008"
Michal Pospisil,AC Sparta Prague,"1999-2000, 2002-2003"
Vaclav Drchal,AC Sparta Prague,"2018-2020, 2021-2022, 2022-2022, 2023-2023"
Roman Bednar,AC Sparta Prague,"2013-2015, 2015-2015"
David Pavelka,AC Sparta Prague,"2009-2011, 2012-2013, 2020-2025"
Jiri Homola,AC Sparta Prague,"2003-2005, 2006-2007"
Tomas Sivok,AC Sparta Prague,"2002-2002, 2002-2003, 2003-2007, 2008-2008"
Albion Rrahmani,AC Sparta Prague,2024-2025
Milan Pacanda,AC Sparta Prague,"2004-2005, 2006-2006, 2007-2007"
Petar Novak,AC Sparta Prague,
Petr Gabriel,AC Sparta Prague,1996-2000
Josef Kostalek,AC Sparta Prague,
Lukas Vacha,AC Sparta Prague,"2013-2017, 2017-2023"
Roman Hubnik,AC Sparta Prague,2009-2009
