name,club,periods
Milan Skoda,SK Slavia Prague,"2012-2020, 2023-2025"
Pavel Kuka,SK Slavia Prague,"1989-1994, 2000-2005"
Stanislav Vlcek,SK Slavia Prague,"2004-2008, 2009-2012"
Peter Olayinka,SK Slavia Prague,2018-2023
Vaclav Jurecka,SK Slavia Prague,2022-2024
Tomas Dosek,SK Slavia Prague,1999-2004
Robert Vagner,SK Slavia Prague,1995-2000
Karel Piták,SK Slavia Prague,"2001-2006, 2014-2016"
Ondrej Lingr,SK Slavia Prague,"2020-2023, 2024-2024, 2024-2025"
Stanislav Tecl,SK Slavia Prague,"2010-2010, 2017-2017, 2018-2024"
Tomas Soucek,SK Slavia Prague,"2014-2015, 2015-2017, 2017-2020, 2020-2020"
Richard Dostalek,SK Slavia Prague,1998-2004
Mojmír Chytil,SK Slavia Prague,2023-2025
Pavel Horvath,SK Slavia Prague,1996-2000
Jan Kuchta,SK Slavia Prague,"2015-2016, 2017-2018, 2018-2018, 2018-2019, 2019-2019, 2020-2020, 2020-2022"
Ivan Schranz,SK Slavia Prague,2021-2025
Josef Husbauer,SK Slavia Prague,"2016-2020, 2020-2020"
Jaromir Zmrhal,SK Slavia Prague,2012-2019
Pavel Fort,SK Slavia Prague,"2003-2007, 2009-2009"
Ivo Ulich,SK Slavia Prague,1996-2001
Vladimir Smicer,SK Slavia Prague,"1992-1996, 2007-2009"
Mick van Buren,SK Slavia Prague,"2016-2020, 2020-2020, 2020-2021, 2022-2022, 2022-2024"
Ludek Zelenka,SK Slavia Prague,1999-2002
Nicolae Stanciu,SK Slavia Prague,2019-2022
Karel Vacha,SK Slavia Prague,1996-1998
Lukas Masopust,SK Slavia Prague,"2019-2025, 2025-2025"
Tomas Necid,SK Slavia Prague,"2006-2008, 2008-2009, 2014-2014, 2017-2018"
Patrik Berger,SK Slavia Prague,1991-1995
Miroslav Stoch,SK Slavia Prague,2017-2019
Karol Kisel,SK Slavia Prague,"2010-2011, 2012-2013"
Rudi Skacel,SK Slavia Prague,"2002-2003, 2009-2010, 2013-2013"
Ádauto,SK Slavia Prague,2002-2006
Jan Suchoparek,SK Slavia Prague,"1991-1996, 2000-2003"
Lukas Jarolim,SK Slavia Prague,"1994-1996, 1996-1997, 1997-1997, 2005-2007, 2010-2013"
Pavel Novotny,SK Slavia Prague,"1991-1992, 1992-1997, 2001-2003"
Ibrahim Traoré,SK Slavia Prague,"2018-2018, 2019-2023"
Lukas Provod,SK Slavia Prague,"2019-2019, 2020-2025"
Martin Penicka,SK Slavia Prague,1990-1997
Matej Jurasek,SK Slavia Prague,"2021-2021, 2021-2021, 2021-2022, 2022-2025"
Tomas Kuchar,SK Slavia Prague,1997-2003
Michal Frydrych,SK Slavia Prague,2015-2020
Tomas Holes,SK Slavia Prague,2019-2025
