name,club,periods
Lamine Diarra,Antalyaspor,"2012-2016, 2016-2017"
Samuel Eto'o,Antalyaspor,2015-2018
Tita,Antalyaspor,"2009-2009, 2009-2010, 2010-2011, 2011-2014"
Fazlı Ulusal,Antalyaspor,"1997-1997, 1998-2000, 2003-2004"
Necati Ateş,Antalyaspor,2009-2012
Haji Wright,Antalyaspor,"2021-2022, 2022-2023"
Emrah Başsan,Antalyaspor,2011-2016
Atilla Birlik,Antalyaspor,2000-2002
Mustafa Gürsel,Antalyaspor,"1996-2002, 2005-2007"
Andre Kona,Antalyaspor,1996-1999
Coşkun Birdal,Antalyaspor,2005-2007
Ali Zitouni,Antalyaspor,2007-2012
Fredy,Antalyaspor,2019-2023
Nuri Kamburoğlu,Antalyaspor,1995-2002
Taner Gülleri,Antalyaspor,2004-2007
Cafer Aydın,Antalyaspor,"1994-1995, 1996-1998, 1998-1998"
Deniz Kadah,Antalyaspor,2016-2018
Ömer Şişmanoğlu,Antalyaspor,"2012-2013, 2013-2013, 2016-2016"
Cenk İşler,Antalyaspor,2007-2008
Serge Djiehoua,Antalyaspor,2008-2011
Hakan Özmert,Antalyaspor,"2007-2010, 2018-2023"
Souleymane Doukara,Antalyaspor,2018-2019
Adam Buksa,Antalyaspor,2023-2024
Gökdeniz Bayrakdar,Antalyaspor,"2020-2023, 2023-2023"
Selahattin Kınalı,Antalyaspor,2000-2002
Ali Rıza Yılmaz,Antalyaspor,"1993-1994, 1994-1998"
Sam Larsson,Antalyaspor,2022-2025
Mevlüt Erdinç,Antalyaspor,2018-2019
Mbilla Etame,Antalyaspor,2015-2017
Uğur İnceman,Antalyaspor,2010-2014
Murat Özduran,Antalyaspor,1992-1997
Isaac Promise,Antalyaspor,2012-2014
Fani Madida,Antalyaspor,"1995-1996, 1997-1998"
Kamil Çakır,Antalyaspor,1997-2002
Bülent Sevlü,Antalyaspor,"1991-1997, 1998-1998, 2001-2001"
Bekir Kahraman,Antalyaspor,1985-1987
Murat Şimşek,Antalyaspor,1986-1987
Veysel Sarı,Antalyaspor,2020-2025
Olgun Karamanoğlu,Antalyaspor,1997-2000
Gosho Ginchev,Antalyaspor,1996-2002
Hakan Keleş,Antalyaspor,2005-2006
Ahmet Sönmez,Antalyaspor,1991-2004
Veysel Cihan,Antalyaspor,2009-2011
Adis Jahovic,Antalyaspor,2020-2021
Kadir Durum,Antalyaspor,1991-1997
Fernando,Antalyaspor,2022-2023
Saffet Akyüz,Antalyaspor,2001-2002
Maurizio Gaudino,Antalyaspor,1999-2001
Murat Duruer,Antalyaspor,2012-2014
Luiz Adriano,Antalyaspor,2022-2023
Uğur Yasan,Antalyaspor,1997-2002
Paul Mukairu,Antalyaspor,"2019-2020, 2021-2022"
Diego Ângelo,Antalyaspor,"2015-2020, 2020-2020"
Doğukan Sinik,Antalyaspor,"2015-2017, 2018-2022, 2023-2023, 2024-2024"
Feyyaz Uçar,Antalyaspor,1995-1996
Emre Güral,Antalyaspor,2016-2018
Amilton,Antalyaspor,"2019-2019, 2019-2022"
Gökhan Karadeniz,Antalyaspor,"2010-2011, 2014-2015, 2018-2021"
Sezer Badur,Antalyaspor,2014-2016
Lukas Podolski,Antalyaspor,2020-2021
Sander van de Streek,Antalyaspor,2023-2025
Braian Samudio,Antalyaspor,2024-2025
Naldo,Antalyaspor,"2020-2022, 2023-2024"
Burak Yılmaz,Antalyaspor,2001-2006
Osman Akyol,Antalyaspor,"1995-1996, 1996-1998"
Mile Jedinak,Antalyaspor,2009-2010
İhsan Okay,Antalyaspor,1995-1998
Şenol Yavaş,Antalyaspor,2000-2002
Sagiv Jehezkel,Antalyaspor,2023-2024
Harun Alpsoy,Antalyaspor,"2017-2020, 2021-2022"
Bünyamin Balcı,Antalyaspor,2016-2025
Mehmet Eren Boyraz,Antalyaspor,"2000-2001, 2011-2013"
Zeki Yıldırım,Antalyaspor,"2010-2010, 2011-2011, 2012-2019"
Adolfo Gaich,Antalyaspor,2024-2025
Ali Bilgin,Antalyaspor,2006-2007
Güray Vural,Antalyaspor,2021-2025
Serdar Özkan,Antalyaspor,"2015-2017, 2018-2020"
Ahmet Aras,Antalyaspor,"2015-2016, 2016-2017"
Britt Assombalonga,Antalyaspor,2023-2024
Maicón,Antalyaspor,2017-2019
Miodrag Andjelkovic,Antalyaspor,2000-2001
Ufuk Ateş,Antalyaspor,2007-2008
Ismail Aissati,Antalyaspor,2012-2013
Adnan Gülek,Antalyaspor,"1984-1989, 1992-1995"
Ahmet Kuru,Antalyaspor,2008-2010
Alassane Ndao,Antalyaspor,2022-2023
Gustavo Blanco Leschuk,Antalyaspor,"2019-2020, 2021-2021, 2022-2022"
Sinan Gümüş,Antalyaspor,"2020-2020, 2022-2024"
Zafer Demiray,Antalyaspor,1999-2000
Mostapha El Kabir,Antalyaspor,"2017-2018, 2018-2018"
Vahap Işık,Antalyaspor,2006-2010
Sakıb Aytaç,Antalyaspor,2014-2018
Danilo,Antalyaspor,2016-2019
Chico,Antalyaspor,2015-2020
Semih Şentürk,Antalyaspor,2014-2014
Kerem Şeras,Antalyaspor,2010-2012
Erol Kapusuz,Antalyaspor,2002-2004
Gökhan Bozkaya,Antalyaspor,2003-2004
Wederson,Antalyaspor,2013-2014
Milan Baros,Antalyaspor,2013-2014
