name,club,periods
Gökhan Ünal,Kayserispor,2011-2012
Mehmet Topuz,Kayserispor,2000-2009
Bobô,Kayserispor,2012-2015
Mame Thiam,Kayserispor,2021-2024
Deniz Türüç,Kayserispor,2015-2019
Umut Bulut,Kayserispor,2016-2019
İlhan Parlak,Kayserispor,"2004-2007, 2020-2023"
Mert Nobre,Kayserispor,2013-2015
Franco Cángele,Kayserispor,2007-2013
Artem Kravets,Kayserispor,2018-2020
Miguel Cardoso,Kayserispor,2021-2025
Diego Biseswar,Kayserispor,2012-2016
Pedro Henrique,Kayserispor,2019-2021
Mehmet Eren Boyraz,Kayserispor,"2007-2011, 2014-2015"
Mario Gavranovic,Kayserispor,2021-2023
Bernard Mensah,Kayserispor,"2018-2019, 2019-2020, 2021-2023"
Leonardo Iglesias,Kayserispor,2006-2008
Carlos Mané,Kayserispor,2021-2025
Aylton Boa Morte,Kayserispor,2023-2025
Emir Kujovic,Kayserispor,2011-2013
Sefa Yılmaz,Kayserispor,2011-2014
Pablo Mouche,Kayserispor,2012-2014
Bülent Bölükbaşı,Kayserispor,2005-2007
James Troisi,Kayserispor,2009-2012
Sinan Bakış,Kayserispor,2013-2016
Delio Toledo,Kayserispor,2006-2011
Emrah Başsan,Kayserispor,2021-2023
Ömer Şişmanoğlu,Kayserispor,"2009-2012, 2013-2013"
Samuel Johnson,Kayserispor,2004-2007
Okay Yokuşlu,Kayserispor,2011-2015
Stéphane Bahoken,Kayserispor,2023-2025
Ryan Mendes,Kayserispor,2017-2018
Dimitar Ivankov,Kayserispor,2005-2008
Hasan Acar,Kayserispor,2018-2021
Cleyton,Kayserispor,2012-2014
Furkan Özçal,Kayserispor,"2008-2012, 2015-2016"
Nordin Amrabat,Kayserispor,2011-2012
Turgay Bahadır,Kayserispor,2007-2009
Olivier Kemen,Kayserispor,2021-2024
Majid Hosseini,Kayserispor,2021-2025
Kamber Arslan,Kayserispor,2009-2009
Abdullah Durak,Kayserispor,"2005-2008, 2008-2015"
Marko Simic,Kayserispor,2013-2016
Gökhan Sazdağı,Kayserispor,2021-2025
Ömer Bayram,Kayserispor,2012-2016
Ali Karimi,Kayserispor,2021-2025
Ragıp Başdağ,Kayserispor,2005-2009
Alioum Saidou,Kayserispor,2007-2010
Mustafa Pektemek,Kayserispor,2021-2023
Güray Vural,Kayserispor,2017-2018
Srdjan Mijailovic,Kayserispor,2013-2017
Kemal Okyay,Kayserispor,"2004-2008, 2009-2009"
Varela,Kayserispor,2017-2019
Onur Bulut,Kayserispor,2021-2023
Ramazan Civelek,Kayserispor,2021-2025
Cristian Săpunaru,Kayserispor,"2017-2019, 2020-2021"
Dimitrios Kolovetsios,Kayserispor,2020-2025
Salih Dursun,Kayserispor,2012-2014
Sereno,Kayserispor,2013-2015
Joseph Attamah,Kayserispor,2020-2025
Fatih Ceylan,Kayserispor,2005-2009
Larrys Mabiala,Kayserispor,2015-2017
Samba Sow,Kayserispor,2015-2017
Zoran Kvrzic,Kayserispor,2020-2021
Levent Gülen,Kayserispor,"2014-2014, 2016-2020"
Aydın Toscalı,Kayserispor,2005-2010
Cristian Riveros,Kayserispor,"2011-2012, 2012-2013"
Kartal Yılmaz,Kayserispor,2023-2025
İbrahim Akdağ,Kayserispor,2021-2022
Serdar Kesimal,Kayserispor,2009-2011
Hasan Ali Kaldırım,Kayserispor,"2010-2012, 2023-2025"
Anthony Uzodimma,Kayserispor,"2019-2020, 2021-2022, 2022-2025"
Arif Kocaman,Kayserispor,2022-2025
Eren Güngör,Kayserispor,2008-2013
Şamil Çinaz,Kayserispor,2017-2019
Jean-Armel Kana-Biyik,Kayserispor,2016-2019
Mehmet Ayaz,Kayserispor,
Yaw Ackah,Kayserispor,"2020-2021, 2021-2021, 2022-2025"
Campanharo,Kayserispor,2020-2023
Zurab Khizanishvili,Kayserispor,2011-2014
Ergün Teber,Kayserispor,"2001-2006, 2007-2007"
Atila Turan,Kayserispor,2017-2019
Oleksandr Kucher,Kayserispor,2017-2019
Tiago Lopes,Kayserispor,2017-2019
Alper Uludağ,Kayserispor,2013-2015
Tayfun Cora,Kayserispor,2006-2007
Mehmet Ali Tunç,Kayserispor,"1999-2001, 2006-2006"
Souleymanou Hamidou,Kayserispor,2008-2011
Durmuş Bayram,Kayserispor,2007-2010
Hakan Aslantas,Kayserispor,"2009-2010, 2017-2017"
Yasir Subaşı,Kayserispor,2019-2022
Silviu Lung Jr.,Kayserispor,2017-2022
Ertuğrul Taşkıran,Kayserispor,2012-2014
Lionel Carole,Kayserispor,2021-2025
Miguel Lopes,Kayserispor,2019-2021
Bilal Aziz Özer,Kayserispor,2008-2010
Muammer Yıldırım,Kayserispor,2016-2019
Bilal Bayazıt,Kayserispor,2021-2025
Levent Kayatekin,Kayserispor,
Ali Turan,Kayserispor,2007-2010
