name,club,periods
Halil Akbunar,Göztepe,"2012-2015, 2016-2022"
Adis Jahovic,Göztepe,"2016-2018, 2021-2022"
Gürsel Aksel,Göztepe,1955-1972
İlhan Şahin,Göztepe,"2002-2003, 2010-2013"
Cherif Ndiaye,Göztepe,"2020-2021, 2021-2022"
Hakkı İyibilir,Göztepe,1958-1962
Saban Genisyürek,Göztepe,2012-2014
Yasin Öztekin,Göztepe,"2018-2020, 2022-2023"
Türker Demirhan,Göztepe,2010-2012
David Tijanic,Göztepe,"2021-2023, 2023-2024, 2024-2025"
Yalçın Kayan,Göztepe,2018-2025
Alpaslan Öztürk,Göztepe,2018-2021
Zafer Biryol,Göztepe,2001-2003
Cihan Yilmaz,Göztepe,2013-2015
Tayfur Bingöl,Göztepe,2016-2019
Soner Aydoğdu,Göztepe,2019-2022
Mustafa Özkan,Göztepe,2001-2002
Tuncer Çeliktaş,Göztepe,1957-1964
Enes Kubat,Göztepe,"2013-2015, 2015-2015"
Gökhan Karadeniz,Göztepe,"2015-2017, 2017-2017"
Serdar Gürler,Göztepe,2019-2020
Kenneth Mamah,Göztepe,2022-2024
Atınç Nukan,Göztepe,2019-2024
Rahmi Kaleci,Göztepe,1957-1960
Castro,Göztepe,2017-2020
Deniz Kadah,Göztepe,2018-2020
Cameron Jerome,Göztepe,2018-2020
Ali Kucık,Göztepe,2012-2014
Tolga Çavdar,Göztepe,2013-2015
Leroy George,Göztepe,2015-2017
Stefano Napoleoni,Göztepe,2019-2021
Berkan Emir,Göztepe,2018-2022
Remzi Acet,Göztepe,1998-2000
İsmail Köybaşı,Göztepe,2022-2025
Güler Aksel,Göztepe,1955-1961
Nevzat Güzelırmak,Göztepe,1959-1976
Sabutay Bayülken,Göztepe,2013-2015
Kubilay Kanatsızkuş,Göztepe,2023-2025
Taha Altıkardeş,Göztepe,2023-2025
Erdem Uğurlu,Göztepe,"2015-2017, 2017-2017"
Emre Aygün,Göztepe,2015-2017
Hakan Hacıbektaşoğlu,Göztepe,2011-2012
Çağlayan Derebaşı,Göztepe,1958-1973
Zlatko Tripic,Göztepe,2020-2021
Can Cumhur Bozacı,Göztepe,2001-2003
Dino Arslanagic,Göztepe,2021-2023
Ayhan Türközü,Göztepe,1959-1961
Ahmed Ildız,Göztepe,2023-2025
Cem Baki,Göztepe,2001-2003
Mehmet Önür,Göztepe,"1999-2002, 2003-2003"
Sedat Çağlayan,Göztepe,1952-1968
Brown Ideye,Göztepe,2020-2021
Celso Borges,Göztepe,2018-2020
Héliton,Göztepe,2024-2025
Tayfun Yungul,Göztepe,2000-2003
Marko Mihojevic,Göztepe,2020-2023
Helman Mkhalele,Göztepe,2001-2003
Márcio Mossoró,Göztepe,2019-2021
Göksel Akıncı,Göztepe,2001-2003
André Poko,Göztepe,2018-2020
Gençer Cansev,Göztepe,"2016-2016, 2016-2017"
Önder Sapanlı,Göztepe,1959-1961
Yoan Gouffran,Göztepe,2017-2019
Wallace,Göztepe,2018-2020
Şamil Ünal,Göztepe,2011-2013
Hakan Barış,Göztepe,2015-2017
Lasse Nielsen,Göztepe,2023-2025
Anthony Dennis,Göztepe,2023-2025
Léo Schwechlen,Göztepe,"2016-2018, 2019-2020"
Bahri Altıntabak,Göztepe,1956-1960
Korhan Öztürk,Göztepe,"2001-2001, 2001-2002, 2011-2012"
Mustafa Orçinos,Göztepe,"1945-1953, 1958-1961"
Ogün Bayrak,Göztepe,2023-2025
Aytek Aşıkoğlu,Göztepe,2012-2014
Titi,Göztepe,2018-2021
Murat Paluli,Göztepe,2019-2022
Jean-Jacques Gosso,Göztepe,2015-2017
Ramazan Kahya,Göztepe,2011-2012
Arda Özçimen,Göztepe,2018-2025
Gökhan Kök,Göztepe,2001-2003
Bülent Ataman,Göztepe,"1998-2001, 2002-2003"
Emre Gedik,Göztepe,"2022-2024, 2024-2024"
Burhan Şeflek,Göztepe,1960-1962
Tanju Kayhan,Göztepe,2016-2018
Sümer Çulha,Göztepe,1960-1965
Theo Weeks,Göztepe,2012-2013
Günay Güvenç,Göztepe,2016-2018
Akın Dağdelen,Göztepe,"1997-1999, 1999-2000, 2010-2012"
Yılmaz Akgün,Göztepe,"1956-1960, 1962-1963"
Oğuzhan Bahadır,Göztepe,2014-2016
Onur Bektaş,Göztepe,2012-2014
Fatih Yiğen,Göztepe,2012-2014
Burak Keskin,Göztepe,"2009-2011, 2014-2015"
Mateusz Lis,Göztepe,"2023-2024, 2024-2025"
Erdoğan Şentürk,Göztepe,1958-1961
Obinna Nwobodo,Göztepe,2020-2022
İrfan Can Eğribayat,Göztepe,"2020-2022, 2023-2023"
Lamine Gassama,Göztepe,2018-2021
Beto,Göztepe,2017-2020
Bora Körk,Göztepe,2000-2004
