name,club,periods
Emre Akbaba,Alanyaspor,"2013-2015, 2016-2016, 2016-2018, 2021-2022"
Papiss Demba Cissé,Alanyaspor,2018-2020
Efecan Karaca,Alanyaspor,"2010-2011, 2013-2025"
Junior Fernandes,Alanyaspor,"2017-2017, 2017-2020, 2023-2024"
Vágner Love,Alanyaspor,2016-2018
Jonathan Ayité,Alanyaspor,2014-2017
Oğuz Aydın,Alanyaspor,2021-2024
Anastasios Bakasetas,Alanyaspor,2019-2021
Khouma Babacar,Alanyaspor,2020-2022
Ahmed Hassan,Alanyaspor,"2022-2023, 2024-2024"
Tayfur Bingöl,Alanyaspor,"2015-2016, 2019-2020, 2020-2022, 2023-2023"
Davidson,Alanyaspor,2020-2022
Fatih Arat,Alanyaspor,"2010-2011, 2012-2012"
Aydın Çetin,Alanyaspor,2013-2014
Gökhan Kaba,Alanyaspor,2013-2014
Famara Diédhiou,Alanyaspor,"2021-2023, 2023-2023"
Sergio Córdova,Alanyaspor,"2023-2024, 2024-2025"
Djalma,Alanyaspor,2018-2020
Burak Uca,Alanyaspor,2013-2015
Wilson Eduardo,Alanyaspor,2021-2023
Timuçin Aşçıgil,Alanyaspor,2013-2016
Sinan Özkan,Alanyaspor,2014-2016
Mustafa Pektemek,Alanyaspor,2020-2021
Jure Balkovec,Alanyaspor,2022-2025
Cihan Özkaymak,Alanyaspor,2012-2013
Efkan Bekiroğlu,Alanyaspor,2020-2023
Daniel Candeias,Alanyaspor,"2016-2017, 2021-2023, 2025-2025"
Adem Gökçe,Alanyaspor,2011-2015
Slavko Perovic,Alanyaspor,2015-2016
Welinton,Alanyaspor,2017-2020
João Novais,Alanyaspor,"2021-2022, 2023-2024"
Yusuf Özdemir,Alanyaspor,"2017-2022, 2022-2025"
Can Parlayan,Alanyaspor,2012-2013
Nicolas Janvier,Alanyaspor,2023-2025
Nedim Vatansever,Alanyaspor,"2005-2009, 2011-2012"
Georgios Tzavellas,Alanyaspor,2017-2021
Onur Bulut,Alanyaspor,"2019-2020, 2021-2021"
Umut Güneş,Alanyaspor,2019-2023
Steven Caulker,Alanyaspor,2019-2021
Florent Hadergjonaj,Alanyaspor,2023-2025
Adam Bareiro,Alanyaspor,2020-2021
Ünal Noyan,Alanyaspor,"2012-2014, 2015-2015, 2015-2016"
Yacine Bammou,Alanyaspor,2019-2020
Süleyman Varlık,Alanyaspor,2013-2014
Ui-jo Hwang,Alanyaspor,"2024-2024, 2024-2025"
Lucas Villafañez,Alanyaspor,2018-2019
Loide Augusto,Alanyaspor,2023-2025
Barış Örücü,Alanyaspor,2015-2016
Onur Yeniyurt,Alanyaspor,2010-2011
Douglas,Alanyaspor,2018-2018
Ceyhun Gülselam,Alanyaspor,2018-2021
Fatih Aksoy,Alanyaspor,2020-2025
Koray Çölgeçen,Alanyaspor,"2012-2013, 2013-2016"
Salih Uçan,Alanyaspor,2019-2021
Rexhep Gajur,Alanyaspor,"1990-1993, 1994-1995, 2000-2001"
Erencan Yardımcı,Alanyaspor,2022-2023
Carlos Eduardo,Alanyaspor,2023-2024
Mbilla Etame,Alanyaspor,"2008-2013, 2017-2019, 2020-2020"
Wilde-Donald Guerrier,Alanyaspor,2016-2017
Ivan Cavaleiro,Alanyaspor,2022-2023
Kazim Dülger,Alanyaspor,2010-2015
Zafer Özkanay,Alanyaspor,2010-2011
Galip Güzel,Alanyaspor,2016-2016
Idrissa Doumbia,Alanyaspor,2022-2023
Gökhan Ünver,Alanyaspor,2012-2013
Ali Kuleli,Alanyaspor,2014-2014
Mert Somay,Alanyaspor,2011-2012
Yusuf Coban,Alanyaspor,"2017-2018, 2018-2018, 2018-2019"
Bobô,Alanyaspor,2018-2019
Efthymios Koulouris,Alanyaspor,2023-2023
Berkan Kutlu,Alanyaspor,2020-2021
Deniz Vural,Alanyaspor,2014-2017
Taha Yalçıner,Alanyaspor,2016-2019
Mehmet Öncan,Alanyaspor,"2003-2004, 2011-2013"
François Moubandje,Alanyaspor,2020-2021
Nuno Lima,Alanyaspor,2023-2025
Kerim Tanrıver,Alanyaspor,1994-1996
Özgür Çetiner,Alanyaspor,2010-2011
Arda Usluoğlu,Alanyaspor,2024-2025
İsmail Üler,Alanyaspor,"1993-1994, 1995-1997"
Taner Savut,Alanyaspor,2004-2008
Pione Sisto,Alanyaspor,2023-2024
Giannis Maniatis,Alanyaspor,2017-2019
Zinedine Ferhat,Alanyaspor,2022-2023
Mutlu İlengöz,Alanyaspor,"2009-2010, 2011-2013"
Richard,Alanyaspor,2023-2025
Halil Karataş,Alanyaspor,2010-2011
İlker Erbay,Alanyaspor,2010-2011
Isaac Sackey,Alanyaspor,"2016-2019, 2020-2020"
Ahmet Hacıhamzaoğlu,Alanyaspor,1991-1992
Tonny Vilhena,Alanyaspor,2025-2025
Caner Öztel,Alanyaspor,2013-2014
Anderson Silva,Alanyaspor,"2023-2024, 2025-2025"
Leroy Fer,Alanyaspor,2021-2024
Gaius Makouta,Alanyaspor,2024-2025
Serkan Ençetin,Alanyaspor,1995-2009
Samet Özen,Alanyaspor,2008-2009
Müslüm Karabulut,Alanyaspor,2008-2008
Eren Özen,Alanyaspor,"2008-2009, 2014-2015"
Mustafa Soytaş,Alanyaspor,2011-2012
