name,club,periods
Mickaël Poté,Adana Demirspor,"2015-2017, 2018-2019"
Zijad Svrakic,Adana Demirspor,1987-1989
Mario Balotelli,Adana Demirspor,"2021-2022, 2023-2024"
Juninho,Adana Demirspor,"2012-2013, 2013-2014"
Mehmet Akyüz,Adana Demirspor,2020-2021
Erçağ Evirgen,Adana Demirspor,2011-2014
Younès Belhanda,Adana Demirspor,2021-2024
Burhan Coşkun,Adana Demirspor,2010-2012
Britt Assombalonga,Adana Demirspor,2021-2023
Özgür Can Özcan,Adana Demirspor,2014-2016
Hasan Kılıç,Adana Demirspor,2020-2021
Yunus Akgün,Adana Demirspor,"2020-2021, 2021-2022"
Emre Akbaba,Adana Demirspor,2022-2024
Pa Dibba,Adana Demirspor,2020-2021
Zafer Tüzün,Adana Demirspor,1988-1989
Robert Tambe,Adana Demirspor,2017-2018
Ümit Özkalp,Adana Demirspor,1981-1994
David Akintola,Adana Demirspor,2021-2024
Burak Çalık,Adana Demirspor,2015-2016
Timur Özgöz,Adana Demirspor,"2014-2014, 2014-2016"
Berk Yıldız,Adana Demirspor,"2018-2019, 2019-2020, 2021-2021, 2022-2023"
Mehmet Eren Boyraz,Adana Demirspor,2013-2014
Yusuf Sarı,Adana Demirspor,2022-2025
İbrahim Uzunca,Adana Demirspor,"1992-1992, 1993-1994, 1995-1995, 1995-1999"
Yusuf Barası,Adana Demirspor,2023-2025
Volkan Şen,Adana Demirspor,"2019-2021, 2022-2022, 2022-2023"
Dorge Kouemaha,Adana Demirspor,2013-2014
Selami Tekkazancı,Adana Demirspor,1951-1971
Rauf Kılıç,Adana Demirspor,1987-1988
Theo Mendy,Adana Demirspor,2017-2018
Sinan Kurt,Adana Demirspor,2019-2022
Aias Aosman,Adana Demirspor,"2019-2020, 2022-2022"
Beykan Şimşek,Adana Demirspor,2014-2015
Badou Ndiaye,Adana Demirspor,2022-2024
Henry Onyekuru,Adana Demirspor,"2022-2023, 2023-2023"
Emre Hasan Balcı,Adana Demirspor,2011-2013
Tayyip Talha Sanuç,Adana Demirspor,2018-2022
Soner Ergençay,Adana Demirspor,2011-2012
Atabey Çiçek,Adana Demirspor,2017-2018
Birkir Bjarnason,Adana Demirspor,2021-2023
Metin Yıldız,Adana Demirspor,1987-1988
Yusuf Erdoğan,Adana Demirspor,2023-2024
Mehmet Demirtaş,Adana Demirspor,1987-1991
Hasan Özdemir,Adana Demirspor,"1989-1990, 1991-1992"
Tiago Bezerra,Adana Demirspor,"2016-2016, 2017-2017"
Yiğitcan Erdoğan,Adana Demirspor,"2013-2015, 2017-2018"
Efe İnanç,Adana Demirspor,2013-2014
Sedat Varak,Adana Demirspor,"1985-1991, 1996-1996"
Oğuz Han Aynaoğlu,Adana Demirspor,2014-2015
Raşit Sevindir,Adana Demirspor,"2011-2012, 2013-2014"
Joseph Attamah,Adana Demirspor,2014-2016
Abat Aymbetov,Adana Demirspor,2024-2025
Samet Akaydin,Adana Demirspor,2021-2023
Matías Vargas,Adana Demirspor,2021-2022
İbrahim Çolak,Adana Demirspor,"1980-1990, 1991-1991"
İsmail Akbaşlı,Adana Demirspor,1989-1991
Çetin Kahrıman,Adana Demirspor,"1986-1987, 1989-1990, 1991-1991"
Benjamin Stambouli,Adana Demirspor,2021-2024
Abdülkerim Bardakcı,Adana Demirspor,2014-2015
Onur Akbay,Adana Demirspor,2016-2017
Nani,Adana Demirspor,2023-2024
Semih Güler,Adana Demirspor,2019-2025
Ali Mehmedi,Adana Demirspor,1991-1992
Andreaw Gravillon,Adana Demirspor,2023-2025
Gökhan Inler,Adana Demirspor,2020-2023
Ümit Birol,Adana Demirspor,"1987-1989, 1996-1998"
Cihat Metin,Adana Demirspor,
Anıl Taşdemir,Adana Demirspor,2015-2016
Vedat Bora,Adana Demirspor,2019-2020
Savaş Yılmaz,Adana Demirspor,2017-2018
Erman Özgür,Adana Demirspor,2012-2013
Mustafa Diliçıkık,Adana Demirspor,"2001-2006, 2007-2009"
Tayfun Aydoğan,Adana Demirspor,"2021-2021, 2022-2022, 2023-2025"
Adil Demirbağ,Adana Demirspor,"2017-2018, 2018-2020"
Lalawélé Atakora,Adana Demirspor,2017-2018
Özgür Öçal,Adana Demirspor,2012-2014
Hüseyin Kala,Adana Demirspor,2014-2016
Sercan Kaya,Adana Demirspor,2016-2017
Faik Demircan,Adana Demirspor,1989-1992
Ercan Özbolat,Adana Demirspor,"2001-2005, 2005-2006, 2006-2006"
Serkan Gültang,Adana Demirspor,"1991-1992, 1993-1995"
Samet Özen,Adana Demirspor,2010-2012
Tayfur Bingöl,Adana Demirspor,2014-2015
Mehmed Janjos,Adana Demirspor,1988-1989
Sedat Şahintürk,Adana Demirspor,"2020-2021, 2022-2022, 2023-2023"
Yiğit İncedemir,Adana Demirspor,"2007-2008, 2017-2018"
Süleyman Varlık,Adana Demirspor,"2009-2010, 2011-2012"
Murat Sönmez,Adana Demirspor,"1989-1991, 1992-1994"
Kévin Rodrigues,Adana Demirspor,2022-2024
Batuhan İşçiler,Adana Demirspor,"2017-2018, 2018-2019"
Khadim Rassoul,Adana Demirspor,2019-2022
Erdal Öztürk,Adana Demirspor,"2018-2019, 2019-2020, 2020-2020"
Hamidou Traoré,Adana Demirspor,2018-2021
Muammer Birdal,Adana Demirspor,1989-1992
Gürcan Aday,Adana Demirspor,"1981-1989, 1990-1991"
Atilla Elmas,Adana Demirspor,1960-1961
Milan Mitrovic,Adana Demirspor,2018-2020
Ergün Aytekin,Adana Demirspor,1985-1990
Ferhat Çökmüş,Adana Demirspor,2013-2015
Haşim Palandöken,Adana Demirspor,1951-1961
