name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
David Zibung,Retired,https://www.transfermarkt.us/david-zibung/profil/spieler/4914,https://img.a.transfermarkt.technology/portrait/small/s_4914_434_2012_11_22_1.jpg?lm=1,Zibung,22,Switzerland,ch,FC Luzern,Hergiswil,Unknown,Goalkeeper,"1,87 m",10.01.1984,520,1,2,2,24,1,4,1,2,46.666
Herbert Baumann,Retired,https://www.transfermarkt.us/herbert-baumann/profil/spieler/214788,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Baumann,-,Switzerland,ch,FC Luzern,Luzern,Unknown,Defender - Left-Back,"1,70 m",16.09.1964,405,8,0,1,21,1,0,35,38,33.293
Claudio Lustenberger,Retired,https://www.transfermarkt.us/claudio-lustenberger/profil/spieler/20093,https://img.a.transfermarkt.technology/portrait/small/20093-1449077945.jpg?lm=1,Lustenberger,7,Switzerland,ch,FC Luzern,Luzern,Unknown,Defender - Left-Back,"1,83 m",06.01.1987,403,9,31,0,91,4,1,13,31,34.941
Hans-Peter Kaufmann,Retired,https://www.transfermarkt.us/hans-peter-kaufmann/profil/spieler/214791,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Kaufmann,-,Switzerland,ch,FC Luzern,Luzern,Unknown,Midfield,Unknown,08.02.1958,353,27,0,0,24,0,0,15,50,29.515
Hans Peter Burri,Retired,https://www.transfermarkt.us/hans-peter-burri/profil/spieler/214794,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Burri,-,Switzerland,ch,FC Luzern,Sempach,Unknown,Defender,"1,69 m",22.12.1963,297,9,1,0,32,1,2,76,56,20.258
Urs Birrer,Retired,https://www.transfermarkt.us/urs-birrer/profil/spieler/214786,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Birrer,-,Switzerland,ch,FC Luzern,Sursee,Unknown,Defender - Left-Back,"1,80 m",04.09.1961,282,5,0,0,35,0,1,15,32,23.393
Peter Gmür,Retired,https://www.transfermarkt.us/peter-gmur/profil/spieler/256282,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Gmür,Unknown,Switzerland,ch,FC Luzern,Unknown,Unknown,Midfield,Unknown,15.05.1967,272,8,3,1,23,1,1,33,33,21.472
René van Eck,Retired,https://www.transfermarkt.us/rene-van-eck/profil/spieler/17991,https://img.a.transfermarkt.technology/portrait/small/17991-1495197834.jpg?lm=1,van Eck,-,Netherlands,nl,FC Luzern,Rotterdam,Unknown,Defender - Centre-Back,"1,84 m",18.02.1966,267,5,0,2,47,3,1,2,6,23.662
Gottfried Waser,Retired,https://www.transfermarkt.us/gottfried-waser/profil/spieler/604946,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Waser,-,Switzerland,ch,FC Luzern,Hergiswil,Unknown,Goalkeeper,Unknown,14.05.1955,259,0,0,1,2,0,0,0,4,23.188
Thomas Wyss,Retired,https://www.transfermarkt.us/thomas-wyss/profil/spieler/101911,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Wyss,-,Switzerland,ch,FC Luzern,Luzern,Unknown,Midfield - Central Midfield,Unknown,29.08.1966,253,36,0,0,37,1,1,25,57,20.078
