name,club,periods
Yago Pikachu,Fortaleza Esporte Clube,"2021-2022, 2023-2023, 2024-2025"
Wellington Paulista,Fortaleza Esporte Clube,2019-2022
Moisés,Fortaleza Esporte Clube,"2022-2023, 2024-2025"
Rinaldo,Fortaleza Esporte Clube,"2004-2004, 2006-2007, 2008-2009, 2010-2011"
Gustavo,Fortaleza Esporte Clube,2018-2018
Bruno Melo,Fortaleza Esporte Clube,"2015-2022, 2022-2023, 2023-2024, 2024-2025"
Thiago Galhardo,Fortaleza Esporte Clube,"2022-2022, 2023-2024, 2024-2025"
David,Fortaleza Esporte Clube,2020-2022
Tinga,Fortaleza Esporte Clube,"2015-2015, 2018-2025"
Anselmo,Fortaleza Esporte Clube,2016-2017
Silvio Romero,Fortaleza Esporte Clube,2022-2023
Romarinho,Fortaleza Esporte Clube,2018-2023
Robson,Fortaleza Esporte Clube,2021-2023
Daniel Sobralense,Fortaleza Esporte Clube,"2007-2008, 2015-2017"
Marcelo Nicácio,Fortaleza Esporte Clube,2009-2009
Hércules,Fortaleza Esporte Clube,2022-2025
Finazzi,Fortaleza Esporte Clube,"2003-2004, 2006-2006, 2010-2010"
Pio,Fortaleza Esporte Clube,2015-2017
Osvaldo,Fortaleza Esporte Clube,"2006-2007, 2007-2009, 2018-2018, 2019-2022"
Lúcio,Fortaleza Esporte Clube,"2004-2004, 2005-2006, 2006-2007, 2008-2008"
Everton,Fortaleza Esporte Clube,"2015-2017, 2017-2018"
Marinho,Fortaleza Esporte Clube,2023-2025
Vinicius,Fortaleza Esporte Clube,"2000-2000, 2001-2001, 2002-2003, 2004-2004"
Tomás Pochettino,Fortaleza Esporte Clube,2023-2025
Luiz Carlos,Fortaleza Esporte Clube,2009-2009
Lúcio Flávio,Fortaleza Esporte Clube,2017-2017
Edinho,Fortaleza Esporte Clube,"2018-2018, 2019-2019, 2021-2022, 2022-2023, 2023-2024, 2024-2025"
Renato Kayzer,Fortaleza Esporte Clube,"2022-2022, 2022-2023, 2023-2024, 2024-2025"
Maranhão,Fortaleza Esporte Clube,"2015-2016, 2016-2017, 2017-2017, 2017-2017"
Éderson,Fortaleza Esporte Clube,2018-2021
Júnior Santos,Fortaleza Esporte Clube,"2019-2019, 2023-2023"
Guilherme,Fortaleza Esporte Clube,2023-2023
Lima,Fortaleza Esporte Clube,2014-2017
Felipe,Fortaleza Esporte Clube,2015-2023
