name,club,periods
Lincom,Red Bull Bragantino,"2011-2012, 2013-2014, 2014-2015, 2015-2015, 2015-2017"
Ytalo,Red Bull Bragantino,"2019-2020, 2020-2022, 2022-2023, 2023-2023, 2023-2024"
Léo Jaime,Red Bull Bragantino,"2009-2009, 2010-2015, 2015-2016, 2018-2018"
Artur,Red Bull Bragantino,2020-2023
Helinho,Red Bull Bragantino,"2020-2021, 2022-2024"
Claudinho,Red Bull Bragantino,"2016-2016, 2019-2019, 2019-2021"
Eduardo Sasha,Red Bull Bragantino,2023-2025
Alerrandro,Red Bull Bragantino,"2020-2024, 2024-2025"
Thiago Borbas,Red Bull Bragantino,2023-2025
Luan Cândido,Red Bull Bragantino,"2020-2021, 2022-2025, 2025-2025"
Bill,Red Bull Bragantino,"2007-2008, 2008-2009"
Matheus Peixoto,Red Bull Bragantino,"2017-2018, 2018-2020, 2021-2021, 2021-2021, 2021-2021"
Romarinho,Red Bull Bragantino,2011-2012
Lucas Evangelista,Red Bull Bragantino,"2020-2021, 2021-2025"
Diego Macedo,Red Bull Bragantino,"2009-2010, 2011-2011, 2012-2013, 2015-2015, 2018-2019"
Giancarlo,Red Bull Bragantino,2012-2012
Paulinho,Red Bull Bragantino,2009-2010
Léo Ortiz,Red Bull Bragantino,2019-2024
Alan Mineiro,Red Bull Bragantino,"2015-2015, 2016-2016"
Eric Ramires,Red Bull Bragantino,"2020-2021, 2022-2025"
Malaquias,Red Bull Bragantino,"2008-2009, 2012-2013"
Jobinho,Red Bull Bragantino,2015-2016
Nunes,Red Bull Bragantino,"2008-2009, 2014-2014"
Sorriso,Red Bull Bragantino,"2022-2024, 2025-2025"
Fernando Gabriel,Red Bull Bragantino,2012-2013
Rodriguinho,Red Bull Bragantino,2010-2011
Luciano Sorriso,Red Bull Bragantino,"2010-2011, 2012-2013"
Alex Afonso,Red Bull Bragantino,"2007-2007, 2010-2010"
Carlos Frontini,Red Bull Bragantino,2009-2010
Wesley Pionteck,Red Bull Bragantino,"2019-2019, 2019-2020, 2021-2021, 2021-2021"
Juninho Capixaba,Red Bull Bragantino,2023-2025
Bruninho,Red Bull Bragantino,"2021-2024, 2025-2025"
Morato,Red Bull Bragantino,"2019-2021, 2021-2022, 2022-2022"
Lúcio,Red Bull Bragantino,2009-2010
Gustavo Neves,Red Bull Bragantino,2023-2025
Jan Hurtado,Red Bull Bragantino,2020-2023
Kelly Guimarães,Red Bull Bragantino,1995-1997
Cesinha,Red Bull Bragantino,"2012-2012, 2013-2014, 2015-2015, 2015-2016, 2016-2017"
Robertinho,Red Bull Bragantino,"2012-2014, 2017-2019"
Marcelo Godri,Red Bull Bragantino,"2008-2008, 2009-2010"
Danilo Bueno,Red Bull Bragantino,"2008-2010, 2018-2019"
Jhon Jhon,Red Bull Bragantino,2024-2025
Tomás Cuello,Red Bull Bragantino,2020-2021
Rafael Grampola,Red Bull Bragantino,2016-2017
Vitinho,Red Bull Bragantino,2023-2025
André Astorga,Red Bull Bragantino,"2010-2011, 2011-2013, 2014-2014"
Guilherme Mattis,Red Bull Bragantino,"2011-2012, 2012-2014, 2015-2015, 2016-2017, 2017-2018"
Sandro Mendonça,Red Bull Bragantino,2014-2015
Diego Maurício,Red Bull Bragantino,"2015-2015, 2016-2016, 2016-2016, 2016-2017, 2018-2019"
Luisinho,Red Bull Bragantino,2014-2014
