name,club,periods
Gilberto,Esporte Clube Bahia,2018-2022
Edigar Junio,Esporte Clube Bahia,"2016-2016, 2017-2019, 2020-2020, 2021-2021"
Kieza,Esporte Clube Bahia,2014-2015
Everaldo,Esporte Clube Bahia,2023-2025
Hernane,Esporte Clube Bahia,"2016-2016, 2016-2018"
Fernandão,Esporte Clube Bahia,"2013-2013, 2019-2020"
Nonato,Esporte Clube Bahia,
Thaciano,Esporte Clube Bahia,"2021-2021, 2023-2025"
Souza,Esporte Clube Bahia,"2011-2011, 2012-2014"
Jael,Esporte Clube Bahia,"2009-2009, 2010-2010"
Régis,Esporte Clube Bahia,"2016-2017, 2018-2019, 2019-2020, 2020-2021"
Cauly,Esporte Clube Bahia,2023-2025
Rodriguinho,Esporte Clube Bahia,2020-2022
Hugo Rodallega,Esporte Clube Bahia,2021-2023
Maximiliano Biancucchi,Esporte Clube Bahia,2014-2016
Élber,Esporte Clube Bahia,2018-2021
Zé Rafael,Esporte Clube Bahia,2017-2019
Biel,Esporte Clube Bahia,2023-2025
Fahel,Esporte Clube Bahia,2011-2015
Vina,Esporte Clube Bahia,2016-2018
Adriano Michael Jackson,Esporte Clube Bahia,"2007-2009, 2010-2010, 2013-2013"
Juninho Valoura,Esporte Clube Bahia,"2016-2018, 2019-2019, 2019-2020"
Ademir,Esporte Clube Bahia,2023-2025
Luciano Rodríguez,Esporte Clube Bahia,2024-2025
Rossi,Esporte Clube Bahia,2020-2022
Preto Casagrande,Esporte Clube Bahia,"2001-2002, 2002-2004, 2007-2008"
Marco Antônio,Esporte Clube Bahia,"2018-2021, 2021-2023, 2023-2023, 2023-2025"
Vitor Jacaré,Esporte Clube Bahia,2022-2024
Danielzinho,Esporte Clube Bahia,2020-2023
Zé Roberto,Esporte Clube Bahia,"2013-2014, 2014-2016, 2016-2017, 2017-2017, 2017-2018, 2018-2018, 2018-2018, 2018-2019"
Didi,Esporte Clube Bahia,
Artur,Esporte Clube Bahia,2019-2019
Souza,Esporte Clube Bahia,2015-2015
Matheus Davó,Esporte Clube Bahia,2022-2022
Jean Lucas,Esporte Clube Bahia,2024-2025
Rafael Ratão,Esporte Clube Bahia,"2023-2025, 2025-2025"
Nadson,Esporte Clube Bahia,2009-2010
Rodrigo Gral,Esporte Clube Bahia,2010-2011
Arthur Caíke,Esporte Clube Bahia,2019-2020
Júnior,Esporte Clube Bahia,2011-2013
Stiven Mendoza,Esporte Clube Bahia,2017-2017
Lucas Mugni,Esporte Clube Bahia,2021-2024
Raí Nascimento,Esporte Clube Bahia,2021-2023
Charles,Esporte Clube Bahia,"1988-1990, 1990-1991, 1996-1997"
Óscar Estupiñán,Esporte Clube Bahia,2024-2024
Tiago Pagnussat,Esporte Clube Bahia,"2016-2017, 2018-2019, 2019-2020, 2020-2021"
Léo Gamalho,Esporte Clube Bahia,2015-2015
Ávine,Esporte Clube Bahia,"2006-2009, 2009-2016"
Titi,Esporte Clube Bahia,"2011-2011, 2012-2015"
Everton Ribeiro,Esporte Clube Bahia,2024-2025
Nino Paraíba,Esporte Clube Bahia,2018-2022
Gabriel,Esporte Clube Bahia,
Lulinha,Esporte Clube Bahia,2011-2012
Valdomiro,Esporte Clube Bahia,2000-2004
Danilo Gomes,Esporte Clube Bahia,"2002-2004, 2007-2007"
Rômulo,Esporte Clube Bahia,"2014-2016, 2016-2017, 2017-2018"
Tiago Real,Esporte Clube Bahia,2015-2015
Luisinho,Esporte Clube Bahia,"2016-2016, 2017-2017"
