name,club,periods
Magno Alves,Ceará Sporting Club,"2010-2011, 2012-2015, 2017-2018"
Vina,Ceará Sporting Club,"2020-2023, 2023-2023, 2024-2024"
Bill,Ceará Sporting Club,"2014-2015, 2016-2017"
Ricardinho,Ceará Sporting Club,"2013-2016, 2017-2021"
Arthur Cabral,Ceará Sporting Club,2018-2019
Rafael Costa,Ceará Sporting Club,"2015-2015, 2016-2018"
Mota,Ceará Sporting Club,"1997-1999, 2002-2003, 2009-2010, 2012-2014"
Saulo Mineiro,Ceará Sporting Club,"2020-2021, 2023-2025"
Geraldo,Ceará Sporting Club,"2009-2010, 2010-2011"
Lima,Ceará Sporting Club,"2017-2017, 2019-2021, 2021-2023"
Stiven Mendoza,Ceará Sporting Club,2021-2023
Cléber,Ceará Sporting Club,2020-2025
Erick,Ceará Sporting Club,2021-2024
Erick Pulga,Ceará Sporting Club,2023-2025
Élton,Ceará Sporting Club,"2017-2017, 2018-2018"
Wescley,Ceará Sporting Club,"2015-2015, 2016-2016, 2018-2019, 2019-2021, 2021-2022"
Washington,Ceará Sporting Club,"2010-2010, 2011-2012"
Leandro Carvalho,Ceará Sporting Club,"2017-2017, 2018-2018, 2019-2021, 2021-2021, 2022-2022, 2022-2022, 2022-2023"
Lulinha,Ceará Sporting Club,"2013-2014, 2014-2015, 2015-2015"
Guilherme Castilho,Ceará Sporting Club,"2022-2024, 2024-2024, 2025-2025"
Luiz Otávio,Ceará Sporting Club,"2017-2018, 2019-2025"
Thiago Galhardo,Ceará Sporting Club,2019-2020
Vitor Gabriel,Ceará Sporting Club,2023-2023
Sandro,Ceará Sporting Club,2014-2017
Ricardo Bueno,Ceará Sporting Club,2018-2019
Richardson,Ceará Sporting Club,"2016-2019, 2022-2025"
Marcelo Nicácio,Ceará Sporting Club,2010-2012
Fernando Sobral,Ceará Sporting Club,"2019-2023, 2025-2025"
Marinho,Ceará Sporting Club,2015-2015
Misael,Ceará Sporting Club,"2009-2011, 2011-2011, 2011-2013"
Rafael Sóbis,Ceará Sporting Club,2020-2020
Samuel Xavier,Ceará Sporting Club,"2014-2015, 2018-2018, 2019-2021"
Roberto,Ceará Sporting Club,2017-2018
Janderson,Ceará Sporting Club,"2023-2024, 2025-2025, 2025-2025"
Itamar,Ceará Sporting Club,2012-2013
Rick,Ceará Sporting Club,2019-2022
Jean Carlos,Ceará Sporting Club,2023-2024
Mateus Gonçalves,Ceará Sporting Club,"2019-2019, 2020-2021"
Roger Silva,Ceará Sporting Club,"2011-2011, 2019-2019"
Victor Luís,Ceará Sporting Club,"2015-2015, 2022-2022"
Lourenço,Ceará Sporting Club,2024-2025
Facundo Barceló,Ceará Sporting Club,2024-2025
Preto,Ceará Sporting Club,"2009-2010, 2010-2011, 2011-2012, 2012-2012"
Nikão,Ceará Sporting Club,2014-2014
Rogerinho,Ceará Sporting Club,"2012-2012, 2013-2014"
Pio,Ceará Sporting Club,2017-2018
Andrigo,Ceará Sporting Club,2018-2018
Fabrício,Ceará Sporting Club,2008-2012
Bérgson,Ceará Sporting Club,2019-2020
Léo Gamalho,Ceará Sporting Club,2013-2014
Siloé,Ceará Sporting Club,2015-2016
Jorge Recalde,Ceará Sporting Club,2024-2025
Zé Roberto,Ceará Sporting Club,"2022-2023, 2023-2023, 2023-2023, 2023-2024, 2024-2024"
David Ricardo,Ceará Sporting Club,2023-2025
Wellington Amorim,Ceará Sporting Club,2009-2011
Tiago Pagnussat,Ceará Sporting Club,"2020-2020, 2021-2021, 2023-2024"
Juninho Valoura,Ceará Sporting Club,2018-2019
Alex Amado,Ceará Sporting Club,"2015-2016, 2016-2018"
Diego Ivo,Ceará Sporting Club,2013-2014
Chico Kim,Ceará Sporting Club,"2019-2020, 2020-2020"
Valdo,Ceará Sporting Club,2016-2020
Marcos Aurélio,Ceará Sporting Club,2015-2015
Felipe Vizeu,Ceará Sporting Club,2020-2021
Jael,Ceará Sporting Club,2021-2022
William Klaus,Ceará Sporting Club,2020-2022
Lucas Mugni,Ceará Sporting Club,2024-2025
Osvaldo,Ceará Sporting Club,2011-2011
Pingo,Ceará Sporting Club,2013-2013
Rafael Carioca,Ceará Sporting Club,"2017-2017, 2017-2018"
Raí Ramos,Ceará Sporting Club,2024-2024
Jorginho,Ceará Sporting Club,2021-2021
Thiago Humberto,Ceará Sporting Club,"2011-2011, 2013-2014"
Pedro Naressi,Ceará Sporting Club,"2020-2022, 2022-2022"
Eduardo,Ceará Sporting Club,2014-2014
Kelvyn,Ceará Sporting Club,"2019-2020, 2020-2023, 2023-2023, 2023-2024, 2024-2025"
Antonio Galeano,Ceará Sporting Club,2025-2025
Douglas Coutinho,Ceará Sporting Club,2018-2018
Michel,Ceará Sporting Club,"2007-2008, 2009-2012, 2014-2016"
Pedro Ken,Ceará Sporting Club,2017-2020
Tiago Cametá,Ceará Sporting Club,"2015-2016, 2016-2018, 2018-2018"
Fernandinho,Ceará Sporting Club,2025-2025
Eusébio,Ceará Sporting Club,"2010-2013, 2013-2014, 2014-2015"
Pedro Henrique,Ceará Sporting Club,2025-2025
Gabriel Lacerda,Ceará Sporting Club,"2020-2023, 2024-2025"
Chrystian Barletta,Ceará Sporting Club,2023-2024
Lopes,Ceará Sporting Club,2010-2010
Zezinho,Ceará Sporting Club,"2000-2001, 2002-2002, 2004-2005"
Ramon Menezes,Ceará Sporting Club,2024-2025
Camanducaia,Ceará Sporting Club,
Nicolas,Ceará Sporting Club,2023-2024
