name,club,periods
Luís Fabiano,São Paulo Futebol Clube,"2001-2001, 2002-2004, 2011-2016"
Rogério Ceni,São Paulo Futebol Clube,1990-2016
Luciano,São Paulo Futebol Clube,2020-2025
Jonathan Calleri,São Paulo Futebol Clube,"2016-2016, 2021-2022, 2022-2025"
Dagoberto,São Paulo Futebol Clube,2007-2012
Borges,São Paulo Futebol Clube,2007-2010
Lucas Moura,São Paulo Futebol Clube,"2010-2013, 2023-2025"
Hernanes,São Paulo Futebol Clube,"2005-2006, 2006-2010, 2017-2017, 2019-2021"
Alexandre Pato,São Paulo Futebol Clube,"2014-2015, 2019-2020, 2023-2024"
Reinaldo,São Paulo Futebol Clube,"2013-2013, 2014-2016, 2016-2017, 2017-2023"
Hugo,São Paulo Futebol Clube,"2000-2001, 2007-2010"
Souza,São Paulo Futebol Clube,2004-2008
Danilo,São Paulo Futebol Clube,2004-2007
Ganso,São Paulo Futebol Clube,2012-2016
Jorge Wagner,São Paulo Futebol Clube,"2007-2007, 2008-2011"
Robert Arboleda,São Paulo Futebol Clube,2017-2025
Osvaldo,São Paulo Futebol Clube,2012-2015
Rodrigo Caio,São Paulo Futebol Clube,2011-2019
Marlos,São Paulo Futebol Clube,"2009-2011, 2011-2011"
Rodrigo Nestor,São Paulo Futebol Clube,"2020-2025, 2025-2025"
Alex Silva,São Paulo Futebol Clube,"2006-2008, 2010-2011"
Igor Gomes,São Paulo Futebol Clube,2019-2023
Miranda,São Paulo Futebol Clube,"2006-2007, 2007-2011, 2021-2023"
Diego Lugano,São Paulo Futebol Clube,"2003-2006, 2016-2018"
Rhodolfo,São Paulo Futebol Clube,"2011-2013, 2014-2015"
Fabão,São Paulo Futebol Clube,2003-2007
Thiago Mendes,São Paulo Futebol Clube,2015-2017
Jean,São Paulo Futebol Clube,"2005-2006, 2006-2007, 2007-2008, 2008-2012"
André Dias,São Paulo Futebol Clube,2006-2010
Júnior,São Paulo Futebol Clube,2004-2009
Bruno Alves,São Paulo Futebol Clube,"2017-2022, 2023-2023"
Pablo Maia,São Paulo Futebol Clube,2022-2025
Alisson,São Paulo Futebol Clube,2022-2025
Igor Vinícius,São Paulo Futebol Clube,"2019-2019, 2020-2025"
Húdson,São Paulo Futebol Clube,"2014-2017, 2017-2020, 2022-2022"
Liziero,São Paulo Futebol Clube,"2018-2022, 2022-2023, 2023-2023, 2024-2025"
Diego Costa,São Paulo Futebol Clube,2020-2024
Rafael Tolói,São Paulo Futebol Clube,"2012-2014, 2014-2015"
Paulo Miranda,São Paulo Futebol Clube,2012-2015
Wellington,São Paulo Futebol Clube,"2008-2014, 2015-2017, 2017-2018, 2018-2018"
Welington,São Paulo Futebol Clube,2021-2025
Josué,São Paulo Futebol Clube,2005-2007
Denílson,São Paulo Futebol Clube,"2005-2006, 2011-2013, 2013-2015"
Léo,São Paulo Futebol Clube,2019-2023
Denis,São Paulo Futebol Clube,2009-2018
Tiago Volpi,São Paulo Futebol Clube,"2019-2019, 2020-2022"
Rafael,São Paulo Futebol Clube,2023-2025
