name,club,periods
Otto Luttrop,FC Lugano,1966-1973
Vincenzo Brenna,FC Lugano,1965-1980
Julio Hernán Rossi,FC Lugano,1998-2002
Mattia Bottani,FC Lugano,"2009-2011, 2011-2012, 2012-2016, 2017-2025"
Jonathan Sabbatini,FC Lugano,2012-2024
Zan Celar,FC Lugano,2021-2024
Vittore Gottardi,FC Lugano,"1959-1961, 1966-1969"
Edwin Gorter,FC Lugano,1986-1991
Giuseppe Manfreda,FC Lugano,"1986-1991, 1994-1997, 2003-2004"
Carlos Da Silva,FC Lugano,2008-2013
Angelo Elia,FC Lugano,"1974-1978, 1979-1981, 1985-1989"
Simone Simonetti,FC Lugano,"1963-1969, 1974-1975"
Carlinhos Junior,FC Lugano,2017-2020
Alexander Gerndt,FC Lugano,"2017-2021, 2023-2024"
Marko Basic,FC Lugano,"2008-2015, 2022-2024"
Ole Jensen,FC Lugano,1986-1993
Renato Steffen,FC Lugano,2022-2025
Christian Colombo,FC Lugano,1986-1996
Paulo Andrioli,FC Lugano,1992-1995
Joël Magnin,FC Lugano,"1996-1996, 1999-2002"
Mauro Galvão,FC Lugano,1990-1996
Carlo de Giorgi,FC Lugano,1950-1961
Daniele Penzavalli,FC Lugano,1987-2000
Mohamed Belhadj Mahmoud,FC Lugano,2021-2025
Orlando Urbano,FC Lugano,2012-2017
Flavio Signorelli,FC Lugano,"1964-1969, 1970-1972, 1975-1976"
Alain Gaspoz,FC Lugano,"1998-1999, 1999-2002"
Uran Bislimi,FC Lugano,2022-2025
Patrick Englund,FC Lugano,"1989-1991, 1992-1995"
Sandi Lovrić,FC Lugano,2019-2022
Mijat Maric,FC Lugano,"2003-2003, 2018-2022"
Riccardo Poma,FC Lugano,"1951-1955, 1957-1961"
Dario Bossi,FC Lugano,1958-1966
Patrick Sylvestre,FC Lugano,1988-1993
Samuele Preisig,FC Lugano,2008-2012
Gianpietro Zappa,FC Lugano,1986-1989
Antonio Esposito,FC Lugano,2005-2005
Domen Crnigoj,FC Lugano,2015-2020
Numa Lavanchy,FC Lugano,2019-2022
Gérard Lusenti,FC Lugano,"1967-1969, 1973-1974"
Philippe Hertig,FC Lugano,1990-1993
Antoine Rey,FC Lugano,2010-2017
Walter Fernandez,FC Lugano,"1993-1995, 1997-2000"
Erio Petrini,FC Lugano,1945-1954
Eduardo Carrasco,FC Lugano,1992-1996
Olivier Custodio,FC Lugano,2019-2022
Yane Bugnard,FC Lugano,2002-2005
Milton Valenzuela,FC Lugano,2022-2025
Fabio Daprelà,FC Lugano,2017-2023
Bálint Vécsei,FC Lugano,"2016-2018, 2018-2020"
Albian Hajdari,FC Lugano,"2022-2023, 2023-2025"
Fulvio Sulmoni,FC Lugano,"2005-2010, 2016-2020"
Dario Rota,FC Lugano,"1998-2002, 2004-2007"
Mario Piccinocchi,FC Lugano,"2015-2017, 2017-2019"
René Morf,FC Lugano,1988-2003
William Fornera,FC Lugano,"1988-1993, 1995-2025"
Roman Macek,FC Lugano,"2018-2019, 2019-2025"
Fabrizio Bullo,FC Lugano,"1996-2002, 2005-2005, 2006-2007"
Adriano Coduri,FC Lugano,1958-1972
Dragan Mihajlovic,FC Lugano,2016-2019
Pascal Thrier,FC Lugano,2009-2012
Andy Ladner,FC Lugano,1987-1991
Stefano Razzetti,FC Lugano,1999-2003
Philipp Walker,FC Lugano,"1989-1997, 2001-2002"
Lukas Mai,FC Lugano,2022-2025
Amir Saipi,FC Lugano,2021-2025
Francesco Russo,FC Lugano,"2011-2016, 2016-2017, 2018-2018"
Mario Prosperi,FC Lugano,1963-1974
Noam Baumann,FC Lugano,"2018-2018, 2018-2022"
Giovanni Proietti,FC Lugano,2006-2009
