name,club,periods
Peter Risi,FC Luzern,1979-1984
Jean-Michel Tchouga,FC Luzern,2004-2010
Marco Schneuwly,FC Luzern,2014-2017
Peter Nadig,FC Luzern,1988-2025
Sigurdur Grétarsson,FC Luzern,1985-1990
Pascal Schürpf,FC Luzern,2017-2023
Darío Lezcano,FC Luzern,2012-2016
Thomas Wyss,FC Luzern,"1984-1986, 1994-2001"
Martin Müller,FC Luzern,1985-1990
Semir Tuce,FC Luzern,1989-1995
Walter Wuest,FC Luzern,1960-1963
Dejan Sorgic,FC Luzern,"2009-2013, 2020-2023"
Stefan Wolf,FC Luzern,1990-1997
Agent Sawu,FC Luzern,1994-1998
Nelson Ferreira,FC Luzern,2008-2012
Marco Bernaschina,FC Luzern,1984-1989
Hans-Peter Kaufmann,FC Luzern,1975-1991
Jahmir Hyka,FC Luzern,2011-2017
Ibrahima Ndiaye,FC Luzern,2019-2022
Tomislav Puljic,FC Luzern,"2010-2014, 2015-2017"
Heinz Moser,FC Luzern,1996-1999
Marvin Schulz,FC Luzern,2017-2022
David Andreoli,FC Luzern,"2001-2005, 2006-2007"
Adrian Winter,FC Luzern,2011-2015
Christian Schneuwly,FC Luzern,2016-2019
Filip Ugrinic,FC Luzern,"2017-2019, 2020-2022"
Martin Rueda,FC Luzern,1991-1995
René Müller,FC Luzern,1983-1988
Markus Tanner,FC Luzern,1981-1985
Ludwig Kögl,FC Luzern,1996-1999
Franz Christen,FC Luzern,1970-1980
Michel Renggli,FC Luzern,2008-2014
Paul Wolfisberg,FC Luzern,"1951-1954, 1955-1966"
Alain Wiss,FC Luzern,2007-2015
Roger Wehrli,FC Luzern,1985-1990
Bruno Martinelli,FC Luzern,1980-1985
Hans Peter Burri,FC Luzern,1979-1993
Claudio Lustenberger,FC Luzern,2006-2019
Stefan Marini,FC Luzern,1984-1993
Herbert Baumann,FC Luzern,1984-1998
Peter Gmür,FC Luzern,
Sally Sarr,FC Luzern,2011-2017
Ruedi Arn,FC Luzern,1957-1964
Stefan Knezevic,FC Luzern,"2016-2021, 2024-2025"
Urs Schönenberger,FC Luzern,1987-1992
Silvan Sidler,FC Luzern,2016-2022
Gerardo Seoane,FC Luzern,"1995-1997, 2007-2010"
Lucas,FC Luzern,2017-2021
René van Eck,FC Luzern,1990-1999
Urs Birrer,FC Luzern,1983-1993
Genc Mehmeti,FC Luzern,2002-2007
François Affolter,FC Luzern,2014-2017
Michael Diethelm,FC Luzern,2003-2008
Hekuran Kryeziu,FC Luzern,"2011-2014, 2015-2018"
Martin Frydek,FC Luzern,2020-2024
Jérôme Thiesson,FC Luzern,2011-2017
Christophe Lambert,FC Luzern,2004-2011
Burim Kukeli,FC Luzern,2008-2012
Simon Grether,FC Luzern,2016-2022
Ronny Hodel,FC Luzern,2000-2005
Manfred Joller,FC Luzern,1995-1999
David Zibung,FC Luzern,2003-2021
Christian Schwegler,FC Luzern,"2001-2005, 2017-2021"
Beat Mutter,FC Luzern,1989-1997
Gottfried Waser,FC Luzern,1982-1988
Marius Müller,FC Luzern,2019-2023
Roger Tschudin,FC Luzern,1984-1992
Antonio Permunian,FC Luzern,1960-1963
Walter Schumacher,FC Luzern,1957-1964
