name,club,periods
Josef Hügi,FC Basel 1893,1947-1962
Marco Streller,FC Basel 1893,"2000-2001, 2002-2002, 2003-2004, 2007-2015"
Christian Giménez,FC Basel 1893,2001-2005
Erni Maissen,FC Basel 1893,"1974-1982, 1983-1987, 1989-1992"
Karl Odermatt,FC Basel 1893,1962-1975
Alex Frei,FC Basel 1893,"1997-1998, 2009-2013"
Valentin Stocker,FC Basel 1893,"2006-2014, 2018-2022"
Walter Balmer,FC Basel 1893,1969-1976
Scott Chipperfield,FC Basel 1893,2001-2012
Matías Delgado,FC Basel 1893,"2003-2006, 2013-2017"
Helmuth Hauser,FC Basel 1893,1964-1972
Benjamin Huggel,FC Basel 1893,"1998-2005, 2007-2012"
Roberto Frigerio,FC Basel 1893,"1958-1960, 1963-1968"
Fabian Frei,FC Basel 1893,"2004-2009, 2011-2015, 2018-2024"
Jörg Stohler,FC Basel 1893,1970-1984
Hakan Yakin,FC Basel 1893,"1995-1997, 2001-2003, 2003-2004"
Detlev Lauscher,FC Basel 1893,1976-1981
Otto Demarmels,FC Basel 1893,1967-1982
Peter Marti,FC Basel 1893,"1975-1981, 1982-1983"
Julio Hernán Rossi,FC Basel 1893,2002-2006
Walter Mundschin,FC Basel 1893,1965-1978
Peter Wenger,FC Basel 1893,1966-1974
Ivan Ergic,FC Basel 1893,2001-2009
Markus Tanner,FC Basel 1893,1973-1981
Walter Bannwart,FC Basel 1893,1949-1957
Luca Zuffi,FC Basel 1893,2014-2021
Michael Lang,FC Basel 1893,"2015-2018, 2021-2024"
Martin Jeitziner,FC Basel 1893,"1980-1986, 1991-1995"
Xherdan Shaqiri,FC Basel 1893,"2007-2012, 2024-2025"
Hans Weber,FC Basel 1893,"1949-1955, 1957-2025"
Dario Zuffi,FC Basel 1893,1993-1998
Peter Ramseier,FC Basel 1893,1966-1978
Murat Yakin,FC Basel 1893,"2000-2000, 2001-2006"
Markus Pfirter,FC Basel 1893,1961-1968
René Hasler,FC Basel 1893,"1971-1976, 1979-1982"
David Degen,FC Basel 1893,"1998-1999, 2003-2006, 2007-2008, 2012-2014"
Oliver Kreuzer,FC Basel 1893,1997-2002
Mario Cantaluppi,FC Basel 1893,"1993-1996, 1999-2004"
Hansueli Oberer,FC Basel 1893,1954-1962
Hans-Peter Stocker,FC Basel 1893,1960-1968
Arthur von Wartburg,FC Basel 1893,1973-1984
Hans Hügi,FC Basel 1893,1947-1959
Bruno Michaud,FC Basel 1893,"1955-1957, 1959-1970"
Sébastien Barberis,FC Basel 1893,1997-2005
Marek Suchy,FC Basel 1893,"2014-2014, 2014-2019"
Boris Smiljanic,FC Basel 1893,2002-2007
Philipp Degen,FC Basel 1893,"2000-2005, 2011-2016"
Jean-Pierre Maradan,FC Basel 1893,1976-1984
Raoul Petretta,FC Basel 1893,2013-2022
Mohamed Elneny,FC Basel 1893,"2013-2013, 2013-2016"
David Abraham,FC Basel 1893,2008-2012
Taulant Xhaka,FC Basel 1893,"2008-2012, 2013-2025"
Paul Fischli,FC Basel 1893,1968-1981
Eray Cömert,FC Basel 1893,"2014-2017, 2017-2017, 2018-2022"
Geoffroy Serey Dié,FC Basel 1893,"2013-2015, 2016-2019, 2019-2019"
Reto Zanni,FC Basel 1893,2005-2011
Silvan Thüler,FC Basel 1893,1955-1962
Werner Bopp,FC Basel 1893,1944-1960
Cabral,FC Basel 1893,"2007-2008, 2009-2013"
Urs Siegenthaler,FC Basel 1893,"1965-1973, 1977-1979"
Kurt Stettler,FC Basel 1893,1957-1964
Walter Geisser,FC Basel 1893,1975-1984
Alexandre Quennoz,FC Basel 1893,1999-2006
Josef Kiefer,FC Basel 1893,1962-1974
Behrang Safari,FC Basel 1893,"2008-2011, 2013-2016"
Massimo Ceccaroni,FC Basel 1893,1987-2002
Tomas Vaclik,FC Basel 1893,2014-2018
Yann Sommer,FC Basel 1893,"2003-2007, 2009-2009, 2010-2014"
Hans Küng,FC Basel 1893,1977-1983
Pierre Redolfi,FC Basel 1893,1947-1958
Franco Costanzo,FC Basel 1893,2006-2011
Urs Suter,FC Basel 1893,1983-1988
Marcel Kunz,FC Basel 1893,1963-1975
Pascal Zuberbühler,FC Basel 1893,"1999-2000, 2000-2001, 2001-2006"
Stefan Huber,FC Basel 1893,1993-1999
