name,club,periods
Claudio Sulser,Grasshopper Club Zurich,1977-1985
Robert Ballamann,Grasshopper Club Zurich,1950-1963
Ove Grahn,Grasshopper Club Zurich,"1966-1971, 1973-1976"
André Egli,Grasshopper Club Zurich,"1978-1984, 1985-1990"
Raimondo Ponte,Grasshopper Club Zurich,"1975-1980, 1982-1988"
Marcel Koller,Grasshopper Club Zurich,1978-1997
Ricardo Cabanas,Grasshopper Club Zurich,"1997-2003, 2004-2006, 2007-2012"
Mats Gren,Grasshopper Club Zurich,1986-2000
André Meier,Grasshopper Club Zurich,"1970-1976, 1977-1983"
Alain Sutter,Grasshopper Club Zurich,"1985-1987, 1988-1993, 1994-1994"
Heinz Hermann,Grasshopper Club Zurich,"1977-1986, 1992-1993"
Joël Magnin,Grasshopper Club Zurich,"1992-1996, 1996-1999"
Thomas Bickel,Grasshopper Club Zurich,1988-1994
Boris Smiljanic,Grasshopper Club Zurich,"1993-2002, 2007-2012"
Veroljub Salatic,Grasshopper Club Zurich,"2003-2011, 2012-2015, 2019-2020"
Roger Wehrli,Grasshopper Club Zurich,1977-1985
Roland Citherlet,Grasshopper Club Zurich,1961-1973
Charly In-Albon,Grasshopper Club Zurich,1979-1990
Amir Abrashi,Grasshopper Club Zurich,"2010-2011, 2011-2015, 2021-2025"
Thomas Niggl,Grasshopper Club Zurich,1971-1980
Roger Berbig,Grasshopper Club Zurich,1972-1984
Martin Brunner,Grasshopper Club Zurich,1983-1994
Pascal Zuberbühler,Grasshopper Club Zurich,1992-1999
René Deck,Grasshopper Club Zurich,1967-1974
