name,club,periods
Alex Tachie-Mensah,FC St. Gallen 1879,2002-2009
Manfred Braschler,FC St. Gallen 1879,1982-1989
Moreno Merenda,FC St. Gallen 1879,"2003-2006, 2006-2006, 2008-2010"
Ionel Gane,FC St. Gallen 1879,1999-2003
Martin Gisinger,FC St. Gallen 1879,1977-1985
Charles Amoah,FC St. Gallen 1879,1999-2001
Oscar Scarione,FC St. Gallen 1879,2011-2013
Rolf Blättler,FC St. Gallen 1879,1972-1977
Günther Nasdalla,FC St. Gallen 1879,1971-1976
Iván Zamorano,FC St. Gallen 1879,"1988-1989, 1989-1990"
Paul Friberg,FC St. Gallen 1879,
Gerhard Ritter,FC St. Gallen 1879,1978-1986
Jérémy Guillemenot,FC St. Gallen 1879,2019-2023
Cedric Itten,FC St. Gallen 1879,"2018-2018, 2018-2020"
Lukas Görtler,FC St. Gallen 1879,2019-2025
Hanspeter Zwicker,FC St. Gallen 1879,1984-1988
Francisco Aguirre,FC St. Gallen 1879,2006-2008
Chadrac Akolo,FC St. Gallen 1879,2022-2025
Herbert Stöckl,FC St. Gallen 1879,1975-1980
Giorgio Contini,FC St. Gallen 1879,1996-2001
Marc Zellweger,FC St. Gallen 1879,"1995-2001, 2003-2010"
Luigi Stomeo,FC St. Gallen 1879,1978-1980
Zdenek Urban,FC St. Gallen 1879,1980-1986
Moreno Costanzo,FC St. Gallen 1879,"2006-2006, 2006-2010, 2019-2020"
Yannis Tafer,FC St. Gallen 1879,2014-2019
Kwadwo Duah,FC St. Gallen 1879,2020-2022
Roger Hegi,FC St. Gallen 1879,1986-1990
Friedrich Rafreider,FC St. Gallen 1879,1969-1976
Jairo,FC St. Gallen 1879,1998-2005
Goran Karanovic,FC St. Gallen 1879,2013-2015
Radoslaw Gilewicz,FC St. Gallen 1879,"1993-1995, 1996-1996"
Tranquillo Barnetta,FC St. Gallen 1879,"2002-2004, 2017-2019"
Giuseppe Gambino,FC St. Gallen 1879,1988-1995
Danijel Aleksic,FC St. Gallen 1879,2015-2018
Rudolf Schneeberger,FC St. Gallen 1879,1973-1979
Dietmar Metzler,FC St. Gallen 1879,1985-1989
Roman Buess,FC St. Gallen 1879,2016-2019
Willem Geubbels,FC St. Gallen 1879,2023-2025
Jordi Quintillà,FC St. Gallen 1879,"2018-2021, 2022-2025"
Marco Aratore,FC St. Gallen 1879,2014-2018
José Cardozo,FC St. Gallen 1879,1990-1992
Marco Mathys,FC St. Gallen 1879,2012-2016
Philipp Muntwiler,FC St. Gallen 1879,"2002-2004, 2006-2012"
Nico Abegglen,FC St. Gallen 1879,2009-2013
Víctor Ruiz,FC St. Gallen 1879,"2019-2022, 2024-2025"
Sascha Müller,FC St. Gallen 1879,"1994-1995, 1997-2003"
Erik Regtop,FC St. Gallen 1879,1996-1998
Eric Hassli,FC St. Gallen 1879,2005-2006
Metin Sengör,FC St. Gallen 1879,1981-1984
Fabian Frei,FC St. Gallen 1879,2009-2011
Hugo Rubio,FC St. Gallen 1879,1989-1991
Pascal Thüler,FC St. Gallen 1879,"1988-1993, 1999-2001"
Roberto Rodriguez,FC St. Gallen 1879,2013-2015
Edwin Vurens,FC St. Gallen 1879,1997-1999
Mario Frick,FC St. Gallen 1879,"1994-1996, 2009-2011"
Christian Witzig,FC St. Gallen 1879,"2017-2018, 2021-2025"
Erminio Piserchia,FC St. Gallen 1879,1986-1989
Walter Pellegrini,FC St. Gallen 1879,1985-1986
Fabian Schubert,FC St. Gallen 1879,2021-2024
Dzengis Cavusevic,FC St. Gallen 1879,2012-2016
Emmanuel Latte Lath,FC St. Gallen 1879,2022-2023
Kristian Nushi,FC St. Gallen 1879,2009-2014
Franck Etoundi,FC St. Gallen 1879,2011-2013
Beat Rietmann,FC St. Gallen 1879,1980-1989
Marcel Cornioley,FC St. Gallen 1879,1969-1972
Thomas Wyss,FC St. Gallen 1879,1990-1993
Albert Bunjaku,FC St. Gallen 1879,2014-2017
Pierre Blättler,FC St. Gallen 1879,1991-1993
Ermedin Demirovic,FC St. Gallen 1879,2019-2020
Albian Ajeti,FC St. Gallen 1879,"2016-2017, 2017-2017"
Julian Von Moos,FC St. Gallen 1879,2022-2024
Hakan Yakin,FC St. Gallen 1879,1998-1999
Daniel Imhof,FC St. Gallen 1879,"2000-2005, 2010-2012"
Marco Zwyssig,FC St. Gallen 1879,1996-2001
Vincent Sierro,FC St. Gallen 1879,2018-2019
Roberto Fregno,FC St. Gallen 1879,1986-1987
David Marazzi,FC St. Gallen 1879,2003-2008
Louis Frei,FC St. Gallen 1879,1968-1973
René Müller,FC St. Gallen 1879,1976-1979
Rudolf Nafziger,FC St. Gallen 1879,1968-1970
Élie Youan,FC St. Gallen 1879,"2020-2021, 2021-2022, 2022-2022, 2023-2023"
Moustapha Dabo,FC St. Gallen 1879,2008-2009
Dusan Pavlovic,FC St. Gallen 1879,2003-2005
Jiri Koubsky,FC St. Gallen 1879,2005-2010
Daniel Raschle,FC St. Gallen 1879,1989-1992
Christian Gross,FC St. Gallen 1879,1981-1985
Ivan Dal Santo,FC St. Gallen 1879,1996-2003
Richard Zambrano,FC St. Gallen 1879,1991-1992
Albert Vallci,FC St. Gallen 1879,2022-2025
Boris Babic,FC St. Gallen 1879,"2017-2018, 2019-2022"
Urs Fischer,FC St. Gallen 1879,1987-1995
Guido,FC St. Gallen 1879,2000-2003
Fabián Estay,FC St. Gallen 1879,1991-1993
Tamás Tiefenbach,FC St. Gallen 1879,"1993-1995, 1996-1997"
Maurizio Jacobacci,FC St. Gallen 1879,1992-1993
