name,club,periods
Patrick Bengondo,FC Winterthur,"2005-2006, 2007-2008, 2011-2016"
Peter Risi,FC Winterthur,1972-1975
Herbert Dimmeler,FC Winterthur,1971-1972
Roman Buess,FC Winterthur,2019-2025
Pascal Renfer,FC Winterthur,"2001-2002, 2004-2004, 2004-2006"
Timo Konietzka,FC Winterthur,1967-1971
Luka Sliskovic,FC Winterthur,"2016-2017, 2017-2020"
Kristian Kuzmanovic,FC Winterthur,"2009-2011, 2012-2014"
Tomo Barlecaj,FC Winterthur,2006-2009
Carlos Silvio,FC Winterthur,2016-2018
Sven Lüscher,FC Winterthur,2009-2013
Luca Radice,FC Winterthur,"2006-2011, 2011-2014, 2016-2020"
Goran Antic,FC Winterthur,"2003-2004, 2009-2012"
Roberto Alves,FC Winterthur,"2018-2019, 2020-2022"
Bruno Brizzi,FC Winterthur,1955-1958
Kurt Grünig,FC Winterthur,1972-1976
Rainer Bieli,FC Winterthur,2009-2011
Önder Çengel,FC Winterthur,"2003-2004, 2007-2008"
Eigil Nielsen,FC Winterthur,1971-1974
Innocent Emeghara,FC Winterthur,"2009-2010, 2020-2021"
Boban Maksimovic,FC Winterthur,2006-2008
João Paiva,FC Winterthur,2014-2016
Samir Ramizi,FC Winterthur,2020-2024
Matteo Di Giusto,FC Winterthur,2022-2025
Marco Aratore,FC Winterthur,"2013-2013, 2013-2014"
Fritz Künzli,FC Winterthur,1973-1976
Poul-Erik Thygesen,FC Winterthur,1976-1977
Samuel Ballet,FC Winterthur,"2021-2022, 2022-2024"
Giorgio Contini,FC Winterthur,"1992-1994, 2003-2005"
Sayfallah Ltaief,FC Winterthur,"2020-2022, 2023-2024"
Ermir Lenjani,FC Winterthur,"2010-2010, 2010-2013"
Davide Callà,FC Winterthur,2018-2021
Nishan Burkart,FC Winterthur,"2022-2023, 2023-2025"
Ernst Meyer,FC Winterthur,1970-1976
Heinz Akeret,FC Winterthur,1957-1960
Michel Sprunger,FC Winterthur,2008-2013
Newton Ben Katanha,FC Winterthur,2010-2013
Manuel Sutter,FC Winterthur,2016-2019
Luca Zuffi,FC Winterthur,"2007-2012, 2013-2013, 2023-2025"
Patrik Ramsauer,FC Winterthur,"1989-1995, 1996-2002"
Tunahan Çiçek,FC Winterthur,2014-2016
Ernst Rutschmann,FC Winterthur,1967-1971
Kurt Scheller,FC Winterthur,"1950-1954, 1959-1962"
Moshe Ohayon,FC Winterthur,2006-2008
Ousmane Doumbia,FC Winterthur,2018-2020
Christian Fassnacht,FC Winterthur,2015-2016
Umberto Romano,FC Winterthur,"1996-1997, 2004-2009"
Erwin Schweizer,FC Winterthur,
Charly Brupbacher,FC Winterthur,1955-1958
Taulant Seferi,FC Winterthur,2018-2019
Gianluca D'Angelo,FC Winterthur,2013-2017
Hans Franz,FC Winterthur,"1984-1986, 1987-1989"
Sehar Fejzulahi,FC Winterthur,2007-2008
Neftali Manzambi,FC Winterthur,"2021-2023, 2023-2024"
Samir Kozarac,FC Winterthur,2002-2006
Aldin Turkes,FC Winterthur,2023-2024
Anas Mahamid,FC Winterthur,2019-2021
Patrik Schuler,FC Winterthur,2010-2017
Sandro Lombardi,FC Winterthur,2004-2009
Kurt Berger,FC Winterthur,1950-1959
Tobias Schättin,FC Winterthur,"2014-2018, 2018-2020, 2021-2025"
Yohan Kely Viola,FC Winterthur,2006-2008
Fabio Digenti,FC Winterthur,"2004-2006, 2007-2008"
Urs Güntensperger,FC Winterthur,
Christian Winiger,FC Winterthur,
Daniel Sereinig,FC Winterthur,2011-2014
Remo Arnold,FC Winterthur,"2018-2019, 2020-2025"
Gezim Pepsi,FC Winterthur,2020-2022
Juninho,FC Winterthur,2004-2007
Dieter Rüefli,FC Winterthur,
Uwe Rapolder,FC Winterthur,1981-1985
Roger Wehrli,FC Winterthur,1975-1977
Randy Schneider,FC Winterthur,2023-2025
Christian Graf,FC Winterthur,"1976-1980, 1982-1985, 1988-1989"
Sergio Gurrieri,FC Winterthur,1989-1990
Gabriel Isik,FC Winterthur,2017-2022
Amin Tighazoui,FC Winterthur,2014-2015
Branislav Vukosavljević,FC Winterthur,1958-1960
Granit Lekaj,FC Winterthur,"2010-2011, 2018-2025"
Kwadwo Duah,FC Winterthur,2017-2018
Roman Burger,FC Winterthur,1994-1998
Almir Murati,FC Winterthur,"2003-2005, 2006-2007, 2007-2007"
Karim Gazzetta,FC Winterthur,"2016-2017, 2017-2019"
Dieter Eckstein,FC Winterthur,1996-1997
Axel Thoma,FC Winterthur,1992-1993
Sandro Foschini,FC Winterthur,"2014-2015, 2015-2016"
Yassin Mikari,FC Winterthur,2005-2007
Fabio Raimondi,FC Winterthur,2001-2006
Pascal Thrier,FC Winterthur,2006-2009
Thomas Stamm,FC Winterthur,"2000-2000, 2002-2007"
