name,club,periods
Eugen Meier,BSC Young Boys,1951-1965
Jean-Pierre Nsame,BSC Young Boys,"2017-2022, 2022-2024"
Guillaume Hoarau,BSC Young Boys,2014-2020
Dario Zuffi,BSC Young Boys,1985-1991
Christian Fassnacht,BSC Young Boys,"2017-2023, 2025-2025"
Thomas Häberli,BSC Young Boys,2000-2009
Georges Bregy,BSC Young Boys,"1984-1986, 1990-1994"
Gürkan Sermeter,BSC Young Boys,"1996-1996, 2000-2006"
Roland Schönenberger,BSC Young Boys,1979-1986
Bert Theunissen,BSC Young Boys,"1965-1967, 1970-1973"
Hans Grütter,BSC Young Boys,"1941-1945, 1946-1960"
Hans-Peter Schild,BSC Young Boys,1972-1976
Miralem Sulejmani,BSC Young Boys,2015-2022
Mario Raimondi,BSC Young Boys,2005-2013
Meschack Elia,BSC Young Boys,"2020-2025, 2025-2025"
Nicolas Moumi Ngamaleu,BSC Young Boys,2017-2022
Heinz Schneiter,BSC Young Boys,"1956-1962, 1966-1968"
Otto Häuptli,BSC Young Boys,1950-1959
Marco Schneuwly,BSC Young Boys,"2004-2006, 2006-2006, 2007-2012"
Raphaël Nuzzolo,BSC Young Boys,2011-2016
Moreno Costanzo,BSC Young Boys,"2010-2015, 2015-2015, 2016-2016"
Martin Weber,BSC Young Boys,1979-1995
Jean-Marie Conz,BSC Young Boys,1973-1988
Hansruedi Fuhrer,BSC Young Boys,1964-1966
Rolf Zahnd,BSC Young Boys,1979-1986
Carlos Varela,BSC Young Boys,2005-2009
Bent Christensen,BSC Young Boys,1990-1996
Jan Andersen,BSC Young Boys,1973-1977
Heinz Bigler,BSC Young Boys,"1946-1949, 1950-1962"
Joël Magnin,BSC Young Boys,2002-2006
René Sutter,BSC Young Boys,"1985-1990, 1993-1996"
Jakob Brechbühl,BSC Young Boys,1969-1983
Leonardo Bertone,BSC Young Boys,2014-2019
Karl Odermatt,BSC Young Boys,1975-1980
Gilles Yapi,BSC Young Boys,"2006-2006, 2006-2010"
Erich Hänzi,BSC Young Boys,"1986-1993, 2000-2003"
Xavier Hochstrasser,BSC Young Boys,"2006-2011, 2011-2011"
Hugo Streun,BSC Young Boys,1990-2025
Michel Aebischer,BSC Young Boys,"2017-2022, 2022-2022"
Alain Baumann,BSC Young Boys,1985-1999
Heinz Rebmann,BSC Young Boys,"1968-1971, 1974-1979"
Ulisses Garcia,BSC Young Boys,2018-2024
Alain Rochat,BSC Young Boys,"2002-2005, 2013-2017"
Sandro Lauper,BSC Young Boys,2018-2025
Jürg Wittwer,BSC Young Boys,1983-1991
Martin Lengen,BSC Young Boys,"1991-1997, 1998-2000"
Rolf Vögeli,BSC Young Boys,1972-2025
Mohamed Camara,BSC Young Boys,2018-2025
Scott Sutter,BSC Young Boys,"2009-2012, 2012-2017"
Cédric Zesiger,BSC Young Boys,2019-2023
Loris Benito,BSC Young Boys,"2015-2019, 2022-2025"
Jan Lecjaks,BSC Young Boys,"2011-2013, 2013-2017"
Kurt Meier,BSC Young Boys,1963-1972
Anton Schnider,BSC Young Boys,1957-1964
Fabian Lustenberger,BSC Young Boys,2019-2024
Steve von Bergen,BSC Young Boys,2013-2019
Werner Hofmann,BSC Young Boys,1964-1965
Willy Steffen,BSC Young Boys,1950-1959
Bernard Pulver,BSC Young Boys,1988-1998
Urs Zurbuchen,BSC Young Boys,1983-1993
Marco Wölfli,BSC Young Boys,"2000-2002, 2003-2020"
David von Ballmoos,BSC Young Boys,"2013-2015, 2017-2025"
Yvon Mvogo,BSC Young Boys,2011-2017
Walter Eichenberger,BSC Young Boys,"1968-1981, 1982-1983"
Walter Eich,BSC Young Boys,1948-1961
Félix Ansermet,BSC Young Boys,1959-1968
