name,club,periods
Jun Ruan,Shenzhen Peng City,
Edu García,Shenzhen Peng City,2022-2025
Jorge Ortiz,Shenzhen Peng City,2022-2025
Xiaolei Ma,Shenzhen Peng City,2022-2022
Dalong Xia,Shenzhen Peng City,"2020-2024, 2024-2025"
Qi Wang,Shenzhen Peng City,2020-2025
Chu Wang,Shenzhen Peng City,"2019-2023, 2024-2024"
Kun Xiao,Shenzhen Peng City,2020-2024
Yiyao Cao,Shenzhen Peng City,
Endian Li,Shenzhen Peng City,"2021-2022, 2022-2023"
Chisom Egbuchulam,Shenzhen Peng City,2023-2024
Minghao Zhou,Shenzhen Peng City,2019-2022
Behram Abduweli,Shenzhen Peng City,"2023-2023, 2024-2025"
Jiaqi Zhang,Shenzhen Peng City,2020-2022
Nuali Zimin,Shenzhen Peng City,"2019-2020, 2020-2022"
Shengxiong Zheng,Shenzhen Peng City,"2020-2020, 2021-2021"
Xiaoheng Nan,Shenzhen Peng City,"2020-2022, 2022-2023"
Jun Zhao,Shenzhen Peng City,2022-2025
Junfeng Su,Shenzhen Peng City,2019-2022
Song Nan,Shenzhen Peng City,"2021-2022, 2022-2025"
Rade Dugalic,Shenzhen Peng City,2024-2025
Yerdana Milathan,Shenzhen Peng City,"2019-2020, 2020-2021, 2021-2022"
Matt Orr,Shenzhen Peng City,2024-2025
Xufei Xing,Shenzhen Peng City,2019-2021
Dadi Zhou,Shenzhen Peng City,2022-2025
Thiago Andrade,Shenzhen Peng City,2024-2024
Junjie Yang,Shenzhen Peng City,2019-2019
Zhi Li,Shenzhen Peng City,2023-2025
Chen Song,Shenzhen Peng City,2020-2024
Samuel Armenteros,Shenzhen Peng City,2024-2025
Qiao Wang,Shenzhen Peng City,"2019-2019, 2020-2022, 2022-2025"
Dorielton,Shenzhen Peng City,2020-2020
Pierce Waring,Shenzhen Peng City,2021-2022
Weijian Wu,Shenzhen Peng City,
Eden Karzev,Shenzhen Peng City,2024-2025
Jiaqi Wang,Shenzhen Peng City,
Muzapar Muhta,Shenzhen Peng City,"2022-2024, 2024-2025, 2025-2025"
Rui Yu,Shenzhen Peng City,2023-2025
Xialu Shan,Shenzhen Peng City,2018-2021
Wenyan Liao,Shenzhen Peng City,
Xinyu Liu,Shenzhen Peng City,"2022-2023, 2023-2024"
Song Wang,Shenzhen Peng City,"2020-2021, 2021-2022"
Yujie Zhang,Shenzhen Peng City,2025-2025
Xuri Zhao,Shenzhen Peng City,2022-2023
Chao Wang,Shenzhen Peng City,"2019-2020, 2020-2021"
Jiawei Li,Shenzhen Peng City,
Wei Zhang,Shenzhen Peng City,2024-2025
Di Yu,Shenzhen Peng City,2017-2020
Baojie Zhu,Shenzhen Peng City,2023-2025
Jingzong Wei,Shenzhen Peng City,2021-2021
Canjie Ma,Shenzhen Peng City,2022-2024
Xiaoshun Geng,Shenzhen Peng City,2019-2023
Nemanja Vidic,Shenzhen Peng City,2020-2022
Yue Song,Shenzhen Peng City,2023-2025
Wai-Tsun Dai,Shenzhen Peng City,2024-2024
Xinxin Yang,Shenzhen Peng City,2018-2019
Chen Zhang,Shenzhen Peng City,2018-2018
Yu Zheng,Shenzhen Peng City,2020-2022
Yi Chen,Shenzhen Peng City,2022-2024
Júnior Negrão,Shenzhen Peng City,2023-2025
Shi Qiu,Shenzhen Peng City,2018-2019
Yunlin Zhang,Shenzhen Peng City,
Yang Liu,Shenzhen Peng City,2019-2019
Jules Iloki,Shenzhen Peng City,"2020-2020, 2020-2021"
Jinqing Li,Shenzhen Peng City,2022-2023
Cheng Long,Shenzhen Peng City,2021-2021
Wu Xu,Shenzhen Peng City,"2022-2022, 2022-2023"
Xianfeng Zeng,Shenzhen Peng City,
Ang Deng,Shenzhen Peng City,
Wenjian Guo,Shenzhen Peng City,2018-2019
Yuan Tao,Shenzhen Peng City,"2022-2022, 2022-2023, 2024-2024, 2024-2025"
Yuquan Zhang,Shenzhen Peng City,"2023-2023, 2024-2024"
Wenyi Yang,Shenzhen Peng City,
Zheyu Lu,Shenzhen Peng City,2020-2022
Xiaobin Zhang,Shenzhen Peng City,2025-2025
Sheng Liu,Shenzhen Peng City,"2020-2020, 2020-2025"
Junjun Huang,Shenzhen Peng City,
Chenglei Yu,Shenzhen Peng City,2018-2018
Weipeng Song,Shenzhen Peng City,2018-2019
Fangzhou Chen,Shenzhen Peng City,"2022-2022, 2022-2024"
Manprit Sarkaria,Shenzhen Peng City,2025-2025
Zhipeng Jiang,Shenzhen Peng City,2025-2025
Yiming Yang,Shenzhen Peng City,2025-2025
Lei Yang,Shenzhen Peng City,"2022-2022, 2022-2023"
Shahzat Ghojaehmet,Shenzhen Peng City,2024-2025
Shuo Chen,Shenzhen Peng City,2022-2023
Zhuo Chen,Shenzhen Peng City,2017-2020
Shang Jin,Shenzhen Peng City,"2023-2024, 2024-2025"
Yang Tan,Shenzhen Peng City,"2019-2019, 2020-2021, 2021-2025"
Yanming Lu,Shenzhen Peng City,2022-2024
Jiabao Han,Shenzhen Peng City,2018-2019
Shuang Hao,Shenzhen Peng City,2018-2020
Hernán Santana,Shenzhen Peng City,2022-2023
Yinong Tian,Shenzhen Peng City,2024-2025
Wei Lü,Shenzhen Peng City,2020-2022
Jing Liu,Shenzhen Peng City,2021-2021
