name,club,periods
Frank Acheampong,Tianjin Jinmen Tiger,"2017-2017, 2018-2021"
Yang Cao,Tianjin Jinmen Tiger,2016-2020
Carmelo Valencia,Tianjin Jinmen Tiger,2013-2015
Johnathan,Tianjin Jinmen Tiger,2018-2021
Weijun Xie,Tianjin Jinmen Tiger,2018-2025
Qiuming Wang,Tianjin Jinmen Tiger,"2014-2018, 2022-2025"
Rentian Hu,Tianjin Jinmen Tiger,
Xinxin Wang,Tianjin Jinmen Tiger,2009-2016
Andrea Compagno,Tianjin Jinmen Tiger,2024-2025
Luciano Olguín,Tianjin Jinmen Tiger,2010-2012
Mbaye Diagne,Tianjin Jinmen Tiger,2016-2018
Dun Ba,Tianjin Jinmen Tiger,"2021-2021, 2022-2025"
Dabao Yu,Tianjin Jinmen Tiger,2010-2012
Robert Beric,Tianjin Jinmen Tiger,2022-2024
Hernán Barcos,Tianjin Jinmen Tiger,2015-2016
Sjoerd Ars,Tianjin Jinmen Tiger,2012-2012
Sandro Wagner,Tianjin Jinmen Tiger,2019-2020
Haibin Zhou,Tianjin Jinmen Tiger,"2013-2013, 2014-2017"
Andrezinho,Tianjin Jinmen Tiger,2013-2015
Albion Ademi,Tianjin Jinmen Tiger,2024-2025
Farley Rosa,Tianjin Jinmen Tiger,2022-2024
Wei'an Wu,Tianjin Jinmen Tiger,
Fredy Montero,Tianjin Jinmen Tiger,"2016-2017, 2017-2018"
Jiakang Hui,Tianjin Jinmen Tiger,"2012-2019, 2020-2021"
Marko Zoric,Tianjin Jinmen Tiger,"2006-2007, 2010-2012"
Tao Chen,Tianjin Jinmen Tiger,2011-2013
Yuanyi Li,Tianjin Jinmen Tiger,"2016-2016, 2017-2019"
Shuo Zhang,Tianjin Jinmen Tiger,2002-2009
Junmin Hao,Tianjin Jinmen Tiger,2004-2010
Zhenyu Du,Tianjin Jinmen Tiger,"2012-2012, 2013-2015"
Baré,Tianjin Jinmen Tiger,2013-2015
Fran Mérida,Tianjin Jinmen Tiger,2022-2024
Kaimu Zheng,Tianjin Jinmen Tiger,2019-2021
Benjian Li,Tianjin Jinmen Tiger,"2006-2008, 2008-2009, 2009-2017"
Taoyu Piao,Tianjin Jinmen Tiger,"2019-2022, 2022-2024"
Magno Cruz,Tianjin Jinmen Tiger,2021-2021
Yan Shi,Tianjin Jinmen Tiger,"2021-2021, 2022-2025"
Vladimir Jovancic,Tianjin Jinmen Tiger,"2012-2012, 2013-2013"
Yingjie Zhao,Tianjin Jinmen Tiger,"2012-2013, 2013-2014, 2014-2014, 2014-2015, 2016-2024"
Leilei Ma,Tianjin Jinmen Tiger,
Erik Paartalu,Tianjin Jinmen Tiger,2013-2014
Hao Rong,Tianjin Jinmen Tiger,"2019-2019, 2020-2020"
Yuefeng Bai,Tianjin Jinmen Tiger,2009-2023
Hao Guo,Tianjin Jinmen Tiger,"2013-2021, 2023-2025"
Brown Ideye,Tianjin Jinmen Tiger,2017-2025
Yuanjie Su,Tianjin Jinmen Tiger,2019-2025
Yang He,Tianjin Jinmen Tiger,2002-2015
Marius Bilașco,Tianjin Jinmen Tiger,2011-2012
Weifeng Li,Tianjin Jinmen Tiger,2011-2015
Malick Evouna,Tianjin Jinmen Tiger,2016-2017
Xiaobin Zhang,Tianjin Jinmen Tiger,2011-2012
Éber,Tianjin Jinmen Tiger,
Sandro Lima,Tianjin Jinmen Tiger,2020-2021
Lucian Goian,Tianjin Jinmen Tiger,2012-2013
Jules Iloki,Tianjin Jinmen Tiger,2021-2022
Éder Lima,Tianjin Jinmen Tiger,2013-2015
Tong Zhou,Tianjin Jinmen Tiger,"2015-2018, 2021-2023"
David Andújar,Tianjin Jinmen Tiger,2022-2024
Chen Jiang,Tianjin Jinmen Tiger,2012-2013
John Obi Mikel,Tianjin Jinmen Tiger,2017-2019
Chiming Zhang,Tianjin Jinmen Tiger,2018-2020
Wagner,Tianjin Jinmen Tiger,2015-2016
Alberto Quiles,Tianjin Jinmen Tiger,2025-2025
Bo Qu,Tianjin Jinmen Tiger,2016-2017
Jurica Vucko,Tianjin Jinmen Tiger,2007-2007
Tiquinho Soares,Tianjin Jinmen Tiger,2020-2021
Alex Grant,Tianjin Jinmen Tiger,2024-2025
Aleksandar Jovanovic,Tianjin Jinmen Tiger,2016-2017
Morteza Pouraliganji,Tianjin Jinmen Tiger,2015-2016
Liyu Yang,Tianjin Jinmen Tiger,2017-2017
Zaynitdin Tadzhiev,Tianjin Jinmen Tiger,2009-2010
Xadas,Tianjin Jinmen Tiger,2024-2025
José Luis Villanueva,Tianjin Jinmen Tiger,2010-2011
Zainadine,Tianjin Jinmen Tiger,"2016-2017, 2017-2018"
Haoyu Mao,Tianjin Jinmen Tiger,2018-2021
Bochao Liao,Tianjin Jinmen Tiger,
Felix Bastians,Tianjin Jinmen Tiger,2018-2021
Damiano Tommasi,Tianjin Jinmen Tiger,2009-2009
Yue Song,Tianjin Jinmen Tiger,2020-2023
Murahmetjan Muzepper,Tianjin Jinmen Tiger,2017-2020
Tao Nie,Tianjin Jinmen Tiger,2021-2021
Honglüe Zhao,Tianjin Jinmen Tiger,"2015-2016, 2016-2021"
Tianyi Qiu,Tianjin Jinmen Tiger,2017-2023
Wangsong Tan,Tianjin Jinmen Tiger,2017-2023
Liao Zhou,Tianjin Jinmen Tiger,"2012-2016, 2016-2017, 2017-2019, 2019-2020"
Songyi Li,Tianjin Jinmen Tiger,2021-2021
Ximing Pan,Tianjin Jinmen Tiger,2016-2018
Ivan Fiolic,Tianjin Jinmen Tiger,2024-2024
Junxian Liu,Tianjin Jinmen Tiger,2024-2025
Mak Lind,Tianjin Jinmen Tiger,2014-2015
Éder Lima,Tianjin Jinmen Tiger,2022-2023
Jiarun Gao,Tianjin Jinmen Tiger,"2016-2020, 2021-2023"
Charles Chad,Tianjin Jinmen Tiger,2007-2008
Yumiao Qian,Tianjin Jinmen Tiger,2020-2025
Zihao Yang,Tianjin Jinmen Tiger,"2021-2021, 2022-2025"
