name,club,periods
John Mary,Meizhou Hakka,"2018-2019, 2024-2025"
Chisom Egbuchulam,Meizhou Hakka,2020-2023
Japa,Meizhou Hakka,2016-2018
Yi Guo,Meizhou Hakka,"2018-2018, 2019-2023, 2023-2024, 2024-2024"
Lonsana Doumbouya,Meizhou Hakka,2020-2021
Xueming Liang,Meizhou Hakka,2020-2023
Zhilin Gao,Meizhou Hakka,
Jianfeng Yu,Meizhou Hakka,
Rodrigo Henrique,Meizhou Hakka,2022-2025
Wei Cui,Meizhou Hakka,"2018-2018, 2019-2024, 2024-2024, 2024-2025"
Nebojsa Kosovic,Meizhou Hakka,2022-2025
Tyrone Conraad,Meizhou Hakka,2023-2024
Onur Dogan,Meizhou Hakka,2016-2018
Aleksa Vukanovic,Meizhou Hakka,2022-2023
Chaosheng Yang,Meizhou Hakka,2022-2025
Dorielton,Meizhou Hakka,"2019-2020, 2020-2021"
Serges Deblé,Meizhou Hakka,2017-2019
Guokang Chen,Meizhou Hakka,"2020-2023, 2023-2024, 2024-2025"
Gibril Sankoh,Meizhou Hakka,2016-2017
Xue Ouyang,Meizhou Hakka,2016-2019
Igor Sartori,Meizhou Hakka,2021-2022
Chugui Ye,Meizhou Hakka,2023-2025
Andrej Kotnik,Meizhou Hakka,"2023-2024, 2024-2025"
Rade Dugalic,Meizhou Hakka,2022-2024
Junsheng Yao,Meizhou Hakka,2017-2017
Bin Yang,Meizhou Hakka,2019-2022
Zhiquan Zhang,Meizhou Hakka,2019-2020
Sheng Liu,Meizhou Hakka,"2021-2021, 2022-2023"
Pan Wang,Meizhou Hakka,"2018-2020, 2020-2021"
Zhongxiao Jiang,Meizhou Hakka,
Yihu Yang,Meizhou Hakka,2020-2025
Tze-Nam Yue,Meizhou Hakka,2022-2025
Congyao Yin,Meizhou Hakka,2022-2025
Valeri Bozhinov,Meizhou Hakka,2017-2017
Liang Shi,Meizhou Hakka,2020-2025
Tianbao Cao,Meizhou Hakka,2015-2015
Jun Ji,Meizhou Hakka,
Junjian Liao,Meizhou Hakka,2022-2025
Zhen Xiao,Meizhou Hakka,2020-2022
Hongjun Shi,Meizhou Hakka,
Zhilang Li,Meizhou Hakka,
Yilin Yang,Meizhou Hakka,"2020-2020, 2022-2024"
Eva Wankewai,Meizhou Hakka,2024-2024
Lin Lu,Meizhou Hakka,2021-2022
Kerui Chen,Meizhou Hakka,2018-2018
Haochang Cai,Meizhou Hakka,2021-2023
Wenji Yang,Meizhou Hakka,2017-2022
Juyuan Lin,Meizhou Hakka,
Zhechao Chen,Meizhou Hakka,2022-2025
Zhengrong Zhu,Meizhou Hakka,2016-2016
Dongxu Tu,Meizhou Hakka,
Jie Chen,Meizhou Hakka,2023-2025
Lazar Arsic,Meizhou Hakka,2019-2020
Ziyi Tian,Meizhou Hakka,2024-2025
Jing Guo,Meizhou Hakka,2017-2017
Hong Gui,Meizhou Hakka,2021-2021
Dechao Tang,Meizhou Hakka,2015-2020
Jiansheng Zhang,Meizhou Hakka,2019-2019
Xing Chen,Meizhou Hakka,"2019-2020, 2021-2022, 2022-2023"
Dun Ba,Meizhou Hakka,"2015-2015, 2016-2016"
Liping Wei,Meizhou Hakka,2017-2019
Weilong Wang,Meizhou Hakka,2018-2018
Ximing Pan,Meizhou Hakka,2023-2025
Chen Yang,Meizhou Hakka,
Jia'nan Wang,Meizhou Hakka,2024-2025
Xinli Peng,Meizhou Hakka,
Yun Liu,Meizhou Hakka,2025-2025
Gaoling Mai,Meizhou Hakka,"2022-2024, 2024-2025"
Branimir Jocic,Meizhou Hakka,2025-2025
Haoyuan Xue,Meizhou Hakka,2019-2020
Zhe Li,Meizhou Hakka,2018-2019
Shaoxiong Peng,Meizhou Hakka,
Jerome Ngom Mbekeli,Meizhou Hakka,2025-2025
Lingfeng Li,Meizhou Hakka,"2021-2022, 2023-2024"
Haoran Zhong,Meizhou Hakka,2025-2025
Chiquinho,Meizhou Hakka,2019-2019
Yu Hou,Meizhou Hakka,
Zhilüe Tao,Meizhou Hakka,2022-2023
Yuping Li,Meizhou Hakka,
Hao Zhang,Meizhou Hakka,2025-2025
Da Wen,Meizhou Hakka,2025-2025
Shengpan Ji,Meizhou Hakka,2025-2025
Xiangxin Wei,Meizhou Hakka,2024-2025
Junhua Liu,Meizhou Hakka,
Michael Cheukoua,Meizhou Hakka,2025-2025
Xinsheng Ye,Meizhou Hakka,
Sheng Qin,Meizhou Hakka,
Lin Yuan,Meizhou Hakka,
Shuwen Ye,Meizhou Hakka,
Xuhuang Chen,Meizhou Hakka,2025-2025
Junfeng Li,Meizhou Hakka,2023-2024
Ziheng Liu,Meizhou Hakka,
Daogang Yao,Meizhou Hakka,2023-2024
Xiaolei Ma,Meizhou Hakka,
Yifan Sun,Meizhou Hakka,
