name,club,periods
Giovanni Moreno,Shanghai Shenhua,2012-2022
Yunding Cao,Shanghai Shenhua,2011-2025
Cephas Malele,Shanghai Shenhua,2023-2025
Demba Ba,Shanghai Shenhua,"2015-2017, 2017-2018, 2018-2019"
Obafemi Martins,Shanghai Shenhua,"2016-2018, 2020-2020"
Hanchao Yu,Shanghai Shenhua,2020-2025
Fredy Guarín,Shanghai Shenhua,2016-2019
Duvier Riascos,Shanghai Shenhua,2011-2011
André Luis,Shanghai Shenhua,2024-2025
Xi Wu,Shanghai Shenhua,"2009-2013, 2021-2025"
Jianrong Zhu,Shanghai Shenhua,"2017-2020, 2020-2021, 2021-2023"
Shin-wook Kim,Shanghai Shenhua,2019-2022
Paulo Henrique,Shanghai Shenhua,"2014-2015, 2015-2016, 2016-2017, 2017-2017"
Di Gao,Shanghai Shenhua,"2017-2020, 2020-2021, 2021-2022"
Luís Ramírez,Shanghai Shenhua,
Tim Cahill,Shanghai Shenhua,2015-2016
Jianqing Mao,Shanghai Shenhua,2017-2019
Luis Salmerón,Shanghai Shenhua,2011-2011
Firas Al-Khatib,Shanghai Shenhua,2013-2014
Lin Gao,Shanghai Shenhua,
Christian Bassogog,Shanghai Shenhua,2021-2024
João Carlos Teixeira,Shanghai Shenhua,2023-2025
Renliang Feng,Shanghai Shenhua,2010-2013
Odion Ighalo,Shanghai Shenhua,"2019-2020, 2021-2021"
Weifeng Li,Shanghai Shenhua,
Dady,Shanghai Shenhua,2013-2016
Kun Jiang,Shanghai Shenhua,
Didier Drogba,Shanghai Shenhua,2012-2013
Haijian Wang,Shanghai Shenhua,2019-2025
Jinhao Bi,Shanghai Shenhua,"2016-2018, 2019-2023"
Xinli Peng,Shanghai Shenhua,"2019-2023, 2023-2024"
Vyacheslav Hleb,Shanghai Shenhua,2009-2010
Shenglong Jiang,Shanghai Shenhua,"2018-2020, 2020-2021, 2021-2025"
Yanko Valkanov,Shanghai Shenhua,2009-2010
Chenjie Zhu,Shanghai Shenhua,2018-2025
Wei Du,Shanghai Shenhua,
Diego Alonso,Shanghai Shenhua,2007-2008
Joel Griffiths,Shanghai Shenhua,2012-2013
Lucas Viatri,Shanghai Shenhua,"2014-2015, 2015-2016"
Xu Yang,Shanghai Shenhua,2020-2023
Yun Wang,Shanghai Shenhua,"2015-2017, 2017-2019"
Xiang Sun,Shanghai Shenhua,"2007-2008, 2009-2010"
Liang Xu,Shanghai Shenhua,2013-2015
Hui Xie,Shanghai Shenhua,2008-2009
Tao Yu,Shanghai Shenhua,
Hernán Barcos,Shanghai Shenhua,2009-2009
Hámilton Ricard,Shanghai Shenhua,2007-2009
Aleksandar Rodic,Shanghai Shenhua,2009-2009
Ibrahim Amadou,Shanghai Shenhua,2023-2025
Óscar Romero,Shanghai Shenhua,"2017-2017, 2017-2019"
Zheng Lü,Shanghai Shenhua,2015-2018
Jean Michel N'Lend,Shanghai Shenhua,2010-2011
Adrian Mierzejewski,Shanghai Shenhua,2021-2021
Sergio Blanco,Shanghai Shenhua,2007-2008
Boxuan Song,Shanghai Shenhua,2010-2025
Ruofan Liu,Shanghai Shenhua,"2017-2020, 2020-2021, 2021-2024"
Mingjian Zhao,Shanghai Shenhua,"2020-2022, 2022-2023"
Alexander N'Doumbou,Shanghai Shenhua,2019-2023
Lin Dai,Shanghai Shenhua,2009-2024
Saulo Mineiro,Shanghai Shenhua,2025-2025
