name,club,periods
Olaf Ansorge,VfL Wolfsburg,1981-1992
Frank Plagge,VfL Wolfsburg,"1986-1992, 1993-1995"
Siegfried Reich,VfL Wolfsburg,1991-1996
Edin Džeko,VfL Wolfsburg,2007-2011
Wilfried Kemmer,VfL Wolfsburg,"1962-1966, 1967-1977"
Grafite,VfL Wolfsburg,2007-2011
Diego Klimowicz,VfL Wolfsburg,2001-2007
Wout Weghorst,VfL Wolfsburg,2018-2022
Matthias Fiebich,VfL Wolfsburg,"1983-1988, 1989-1991"
Holger Fiebich,VfL Wolfsburg,1987-1994
Andrzej Juskowiak,VfL Wolfsburg,1998-2002
Bas Dost,VfL Wolfsburg,2012-2016
Maximilian Arnold,VfL Wolfsburg,2012-2025
Roy Präger,VfL Wolfsburg,"1995-1999, 2002-2005"
Martin Petrov,VfL Wolfsburg,2001-2005
Peter Ament,VfL Wolfsburg,1978-1989
Michael Geiger,VfL Wolfsburg,1986-1993
Charles Akonnor,VfL Wolfsburg,1998-2004
Yannick Gerhardt,VfL Wolfsburg,2016-2025
Josip Brekalo,VfL Wolfsburg,"2016-2017, 2017-2021, 2022-2023"
Detlev Dammeier,VfL Wolfsburg,1992-2000
Ricardo Rodríguez,VfL Wolfsburg,2012-2017
Ridle Baku,VfL Wolfsburg,2020-2025
Naldo,VfL Wolfsburg,2012-2016
Ralf Kammel,VfL Wolfsburg,1982-1997
Stefan Meissner,VfL Wolfsburg,1994-1998
Ashkan Dejagah,VfL Wolfsburg,"2007-2012, 2017-2017"
Renato Steffen,VfL Wolfsburg,2018-2022
Heiner Pahl,VfL Wolfsburg,1987-1992
Christian Gentner,VfL Wolfsburg,"2007-2008, 2008-2010"
Daniel Caligiuri,VfL Wolfsburg,2013-2017
Marcel Schäfer,VfL Wolfsburg,2007-2017
Dorinel Munteanu,VfL Wolfsburg,1999-2004
Alexander Madlung,VfL Wolfsburg,2006-2013
Robin Knoche,VfL Wolfsburg,2012-2020
Karl-Heinz Borutta,VfL Wolfsburg,1969-1977
Holger Ballwanz,VfL Wolfsburg,1992-2000
Miroslav Karhan,VfL Wolfsburg,2001-2007
Luiz Gustavo,VfL Wolfsburg,2013-2017
Josuha Guilavogui,VfL Wolfsburg,"2014-2016, 2016-2022, 2022-2023"
Werner Wischniowsky,VfL Wolfsburg,1964-1971
Pablo Thiam,VfL Wolfsburg,2003-2008
Carlos Tavares,VfL Wolfsburg,1988-1992
Siegfried Schanda,VfL Wolfsburg,1973-1987
Marino Biliskov,VfL Wolfsburg,1999-2005
Stefan Schnoor,VfL Wolfsburg,2000-2006
Uwe Otto,VfL Wolfsburg,1980-1992
Sascha Riether,VfL Wolfsburg,2007-2011
Vieirinha,VfL Wolfsburg,2012-2017
John Brooks,VfL Wolfsburg,2017-2022
Maxence Lacroix,VfL Wolfsburg,2020-2024
Peter Kleeschätzky,VfL Wolfsburg,1991-1999
Makoto Hasebe,VfL Wolfsburg,2008-2013
Uwe Funke,VfL Wolfsburg,1963-1972
Frank Lieberam,VfL Wolfsburg,1993-1996
Frank Greiner,VfL Wolfsburg,1997-2003
Juan Carlos Menseguez,VfL Wolfsburg,"2003-2004, 2004-2007"
Ernst Kasparu,VfL Wolfsburg,1954-1959
Sead Kapetanovic,VfL Wolfsburg,1995-1999
Hans Sarpei,VfL Wolfsburg,2001-2007
Josué,VfL Wolfsburg,2007-2013
Ingo Eismann,VfL Wolfsburg,1969-1977
Jann Jensen,VfL Wolfsburg,1993-1998
Hans Klitzke,VfL Wolfsburg,1963-1971
Waldemar Kryger,VfL Wolfsburg,1997-2002
Christian Träsch,VfL Wolfsburg,2011-2017
Patrick Weiser,VfL Wolfsburg,1999-2005
Simon Jentzsch,VfL Wolfsburg,2003-2009
Claus Reitmaier,VfL Wolfsburg,1998-2003
Koen Casteels,VfL Wolfsburg,"2015-2015, 2015-2024"
Diego Benaglio,VfL Wolfsburg,2008-2017
Wilfried Reckel,VfL Wolfsburg,1963-1969
Uwe Zimmermann,VfL Wolfsburg,1993-1999
