name,club,periods
Gerd Müller,Bayern Munich,1964-1979
Robert Lewandowski,Bayern Munich,2014-2022
Thomas Müller,Bayern Munich,2009-2025
Rainer Ohlhauser,Bayern Munich,1961-1970
Karl-Heinz Rummenigge,Bayern Munich,1974-1984
Roland Wohlfarth,Bayern Munich,1984-1993
Dieter Hoeneß,Bayern Munich,1979-1987
Arjen Robben,Bayern Munich,2009-2019
Dieter Brenninger,Bayern Munich,1962-1971
Giovane Élber,Bayern Munich,1997-2003
Claudio Pizarro,Bayern Munich,"2001-2007, 2012-2015"
Franck Ribéry,Bayern Munich,2007-2019
Mehmet Scholl,Bayern Munich,1992-2007
Mario Gómez,Bayern Munich,2009-2013
Uli Hoeneß,Bayern Munich,"1970-1978, 1979-1979"
Paul Breitner,Bayern Munich,"1970-1974, 1978-1983"
Roy Makaay,Bayern Munich,2003-2007
Lothar Matthäus,Bayern Munich,"1984-1988, 1992-2000"
Franz Roth,Bayern Munich,1966-1978
Serge Gnabry,Bayern Munich,"2017-2017, 2018-2025"
Carsten Jancker,Bayern Munich,1996-2002
Harry Kane,Bayern Munich,2023-2025
Franz Beckenbauer,Bayern Munich,1964-1977
Klaus Augenthaler,Bayern Munich,1976-1991
Peter Grosser,Bayern Munich,1958-1963
Alexander Zickler,Bayern Munich,1993-2005
Kingsley Coman,Bayern Munich,"2015-2017, 2017-2025"
Bastian Schweinsteiger,Bayern Munich,2002-2015
Michael Rummenigge,Bayern Munich,1983-1988
Michael Ballack,Bayern Munich,2002-2006
Jamal Musiala,Bayern Munich,2020-2025
Luca Toni,Bayern Munich,"2007-2010, 2010-2010"
Leroy Sané,Bayern Munich,2020-2025
Franz Bachl,Bayern Munich,1946-1952
Miroslav Klose,Bayern Munich,2007-2011
Bernd Dürnberger,Bayern Munich,1972-1985
Roque Santa Cruz,Bayern Munich,1999-2007
Mario Mandžukić,Bayern Munich,2012-2014
Christian Ziege,Bayern Munich,1990-1997
Leon Goretzka,Bayern Munich,2018-2025
Hans Pflügler,Bayern Munich,1981-1992
Joshua Kimmich,Bayern Munich,2015-2025
Olaf Thon,Bayern Munich,1988-1994
Heinz Lettl,Bayern Munich,1950-1958
Kurt Niedermayer,Bayern Munich,1977-1982
Josef Seemann,Bayern Munich,1950-1953
Jürgen Wegmann,Bayern Munich,1987-1989
Eric-Maxim Choupo-Moting,Bayern Munich,2020-2024
Christian Nerlinger,Bayern Munich,1991-1998
Mario Götze,Bayern Munich,2013-2016
Bruno Labbadia,Bayern Munich,1991-1994
Paulo Sérgio,Bayern Munich,1999-2002
Gerhard Siedl,Bayern Munich,"1946-1948, 1949-1951, 1957-1960"
Jakob Drescher,Bayern Munich,1961-1967
Thomas Strunz,Bayern Munich,"1989-1992, 1995-2001"
Rudolf Scholz,Bayern Munich,1948-1952
Otto Schweizer,Bayern Munich,1943-1953
David Alaba,Bayern Munich,"2010-2011, 2011-2021"
Reinhold Mathy,Bayern Munich,1980-1987
Klaus Kuhnert,Bayern Munich,1958-1960
Harry Sieber,Bayern Munich,1959-1963
Thomas Helmer,Bayern Munich,1992-1999
Thiago Alcántara,Bayern Munich,2013-2020
Georg Schwarzenbeck,Bayern Munich,1966-1981
Norbert Nachtweih,Bayern Munich,1982-1989
Daniel Van Buyten,Bayern Munich,2006-2014
Mario Basler,Bayern Munich,1996-1999
Erich Hahn,Bayern Munich,1955-1959
Wolfgang Kraus,Bayern Munich,1979-1984
Norbert Janzon,Bayern Munich,1977-1981
Sören Lerby,Bayern Munich,1983-1986
Rudolf Nafziger,Bayern Munich,1961-1968
Hans Resch,Bayern Munich,1947-1956
Lukas Podolski,Bayern Munich,2006-2009
Dieter Koulmann,Bayern Munich,1963-1968
Conny Torstensson,Bayern Munich,1973-1977
Kurt Sommerlatt,Bayern Munich,1957-1959
Udo Horsmann,Bayern Munich,1975-1983
Roman Metz,Bayern Munich,1947-1956
József Zsámboki,Bayern Munich,1958-1960
Rainer Zobel,Bayern Munich,1970-1976
Toni Kroos,Bayern Munich,"2007-2009, 2010-2014"
Ivica Olic,Bayern Munich,2009-2012
Karl Schneider,Bayern Munich,1961-1966
Rudolf Jobst,Bayern Munich,1955-1959
Hans-Josef Kapellmann,Bayern Munich,1973-1979
Arturo Vidal,Bayern Munich,2015-2018
Werner Huber,Bayern Munich,1954-1960
Corentin Tolisso,Bayern Munich,2017-2022
Hans Dorfner,Bayern Munich,"1983-1984, 1986-1991"
Helmut Bauer,Bayern Munich,1951-1956
Zé Roberto,Bayern Munich,"2002-2006, 2007-2009"
Gerd Schädlich,Bayern Munich,1952-1955
Willi Hoffmann,Bayern Munich,1971-1974
Josef Röckenwagner,Bayern Munich,1961-1964
