name,club,periods
Stefan Kießling,Bayer 04 Leverkusen,2006-2018
Dimitar Berbatov,Bayer 04 Leverkusen,2001-2006
Herbert Waas,Bayer 04 Leverkusen,1982-1990
Christian Schreier,Bayer 04 Leverkusen,1984-1991
Patrik Schick,Bayer 04 Leverkusen,2020-2025
Paulo Sérgio,Bayer 04 Leverkusen,1993-1997
Bum-kun Cha,Bayer 04 Leverkusen,1983-1989
Fredi Hennecken,Bayer 04 Leverkusen,1966-1969
Lucas Alario,Bayer 04 Leverkusen,2017-2022
Karim Bellarabi,Bayer 04 Leverkusen,"2011-2013, 2014-2023"
Oliver Neuville,Bayer 04 Leverkusen,1999-2004
Florian Wirtz,Bayer 04 Leverkusen,2020-2025
Andreas Thom,Bayer 04 Leverkusen,1990-1995
Bernd Schneider,Bayer 04 Leverkusen,1999-2009
Arne Økland,Bayer 04 Leverkusen,1980-1983
Kevin Volland,Bayer 04 Leverkusen,2016-2020
Moussa Diaby,Bayer 04 Leverkusen,2019-2023
Simon Rolfes,Bayer 04 Leverkusen,2005-2015
Hans-Otto Peters,Bayer 04 Leverkusen,1960-1965
Kai Havertz,Bayer 04 Leverkusen,2016-2020
Michael Ballack,Bayer 04 Leverkusen,"1999-2002, 2010-2012"
Julian Brandt,Bayer 04 Leverkusen,2014-2019
Leon Bailey,Bayer 04 Leverkusen,2017-2021
Peter Szech,Bayer 04 Leverkusen,1978-1982
Chicharito,Bayer 04 Leverkusen,2015-2017
Patrick Helmes,Bayer 04 Leverkusen,2008-2011
Matthias Brücken,Bayer 04 Leverkusen,"1974-1975, 1977-1980"
Andriy Voronin,Bayer 04 Leverkusen,2004-2007
Sidney Sam,Bayer 04 Leverkusen,2010-2014
Dieter Herzog,Bayer 04 Leverkusen,1976-1983
Fritz Tiede,Bayer 04 Leverkusen,1951-1956
Peter Hermann,Bayer 04 Leverkusen,1976-1984
Karl-Heinz Brücken,Bayer 04 Leverkusen,1967-1970
Eren Derdiyok,Bayer 04 Leverkusen,"2009-2012, 2013-2014"
