name,club,periods
Jupp Heynckes,Borussia Mönchengladbach,"1963-1967, 1970-1978"
Herbert Laumen,Borussia Mönchengladbach,1962-1971
Günter Netzer,Borussia Mönchengladbach,1963-1973
Hans-Jörg Criens,Borussia Mönchengladbach,1981-1993
Allan Simonsen,Borussia Mönchengladbach,1972-1979
Uwe Rahn,Borussia Mönchengladbach,1980-1988
Bernd Rupp,Borussia Mönchengladbach,"1964-1967, 1972-1974"
Frank Mill,Borussia Mönchengladbach,1981-1986
Hans-Günter Bruns,Borussia Mönchengladbach,"1978-1979, 1980-1990"
Lars Stindl,Borussia Mönchengladbach,2015-2023
Wilfried Hannes,Borussia Mönchengladbach,1975-1986
Raffael,Borussia Mönchengladbach,2013-2020
Herbert Wimmer,Borussia Mönchengladbach,1966-1978
Alassane Pléa,Borussia Mönchengladbach,2018-2025
Rainer Bonhof,Borussia Mönchengladbach,1970-1978
Arie van Lent,Borussia Mönchengladbach,1999-2004
Christian Hochstätter,Borussia Mönchengladbach,1982-1998
Henning Jensen,Borussia Mönchengladbach,1972-1976
Christian Kulik,Borussia Mönchengladbach,1971-1981
Patrick Herrmann,Borussia Mönchengladbach,2010-2024
Lothar Matthäus,Borussia Mönchengladbach,1979-1984
Horst Köppel,Borussia Mönchengladbach,"1968-1971, 1973-1979"
Karl Heinz Mülhausen,Borussia Mönchengladbach,1956-1964
Ewald Lienen,Borussia Mönchengladbach,"1977-1981, 1983-1987"
Jonas Hofmann,Borussia Mönchengladbach,2016-2023
Thomas Kastenmaier,Borussia Mönchengladbach,1990-1998
Thorgan Hazard,Borussia Mönchengladbach,"2014-2015, 2015-2019"
Willi Wicken,Borussia Mönchengladbach,1947-1961
Berti Vogts,Borussia Mönchengladbach,1965-1979
Karlheinz Pflipsen,Borussia Mönchengladbach,1988-1999
Oliver Neuville,Borussia Mönchengladbach,2004-2010
Stefan Effenberg,Borussia Mönchengladbach,"1987-1990, 1994-1995, 1995-1998"
Peter Wynhoff,Borussia Mönchengladbach,1989-1999
Dietmar Danner,Borussia Mönchengladbach,1971-1980
Hans-Jürgen Wittkamp,Borussia Mönchengladbach,1971-1978
Juan Arango,Borussia Mönchengladbach,2009-2014
Hans-Georg Dreßen,Borussia Mönchengladbach,"1982-1989, 1990-1991"
Florian Neuhaus,Borussia Mönchengladbach,"2017-2017, 2018-2025"
Egon Milder,Borussia Mönchengladbach,1963-1969
Michael Klinkert,Borussia Mönchengladbach,1989-2001
Winfried Schäfer,Borussia Mönchengladbach,"1968-1970, 1977-1985"
Michael Frontzeck,Borussia Mönchengladbach,"1983-1989, 1995-1996, 1999-2000"
Klaus-Dieter Sieloff,Borussia Mönchengladbach,1969-1974
Oscar Wendt,Borussia Mönchengladbach,2011-2021
Nico Elvedi,Borussia Mönchengladbach,2015-2025
Roel Brouwers,Borussia Mönchengladbach,2007-2016
Filip Daems,Borussia Mönchengladbach,2005-2015
Egmont Kablitz,Borussia Mönchengladbach,1952-1962
Sladjan Asanin,Borussia Mönchengladbach,1998-2004
Bernd Krauss,Borussia Mönchengladbach,1983-1990
Jörg Neun,Borussia Mönchengladbach,1987-1997
Marcel Witeczek,Borussia Mönchengladbach,1997-2003
Uli Borowka,Borussia Mönchengladbach,1981-1987
Peter Nielsen,Borussia Mönchengladbach,"1992-1997, 1999-2002"
Håvard Nordtveit,Borussia Mönchengladbach,2011-2016
Patrik Andersson,Borussia Mönchengladbach,1993-1999
Matthias Ginter,Borussia Mönchengladbach,2017-2022
Norbert Ringels,Borussia Mönchengladbach,1975-1985
Gerd Schommen,Borussia Mönchengladbach,1955-1966
Christoph Kramer,Borussia Mönchengladbach,"2013-2015, 2016-2024"
Bernd Korzynietz,Borussia Mönchengladbach,1999-2005
Martin Schneider,Borussia Mönchengladbach,1990-1999
Frank Schäffer,Borussia Mönchengladbach,1974-1983
Albert Jansen,Borussia Mönchengladbach,1957-1967
Hans Klinkhammer,Borussia Mönchengladbach,1972-1980
Tony Jantschke,Borussia Mönchengladbach,2009-2024
Stefan Lainer,Borussia Mönchengladbach,2019-2025
Kai Erik Herlovsen,Borussia Mönchengladbach,1982-1990
Heinz de Lange,Borussia Mönchengladbach,1955-1966
Thomas Eichin,Borussia Mönchengladbach,"1985-1995, 1995-1996"
Uwe Kamps,Borussia Mönchengladbach,1982-2004
Ulrich Sude,Borussia Mönchengladbach,1976-1986
Yann Sommer,Borussia Mönchengladbach,2014-2023
Wolfgang Kleff,Borussia Mönchengladbach,"1968-1979, 1980-1982"
