name,club,periods
Jacek Mencel,1.FC Union Berlin,1990-1994
Karim Benyamina,1.FC Union Berlin,2005-2011
Torsten Mattuschka,1.FC Union Berlin,2005-2014
Sergej Barbarez,1.FC Union Berlin,1993-1996
Daniel Teixeira,1.FC Union Berlin,"2001-2001, 2005-2007"
Sebastian Polter,1.FC Union Berlin,"2014-2015, 2017-2020"
Goran Markov,1.FC Union Berlin,1993-1995
Nico Patschinski,1.FC Union Berlin,"1994-1998, 2006-2009"
Günther Wirth,1.FC Union Berlin,
Steffen Menze,1.FC Union Berlin,1998-2003
Matthias Zimmerling,1.FC Union Berlin,"1991-1994, 1997-1998"
Damir Kreilach,1.FC Union Berlin,2013-2018
Olaf Seier,1.FC Union Berlin,1983-1991
Thorsten Boer,1.FC Union Berlin,"1993-1999, 2000-2001"
Steven Skrzybski,1.FC Union Berlin,2011-2018
Rene Adamczewski,1.FC Union Berlin,
Thoralf Bennert,1.FC Union Berlin,1991-1995
Jens Härtel,1.FC Union Berlin,"1993-1996, 1998-2000"
Jens Henschel,1.FC Union Berlin,1991-1993
Sebastian Andersson,1.FC Union Berlin,2018-2020
Harun Isa,1.FC Union Berlin,2000-2002
Taiwo Awoniyi,1.FC Union Berlin,"2020-2021, 2021-2022"
Simon Terodde,1.FC Union Berlin,"2011-2012, 2012-2014"
Horst Assmy,1.FC Union Berlin,
Horst Schiller,1.FC Union Berlin,
Sheraldo Becker,1.FC Union Berlin,2019-2024
Sreto Ristic,1.FC Union Berlin,2001-2004
Steffen Baumgart,1.FC Union Berlin,2002-2004
Ralf Sträßer,1.FC Union Berlin,1984-1987
John Jairo Mosquera,1.FC Union Berlin,"2009-2011, 2011-2012"
Thomas Grether,1.FC Union Berlin,1989-1991
Mario Maek,1.FC Union Berlin,1988-1994
André Sirocks,1.FC Union Berlin,1984-1991
Shergo Biran,1.FC Union Berlin,2008-2010
Kevin Behrens,1.FC Union Berlin,2021-2024
Grischa Prömel,1.FC Union Berlin,2017-2022
Max Kruse,1.FC Union Berlin,2020-2022
Dirk Rehbein,1.FC Union Berlin,1992-1995
Christopher Quiring,1.FC Union Berlin,2010-2017
Sören Brandy,1.FC Union Berlin,2013-2017
Kostadin Vidolov,1.FC Union Berlin,2001-2004
Olaf Besser,1.FC Union Berlin,1991-1992
Bobby Wood,1.FC Union Berlin,2015-2016
Lutz Hendel,1.FC Union Berlin,1977-1984
Norman Struck,1.FC Union Berlin,1996-1999
Marko Rehmer,1.FC Union Berlin,1991-1997
Jacek Frackiewicz,1.FC Union Berlin,1995-1996
Christian Stuff,1.FC Union Berlin,2006-2014
Biggie Mbasela,1.FC Union Berlin,1992-1993
Tom Persich,1.FC Union Berlin,"1994-1998, 1998-2006"
Salif Keita,1.FC Union Berlin,2002-2004
Rainer Rohde,1.FC Union Berlin,1976-1984
Steffen Enge,1.FC Union Berlin,
Adam Nemec,1.FC Union Berlin,2012-2015
Heinz Merbs,1.FC Union Berlin,
Frank Placzek,1.FC Union Berlin,
Uwe Borchardt,1.FC Union Berlin,1975-1987
Marek Czakon,1.FC Union Berlin,1996-1996
Hristo Koilov,1.FC Union Berlin,1999-2002
Hüzeyfe Doğan,1.FC Union Berlin,2008-2010
André Hofschneider,1.FC Union Berlin,1988-1994
Ryan Coiner,1.FC Union Berlin,2004-2005
Benedict Hollerbach,1.FC Union Berlin,2023-2025
Olaf Hirsch,1.FC Union Berlin,1986-1989
Marco Küntzel,1.FC Union Berlin,1995-1998
Frank Vogel,1.FC Union Berlin,1991-1993
Ronny Nikol,1.FC Union Berlin,1997-2003
Simon Hedlund,1.FC Union Berlin,2016-2019
Robin Knoche,1.FC Union Berlin,2020-2024
Helmut Kunz,1.FC Union Berlin,
Joachim Ernst,1.FC Union Berlin,
Daniel Schulz,1.FC Union Berlin,2004-2010
Chinedu Ede,1.FC Union Berlin,2010-2012
Lothar Meyer,1.FC Union Berlin,
Collin Quaner,1.FC Union Berlin,2015-2017
David Bergner,1.FC Union Berlin,"1994-1999, 2005-2007"
Cristian Fiél,1.FC Union Berlin,2001-2003
Marco Gebhardt,1.FC Union Berlin,2007-2010
Marcus Ingvartsen,1.FC Union Berlin,"2019-2021, 2022-2022"
Michael Paschek,1.FC Union Berlin,1974-1980
Robert Andrich,1.FC Union Berlin,2019-2021
Carlos Silvio,1.FC Union Berlin,2011-2014
Wolfgang Horter,1.FC Union Berlin,
Ralf Rambow,1.FC Union Berlin,1993-1995
Antoni Jelen,1.FC Union Berlin,
Sven Michel,1.FC Union Berlin,2022-2023
Danilho Doekhi,1.FC Union Berlin,2022-2025
René Unglaube,1.FC Union Berlin,1984-1995
Kenan Sahin,1.FC Union Berlin,2009-2011
Felix Kroos,1.FC Union Berlin,"2016-2016, 2016-2020"
