name,club,periods
Gerd Koll,Holstein Kiel,1958-1968
Alfred Bornemann,Holstein Kiel,1953-1963
Dmitrijus Guscinas,Holstein Kiel,"1999-2003, 2007-2007, 2007-2010"
Marc Heider,Holstein Kiel,2009-2016
André Bistram,Holstein Kiel,"1982-1986, 1990-1992"
Axel Möller,Holstein Kiel,
Hans-Peter Ehlers,Holstein Kiel,1953-1966
Fiete Sykora,Holstein Kiel,2009-2015
Alexander Mühling,Holstein Kiel,2016-2023
Tim Siedschlag,Holstein Kiel,"2007-2010, 2011-2018"
Diether Trede,Holstein Kiel,1954-1961
Harry Witt,Holstein Kiel,"1973-1980, 1983-1987"
Eggert Dolling,Holstein Kiel,"1986-1990, 1991-1996"
Rafael Kazior,Holstein Kiel,"2006-2007, 2011-2015"
Dieter Wendlandt,Holstein Kiel,1978-1981
Fin Bartels,Holstein Kiel,"2006-2007, 2020-2023"
Bernd Jordt,Holstein Kiel,1976-1985
Carsten Hinrichsen,Holstein Kiel,1987-1994
Thorsten Grümmer,Holstein Kiel,1984-1991
Immo Stelzer,Holstein Kiel,1978-1986
Harry Karl,Holstein Kiel,1947-1955
Finn Porath,Holstein Kiel,2019-2025
Andrew Pfennig,Holstein Kiel,1981-1987
Thorsten Rohwer,Holstein Kiel,"1996-1999, 2001-2009"
Felix Möller,Holstein Kiel,
Hauke Wahl,Holstein Kiel,"2013-2015, 2018-2023"
Günther Matthies,Holstein Kiel,1950-1959
Hans-Joachim Aido,Holstein Kiel,1972-1981
Kurt Müller,Holstein Kiel,1954-1960
Christian Jürgensen,Holstein Kiel,2007-2013
Helmut Schmuck,Holstein Kiel,1953-1960
Henning Hardt,Holstein Kiel,"1993-1995, 1997-2004"
Thorsten Neumann,Holstein Kiel,1978-1981
Sven Boy,Holstein Kiel,2004-2010
Dominik Schmidt,Holstein Kiel,2015-2020
Patrick Herrmann,Holstein Kiel,2011-2019
Paul Gräf,Holstein Kiel,
Heiko Petersen,Holstein Kiel,"1999-2001, 2006-2008"
Bodo Wehner,Holstein Kiel,1958-1964
Dietmar Tönsfeldt,Holstein Kiel,1978-1984
Rudi Balsam,Holstein Kiel,1960-1970
Jürgen Harm,Holstein Kiel,1962-1972
Franz Möck,Holstein Kiel,1958-1969
Kenneth Kronholm,Holstein Kiel,2014-2019
Henry Peper,Holstein Kiel,1950-1962
Johannes van den Bergh,Holstein Kiel,2017-2023
