name,club,periods
Hans Walitza,VfL Bochum,1969-1974
Werner Balte,VfL Bochum,1966-1977
Uwe Wegmann,VfL Bochum,"1984-1987, 1989-1995"
Hans-Joachim Abel,VfL Bochum,1977-1982
Josef Kaczor,VfL Bochum,"1974-1981, 1981-1981"
Peter Peschel,VfL Bochum,1990-2001
Uwe Leifeld,VfL Bochum,1985-1991
Gustav Eversberg,VfL Bochum,1964-1969
Stefan Kuntz,VfL Bochum,"1983-1986, 1998-1999"
Simon Terodde,VfL Bochum,2014-2016
Michael Lameck,VfL Bochum,1972-1988
Dariusz Wosz,VfL Bochum,"1992-1998, 2001-2007"
Christian Schreier,VfL Bochum,1981-1984
Thomas Christiansen,VfL Bochum,2001-2003
Vahid Hashemian,VfL Bochum,"2001-2004, 2008-2010"
Gerd Schirrmacher,VfL Bochum,1952-1964
Stanislav Sestak,VfL Bochum,"2007-2010, 2011-2011, 2014-2015"
Lothar Woelk,VfL Bochum,1977-1989
Lukas Hinterseer,VfL Bochum,2017-2019
Theodor Bergmeier,VfL Bochum,1956-1962
Hans-Werner Hartl,VfL Bochum,1970-1973
Dieter Bast,VfL Bochum,1977-1983
Simon Zoller,VfL Bochum,2019-2023
Erich Pawlak,VfL Bochum,1954-1961
Frank Schulz,VfL Bochum,1983-1987
Walter Oswald,VfL Bochum,1978-1993
Karl-Heinz Böttcher,VfL Bochum,1965-1968
Martin Kree,VfL Bochum,1983-1989
Klaus Fischer,VfL Bochum,1984-1988
Paul Freier,VfL Bochum,"1996-2004, 2008-2014"
Hans-Jürgen Köper,VfL Bochum,1970-1980
Josef Nehl,VfL Bochum,1986-1991
Hans Grieger,VfL Bochum,1965-1971
Michael Eggert,VfL Bochum,1972-1980
Heinz-Werner Eggeling,VfL Bochum,1973-1979
Zvjezdan Misimovic,VfL Bochum,2004-2007
Delron Buckley,VfL Bochum,1995-2004
Christoph Dabrowski,VfL Bochum,2006-2013
Kurt Pinkall,VfL Bochum,1979-1981
Franz-Josef Tenhagen,VfL Bochum,"1973-1981, 1984-1988"
Silvere Ganvoula,VfL Bochum,"2018-2019, 2019-2022, 2022-2023"
Heinz Knüwe,VfL Bochum,1979-1986
Wolfgang Patzke,VfL Bochum,1981-1983
Theofanis Gekas,VfL Bochum,"2006-2007, 2007-2007"
Kai Michalke,VfL Bochum,1993-1999
Dieter Backhaus,VfL Bochum,1957-1962
Kevin Stöger,VfL Bochum,"2016-2018, 2022-2024"
Mirkan Aydin,VfL Bochum,2007-2014
Anthony Losilla,VfL Bochum,2014-2025
Heinz Höher,VfL Bochum,1966-1970
Henryk Baluszynski,VfL Bochum,"1994-1998, 1999-2001"
Peter Madsen,VfL Bochum,2003-2005
Holger Aden,VfL Bochum,1993-1996
Yıldıray Baştürk,VfL Bochum,1997-2001
Marcel Maltritz,VfL Bochum,2004-2014
Thomas Kempe,VfL Bochum,1985-1994
Thomas Reis,VfL Bochum,1995-2003
Stefan Kohn,VfL Bochum,1989-1991
Erwin Galeski,VfL Bochum,1965-1975
Peter Közle,VfL Bochum,1995-1998
Dieter Versen,VfL Bochum,1963-1979
Zlatko Dedic,VfL Bochum,"2009-2011, 2012-2013"
Jürgen Jansen,VfL Bochum,1967-1971
Werner Jablonski,VfL Bochum,1960-1972
Frank Fahrenhorst,VfL Bochum,1994-2004
Edú,VfL Bochum,2003-2006
Philipp Hofmann,VfL Bochum,2022-2025
Michael Rzehaczek,VfL Bochum,1986-1993
Robert Zulj,VfL Bochum,2020-2021
Dieter Klever,VfL Bochum,1966-1970
Harry Linka,VfL Bochum,1958-1963
Frank Heinemann,VfL Bochum,1980-1996
Werner Krämer,VfL Bochum,1969-1973
Rolf Blau,VfL Bochum,1978-1982
Tommy Bechmann,VfL Bochum,2004-2008
Paul Holz,VfL Bochum,"1974-1975, 1977-1979"
Chong Tese,VfL Bochum,2010-2012
Robert Tesche,VfL Bochum,"2017-2018, 2018-2022"
Georgi Donkov,VfL Bochum,1996-1998
Thórdur Gudjónsson,VfL Bochum,"1993-1997, 2002-2005"
Danny Blum,VfL Bochum,2019-2022
Dieter Fern,VfL Bochum,1969-1972
Takuma Asano,VfL Bochum,2021-2024
Holger Trimhold,VfL Bochum,1975-1979
Marijo Maric,VfL Bochum,2000-2001
Reinhard Majgl,VfL Bochum,1972-1974
Peniel Mlapa,VfL Bochum,2015-2017
Giovanni Federico,VfL Bochum,"1995-2000, 2010-2012"
Milos Pantovic,VfL Bochum,2018-2022
Tom Weilandt,VfL Bochum,"2016-2017, 2018-2022"
Hans Kleina,VfL Bochum,1953-1954
Marco Terrazzino,VfL Bochum,2014-2016
Dieter Attern,VfL Bochum,1953-1955
Gerrit Holtmann,VfL Bochum,"2020-2023, 2024-2024, 2024-2025"
Thomas Eisfeld,VfL Bochum,"2015-2015, 2015-2021"
