name,club,periods
Peter Osterhoff,FC St. Pauli,1958-1970
Horst Haecks,FC St. Pauli,1957-1968
Franz Gerber,FC St. Pauli,"1972-1974, 1976-1978, 1986-1988"
Rüdiger Wenzel,FC St. Pauli,"1974-1975, 1984-1990"
André Golke,FC St. Pauli,1982-1991
Rolf Bergeest,FC St. Pauli,1956-1966
Hans-Jürgen Bargfrede,FC St. Pauli,1981-1990
Horst Neumann,FC St. Pauli,1971-1979
Dirk Zander,FC St. Pauli,"1986-1991, 1993-1994"
Michael Dahms,FC St. Pauli,1981-1991
Rolf Höfert,FC St. Pauli,1971-1979
Alfred Beck,FC St. Pauli,1949-1955
Thomas Meggle,FC St. Pauli,"1997-1999, 2000-2002, 2005-2010"
Jürgen Gronau,FC St. Pauli,1984-1997
Joachim Philipkowski,FC St. Pauli,"1980-1985, 1992-1994"
Fabian Boll,FC St. Pauli,2003-2014
Ingo Porges,FC St. Pauli,1956-1968
André Trulsen,FC St. Pauli,"1986-1991, 1994-2002, 2004-2005"
Alfred Brüggen,FC St. Pauli,1952-1963
Dietmar Demuth,FC St. Pauli,"1973-1979, 1984-1988"
Harald Stender,FC St. Pauli,1945-1960
Florian Bruns,FC St. Pauli,2006-2013
Carsten Pröpper,FC St. Pauli,1993-1998
Jens Beermann,FC St. Pauli,1982-1988
Christopher Buchtmann,FC St. Pauli,2012-2022
Uwe Mackensen,FC St. Pauli,1979-1985
Holger Stanislawski,FC St. Pauli,1993-2004
Otmar Sommerfeld,FC St. Pauli,1951-1959
Werner Pokropp,FC St. Pauli,1960-1971
Peter Gehrke,FC St. Pauli,1960-1970
Stefan Studer,FC St. Pauli,"1984-1985, 1986-1988"
Josef Famula,FC St. Pauli,1945-1959
Carsten Rothenbach,FC St. Pauli,2006-2012
Herbert Kühl,FC St. Pauli,1952-1962
Rolf Gieseler,FC St. Pauli,1961-1968
Jan-Philipp Kalla,FC St. Pauli,2007-2020
Fabio Morena,FC St. Pauli,2003-2012
Dieter Schlindwein,FC St. Pauli,1989-1996
Stephan Hanke,FC St. Pauli,1994-2000
Ralph Gunesch,FC St. Pauli,"2003-2006, 2007-2012"
Bernhard Olck,FC St. Pauli,1987-1993
Daniel Buballa,FC St. Pauli,2014-2021
Philipp Ziereis,FC St. Pauli,2013-2022
Harry Wunstorf,FC St. Pauli,1951-1964
Hans-Joachim Thoms,FC St. Pauli,1960-1969
Robin Himmelmann,FC St. Pauli,2012-2021
Klaus Thomforde,FC St. Pauli,1983-1999
