name,club,periods
Timo Werner,RB Leipzig,"2016-2020, 2022-2024, 2025-2025"
Yussuf Poulsen,RB Leipzig,2013-2025
Daniel Frahn,RB Leipzig,2010-2015
Emil Forsberg,RB Leipzig,2015-2024
Christopher Nkunku,RB Leipzig,2019-2023
Marcel Sabitzer,RB Leipzig,"2014-2014, 2015-2021"
Loïs Openda,RB Leipzig,2023-2025
Benjamin Sesko,RB Leipzig,2023-2025
Dominik Kaiser,RB Leipzig,2012-2018
Willi Orbán,RB Leipzig,2015-2025
Dani Olmo,RB Leipzig,2020-2024
Stefan Kutschke,RB Leipzig,2010-2013
André Silva,RB Leipzig,"2021-2023, 2024-2025, 2025-2025"
Jean-Kévin Augustin,RB Leipzig,"2017-2019, 2020-2020, 2020-2020"
Dominik Szoboszlai,RB Leipzig,2021-2023
Nico Frommer,RB Leipzig,2009-2011
Xavi Simons,RB Leipzig,"2023-2025, 2025-2025"
Naby Keïta,RB Leipzig,2016-2018
Marcel Halstenberg,RB Leipzig,2015-2023
Konrad Laimer,RB Leipzig,2017-2023
Amadou Haidara,RB Leipzig,2019-2025
Thiago Rockenbach,RB Leipzig,"2011-2014, 2014-2014"
Lukas Klostermann,RB Leipzig,2014-2025
Davie Selke,RB Leipzig,2015-2017
Lars Müller,RB Leipzig,2009-2011
Angeliño,RB Leipzig,"2020-2021, 2021-2022, 2023-2023, 2024-2024, 2024-2024"
Christian Reimann,RB Leipzig,2009-2010
Bastian Schulz,RB Leipzig,2011-2014
Patrik Schick,RB Leipzig,2019-2020
Christoph Baumgartner,RB Leipzig,2023-2025
Timo Röttger,RB Leipzig,2011-2014
Carsten Kammlott,RB Leipzig,2010-2014
Kevin Kampl,RB Leipzig,2017-2025
Bruma,RB Leipzig,2017-2019
Nordi Mukiele,RB Leipzig,2018-2022
Sebastian Heidinger,RB Leipzig,2011-2015
Matheus Cunha,RB Leipzig,2018-2020
Daniel Rosin,RB Leipzig,2009-2012
Benjamin Henrichs,RB Leipzig,"2020-2021, 2021-2025"
Mohamed Simakan,RB Leipzig,2021-2024
Alexander Sørloth,RB Leipzig,"2020-2021, 2022-2022, 2023-2023"
Roman Wallner,RB Leipzig,2012-2012
Thomas Kläsener,RB Leipzig,2009-2011
Matthias Morys,RB Leipzig,"2013-2015, 2015-2015"
Marvin Compper,RB Leipzig,2014-2018
Patrick Bick,RB Leipzig,2009-2011
Niklas Hoheneder,RB Leipzig,2012-2015
Josko Gvardiol,RB Leipzig,2021-2023
Antonio Nusa,RB Leipzig,2024-2025
Ademola Lookman,RB Leipzig,"2018-2018, 2019-2020, 2021-2021, 2022-2022"
Timo Rost,RB Leipzig,2010-2012
Paul Schinke,RB Leipzig,2010-2015
Clemens Fandrich,RB Leipzig,"2013-2015, 2015-2015"
Dayot Upamecano,RB Leipzig,2017-2021
Anthony Jung,RB Leipzig,"2013-2016, 2017-2017, 2018-2018"
Ibrahima Konaté,RB Leipzig,2017-2021
Justin Kluivert,RB Leipzig,2020-2021
Fabian Franke,RB Leipzig,2010-2015
David Raum,RB Leipzig,2022-2025
Tim Sebastian,RB Leipzig,2010-2016
Hee-chan Hwang,RB Leipzig,"2020-2021, 2022-2022"
Denis Thomalla,RB Leipzig,"2014-2014, 2015-2015"
Massimo Bruno,RB Leipzig,"2014-2014, 2015-2016, 2018-2018"
Georg Teigl,RB Leipzig,2014-2016
Terrence Boyd,RB Leipzig,2014-2017
Tom Geißler,RB Leipzig,2010-2012
Henrik Ernst,RB Leipzig,2011-2017
Joshua Kimmich,RB Leipzig,2013-2015
Maximilian Watzka,RB Leipzig,2003-2012
Xaver Schlager,RB Leipzig,2022-2025
Ingo Hertzsch,RB Leipzig,2009-2013
Sebastian Hauck,RB Leipzig,2009-2010
Hugo Novoa,RB Leipzig,"2019-2023, 2023-2023, 2024-2024, 2024-2024"
Diego Demme,RB Leipzig,2014-2020
Tyler Adams,RB Leipzig,2019-2022
Tobias Willers,RB Leipzig,2013-2014
Nils Quaschner,RB Leipzig,"2015-2016, 2017-2017"
André Luge,RB Leipzig,"2013-2014, 2015-2015, 2015-2015"
Rodnei,RB Leipzig,2015-2015
Benjamin Baier,RB Leipzig,2010-2011
Abdou Diallo,RB Leipzig,2022-2023
Pekka Lagerblom,RB Leipzig,2011-2012
Michael Lerchl,RB Leipzig,2009-2010
Christian Streit,RB Leipzig,2009-2010
Steven Lewerenz,RB Leipzig,"2010-2011, 2011-2012"
Sebastian Albert,RB Leipzig,2010-2011
Christian Mittenzwei,RB Leipzig,"2003-2004, 2009-2010"
Marcus Hoffmann,RB Leipzig,2011-2013
Atınç Nukan,RB Leipzig,"2015-2016, 2017-2017, 2018-2019"
Yordy Reyna,RB Leipzig,2015-2015
Toni Jurascheck,RB Leipzig,2009-2010
Oliver Burke,RB Leipzig,2016-2017
Lutsharel Geertruida,RB Leipzig,2024-2025
Fabio Coltorti,RB Leipzig,2012-2018
Castello Lukeba,RB Leipzig,2023-2025
Marcelo Saracchi,RB Leipzig,"2018-2020, 2021-2022"
Juri Judt,RB Leipzig,2012-2013
Stefan Ilsanker,RB Leipzig,2015-2020
Bernardo,RB Leipzig,2016-2018
