name,club,periods
Adi Preißler,Borussia Dortmund,"1946-1950, 1952-1959"
Marco Reus,Borussia Dortmund,2012-2024
Michael Zorc,Borussia Dortmund,1981-1998
Manfred Burgsmüller,Borussia Dortmund,1976-1983
Timo Konietzka,Borussia Dortmund,1958-1965
Lothar Emmerich,Borussia Dortmund,1960-1969
Jürgen Schütz,Borussia Dortmund,"1959-1963, 1969-1972"
Pierre-Emerick Aubameyang,Borussia Dortmund,2013-2018
Alfred Niepieklo,Borussia Dortmund,1951-1960
Stéphane Chapuisat,Borussia Dortmund,1991-1999
Alfred Kelbassa,Borussia Dortmund,1954-1963
Robert Lewandowski,Borussia Dortmund,2010-2014
Reinhold Wosab,Borussia Dortmund,1962-1971
Aki Schmidt,Borussia Dortmund,1955-1968
Andreas Möller,Borussia Dortmund,"1988-1990, 1994-2000"
Jan Koller,Borussia Dortmund,2001-2006
Lars Ricken,Borussia Dortmund,1993-2008
Frank Mill,Borussia Dortmund,1986-1994
Shinji Kagawa,Borussia Dortmund,"2010-2012, 2014-2019, 2019-2019"
Heiko Herrlich,Borussia Dortmund,1995-2004
Burghard Segler,Borussia Dortmund,1973-1979
Sigfried Held,Borussia Dortmund,"1965-1971, 1977-1979"
Lothar Huber,Borussia Dortmund,1974-1986
Peter Geyer,Borussia Dortmund,1975-1981
Mario Götze,Borussia Dortmund,"2010-2013, 2016-2020"
Michael Rummenigge,Borussia Dortmund,1988-1993
Julian Brandt,Borussia Dortmund,2019-2025
Raphaël Guerreiro,Borussia Dortmund,2016-2023
Herbert Sandmann,Borussia Dortmund,"1947-1949, 1951-1960"
Mats Hummels,Borussia Dortmund,"2008-2009, 2009-2016, 2019-2024"
Gerhard Cyliax,Borussia Dortmund,1959-1968
Marcel Răducanu,Borussia Dortmund,1981-1988
Jakub Blaszczykowski,Borussia Dortmund,"2007-2015, 2016-2016"
Mirko Votava,Borussia Dortmund,1974-1982
Kevin Großkreutz,Borussia Dortmund,2009-2015
Egwin Wolf,Borussia Dortmund,1972-1979
Wolfgang Peters,Borussia Dortmund,1954-1963
Nuri Şahin,Borussia Dortmund,"2005-2007, 2008-2011, 2013-2014, 2014-2018"
Tomas Rosicky,Borussia Dortmund,2001-2006
Jörg Heinrich,Borussia Dortmund,"1996-1998, 2000-2003"
Wilhelm Sturm,Borussia Dortmund,1961-1971
Sebastian Kehl,Borussia Dortmund,2002-2015
Thomas Helmer,Borussia Dortmund,1986-1992
Max Michallek,Borussia Dortmund,1941-1960
Emre Can,Borussia Dortmund,"2020-2020, 2020-2025"
Florian Kringe,Borussia Dortmund,"2001-2002, 2004-2009, 2010-2012"
Lukasz Piszczek,Borussia Dortmund,2010-2021
Neven Subotic,Borussia Dortmund,"2008-2017, 2017-2018"
Jürgen Kohler,Borussia Dortmund,1995-2002
Elwin Schlebrowski,Borussia Dortmund,1951-1960
Stefan Reuter,Borussia Dortmund,1992-2004
Christian Wörns,Borussia Dortmund,1999-2008
Hans-Joachim Wagner,Borussia Dortmund,1974-1983
Dedê,Borussia Dortmund,1998-2011
Michael Lusch,Borussia Dortmund,1982-1993
Erich Schanko,Borussia Dortmund,1947-1957
Sokratis Papastathopoulos,Borussia Dortmund,2013-2018
Wolfgang Paul,Borussia Dortmund,1961-1971
Knut Reinhardt,Borussia Dortmund,1991-1999
Marcel Schmelzer,Borussia Dortmund,2008-2022
Gerd Peehs,Borussia Dortmund,1966-1973
Günter Kutowski,Borussia Dortmund,1984-1996
Sven Bender,Borussia Dortmund,2009-2017
Wilhelm Burgsmüller,Borussia Dortmund,1952-1965
Pat Koschmieder,Borussia Dortmund,1939-1955
Stefan Klos,Borussia Dortmund,1990-1998
Heinz Kwiatkowski,Borussia Dortmund,1952-1965
Wolfgang de Beer,Borussia Dortmund,1986-2001
Roman Bürki,Borussia Dortmund,2015-2022
Eike Immel,Borussia Dortmund,1978-1986
Roman Weidenfeller,Borussia Dortmund,2002-2018
Jens Lehmann,Borussia Dortmund,1999-2003
Horst Bertram,Borussia Dortmund,1971-1983
