name,club,periods
Mario Haas,SK Sturm Graz,"1993-1999, 2001-2005, 2007-2013"
Ivica Vastic,SK Sturm Graz,1994-2002
Gernot Jurtin,SK Sturm Graz,1974-1987
Bozo Bakota,SK Sturm Graz,1980-1986
Kurt Stendal,SK Sturm Graz,"1971-1973, 1973-1978, 1978-1978, 1979-1982"
Arnold Wetl,SK Sturm Graz,"1988-1996, 2000-2004"
Hubert Kulmer,SK Sturm Graz,1973-1982
Ludwig Durek,SK Sturm Graz,1947-1956
Hannes Reinmayr,SK Sturm Graz,1995-2002
Jakob Jantscher,SK Sturm Graz,"2007-2010, 2018-2023"
Imre Szabics,SK Sturm Graz,"1999-2003, 2010-2013"
Roman Kienast,SK Sturm Graz,"2010-2012, 2015-2017"
Robert Kaiser,SK Sturm Graz,"1967-1972, 1973-1975"
Otar Kiteishvili,SK Sturm Graz,2018-2025
Alfred Murlasits,SK Sturm Graz,1964-1972
Otto Mühlbauer,SK Sturm Graz,1953-1960
Daniel Beichler,SK Sturm Graz,"2007-2010, 2013-2015"
Markus Schopp,SK Sturm Graz,"1991-1996, 1998-2001"
Walter Peintinger,SK Sturm Graz,1967-1975
Manprit Sarkaria,SK Sturm Graz,2021-2025
Anton Haas,SK Sturm Graz,1977-1981
Rupert Marko,SK Sturm Graz,"1981-1987, 1992-1994"
Günther Neukirchner,SK Sturm Graz,1989-2006
Andreas Hölzl,SK Sturm Graz,2008-2014
Samir Muratovic,SK Sturm Graz,2007-2012
Rudolf Schauss,SK Sturm Graz,
Anton Pichler,SK Sturm Graz,1974-1987
Günther Koschak,SK Sturm Graz,1987-1992
Davit Mujiri,SK Sturm Graz,2001-2006
Heinz Thonhofer,SK Sturm Graz,1982-1993
Gilbert Prilasnig,SK Sturm Graz,1992-2001
Heinz Zamut,SK Sturm Graz,
Bojan Filipovic,SK Sturm Graz,2003-2007
Stefan Hierländer,SK Sturm Graz,2016-2025
Florian Kainz,SK Sturm Graz,2010-2014
Manfred Steiner,SK Sturm Graz,1972-1985
Tomi Horvat,SK Sturm Graz,2022-2025
Jon Gorenc Stankovic,SK Sturm Graz,2020-2025
Anton Ringert,SK Sturm Graz,"1971-1976, 1977-1979"
Kurt Temm,SK Sturm Graz,"1986-1992, 1993-1994"
Roman Mählich,SK Sturm Graz,1995-2003
Klaus Salmutter,SK Sturm Graz,"2002-2008, 2010-2011"
Helmut Wagner,SK Sturm Graz,1959-1971
György Korsós,SK Sturm Graz,1999-2004
Harald Holzer,SK Sturm Graz,1987-1993
Francisco Rojas,SK Sturm Graz,2001-2006
Marko Stankovic,SK Sturm Graz,"2007-2009, 2014-2017"
Ekrem Dag,SK Sturm Graz,2002-2005
Walter Hörmann,SK Sturm Graz,"1980-1985, 1992-1996"
Franz Feirer,SK Sturm Graz,1993-1993
Jürgen Säumel,SK Sturm Graz,"2001-2008, 2011-2013"
Zvonko Breber,SK Sturm Graz,1980-1984
Helmut Huberts,SK Sturm Graz,
Ivan Ljubic,SK Sturm Graz,"2017-2017, 2018-2018, 2019-2023"
Alexander Prass,SK Sturm Graz,2021-2024
Philipp Huspek,SK Sturm Graz,2016-2022
Heribert Weber,SK Sturm Graz,1974-1978
Darko Milanic,SK Sturm Graz,1993-2000
Manuel Weber,SK Sturm Graz,2009-2014
Gerald Strafner,SK Sturm Graz,1999-2004
Walter Kogler,SK Sturm Graz,1987-1992
Heinz Schilcher,SK Sturm Graz,"1969-1971, 1978-1982"
Mario Kienzl,SK Sturm Graz,2002-2011
David Affengruber,SK Sturm Graz,2021-2024
Gregory Wüthrich,SK Sturm Graz,2020-2025
Daniel Offenbacher,SK Sturm Graz,2013-2016
Ferdinand Feldhofer,SK Sturm Graz,"1999-2002, 2008-2013"
Kurt Schuh,SK Sturm Graz,1948-1958
Thomas Krammer,SK Sturm Graz,2003-2008
Michael Petrovic,SK Sturm Graz,1985-1993
Jusuf Gazibegovic,SK Sturm Graz,2020-2025
Markus Schupp,SK Sturm Graz,1997-2001
Lukas Spendlhofer,SK Sturm Graz,"2014-2015, 2015-2020"
Fabian Koch,SK Sturm Graz,2016-2020
Herbert Grassler,SK Sturm Graz,1992-1997
Manfred Wirth,SK Sturm Graz,
Martin Ehrenreich,SK Sturm Graz,2009-2016
Michael Madl,SK Sturm Graz,"2012-2016, 2016-2016"
Fabian Lamotte,SK Sturm Graz,2007-2010
Mario Sonnleitner,SK Sturm Graz,2007-2010
Walter Fuchs,SK Sturm Graz,1965-1975
Peter Huberts,SK Sturm Graz,
Christian Klem,SK Sturm Graz,2009-2016
Mario Posch,SK Sturm Graz,1994-2000
Otto Konrad,SK Sturm Graz,1981-1992
Hermann Lobenhofer,SK Sturm Graz,1948-1954
Kurt Grössinger,SK Sturm Graz,
Franco Foda,SK Sturm Graz,1997-2001
Franz Reiter,SK Sturm Graz,1960-1972
Christian Gratzei,SK Sturm Graz,2003-2018
Jörg Siebenhandl,SK Sturm Graz,2017-2023
Kazimierz Sidorczuk,SK Sturm Graz,1997-2002
Fritz Benko,SK Sturm Graz,
Michael Kofler,SK Sturm Graz,
Anton Beran,SK Sturm Graz,1952-1958
Heinz Russ,SK Sturm Graz,1962-1978
Walter Saria,SK Sturm Graz,1975-1987
