name,club,periods
Dario Tadic,TSV Hartberg,2015-2023
Stefan Fladerer,TSV Hartberg,2000-2005
Andreas Pichlbauer,TSV Hartberg,1998-2007
Donis Avdijaj,TSV Hartberg,"2021-2022, 2023-2023, 2023-2025"
Roko Mislov,TSV Hartberg,2013-2018
Patrick Bürger,TSV Hartberg,2008-2010
Thomas Rotter,TSV Hartberg,2012-2024
Günter Friesenbichler,TSV Hartberg,"2011-2011, 2013-2015"
Martin Gremsl,TSV Hartberg,"1993-1996, 1999-2007"
Rajko Rep,TSV Hartberg,2018-2021
Wolfgang Eder,TSV Hartberg,1998-2006
Zoltán Szabó,TSV Hartberg,2000-2002
Stefan Rakowitz,TSV Hartberg,"2008-2012, 2019-2021"
István Schäffer,TSV Hartberg,"1992-1999, 1999-2000"
Franz Grandits,TSV Hartberg,1985-1998
Reinhold Archan,TSV Hartberg,1992-2003
Christoph Kröpfl,TSV Hartberg,"2014-2015, 2016-2020"
Nejc Omladic,TSV Hartberg,2008-2011
Daniel Gremsl,TSV Hartberg,"2011-2013, 2013-2016, 2016-2018"
Franz Fuchs,TSV Hartberg,1988-2000
Maximilian Entrup,TSV Hartberg,2023-2024
Christian Zach,TSV Hartberg,"1999-2000, 2001-2007"
Borislav Zogovic,TSV Hartberg,1998-1999
Jürgen Heil,TSV Hartberg,2015-2025
Simon Dvorsak,TSV Hartberg,2003-2005
Patrik Mijic,TSV Hartberg,2024-2025
Gerald Hack,TSV Hartberg,2000-2003
Gerald Archan,TSV Hartberg,1991-2008
Lukas Mössner,TSV Hartberg,2011-2012
Stefan Spanninger,TSV Hartberg,2007-2010
Michael Kölbl,TSV Hartberg,2007-2012
Andrej Kvas,TSV Hartberg,2005-2007
Martin Rodler,TSV Hartberg,2006-2011
Dominik Prokop,TSV Hartberg,"2023-2023, 2023-2025"
Tobias Kainz,TSV Hartberg,2018-2025
Richard Wemmer,TSV Hartberg,2003-2004
Daniel Petritsch,TSV Hartberg,1998-2003
Robert Gamperl,TSV Hartberg,"2004-2006, 2007-2013, 2013-2013, 2014-2014"
Lukas Ried,TSV Hartberg,"2012-2016, 2019-2021"
Ruben Providence,TSV Hartberg,"2022-2023, 2023-2024"
Fabian Harrer,TSV Hartberg,2007-2012
Christian Falk,TSV Hartberg,2005-2008
Florian Flecker,TSV Hartberg,"2018-2019, 2021-2021"
Zakaria Sanogo,TSV Hartberg,2017-2019
Stefan Meusburger,TSV Hartberg,2017-2018
Danijel Prskalo,TSV Hartberg,2014-2015
Janos Glemba,TSV Hartberg,1989-1997
Robert Holub,TSV Hartberg,1997-1998
David Zink,TSV Hartberg,2016-2018
Manfred Fischer,TSV Hartberg,2017-2018
Luca Tauschmann,TSV Hartberg,"2010-2012, 2012-2014"
Manfred Gollner,TSV Hartberg,"2016-2018, 2020-2024"
Michael Huber,TSV Hartberg,"2011-2013, 2018-2021"
Peter Plosnik,TSV Hartberg,2005-2006
Jadran Savic,TSV Hartberg,1998-1999
Edmir Adilovic,TSV Hartberg,2010-2014
Philipp Siegl,TSV Hartberg,2015-2019
Hannes Koch,TSV Hartberg,2001-2007
Siegfried Rasswalder,TSV Hartberg,2013-2020
Gerald Puntigam,TSV Hartberg,"2003-2005, 2010-2012"
Darko Milicic,TSV Hartberg,2007-2008
Marco Schober,TSV Hartberg,2008-2012
Heribert Stiegler,TSV Hartberg,1998-1999
Angel Timev,TSV Hartberg,2002-2004
Jodel Dossou,TSV Hartberg,2019-2020
Michael Gruber,TSV Hartberg,"2007-2008, 2009-2010"
Christian Ilic,TSV Hartberg,2014-2019
Sascha Horvath,TSV Hartberg,2020-2021
Rexhe Bytyci,TSV Hartberg,2011-2012
Thomas Schönberger,TSV Hartberg,2014-2016
Martin Abwerzger,TSV Hartberg,"2005-2007, 2007-2007"
Andreas Pöttler,TSV Hartberg,"2000-2004, 2005-2006"
Cem Atan,TSV Hartberg,"2005-2005, 2005-2006, 2011-2012"
Okan Aydin,TSV Hartberg,2022-2023
Juvhel Tsoumou,TSV Hartberg,2012-2013
Stefan Gölles,TSV Hartberg,"2016-2018, 2020-2021, 2022-2022"
Seifedin Chabbi,TSV Hartberg,2020-2021
Thomas Hopfer,TSV Hartberg,"2010-2011, 2012-2014"
Markus Durlacher,TSV Hartberg,2005-2006
Gerardo Seoane,TSV Hartberg,2006-2007
Noel Niemann,TSV Hartberg,2021-2022
Felix Luckeneder,TSV Hartberg,"2019-2020, 2020-2021"
Nego,TSV Hartberg,2007-2008
Christoph Lang,TSV Hartberg,2023-2024
Dominik Frieser,TSV Hartberg,"2013-2014, 2014-2015, 2022-2024"
Josef Koch,TSV Hartberg,"1986-1990, 1991-1998"
Christian Mayer,TSV Hartberg,1993-1997
Martin Zivny,TSV Hartberg,2010-2012
Daniel Pechmann,TSV Hartberg,1995-1997
Manuel Engleder,TSV Hartberg,2006-2007
Seth Paintsil,TSV Hartberg,2021-2023
Philipp Sturm,TSV Hartberg,2020-2023
Michael Temm,TSV Hartberg,2000-2001
Maximilian Fillafer,TSV Hartberg,2023-2025
Nenad Pavicevic,TSV Hartberg,1999-2000
Daniel Rossmann,TSV Hartberg,2011-2013
Matija Horvat,TSV Hartberg,2021-2023
