name,club,periods
Jonathan Soriano,Red Bull Salzburg,2012-2017
Heimo Pfeifenberger,Red Bull Salzburg,
Karl Kodat,Red Bull Salzburg,
Alan,Red Bull Salzburg,2010-2015
Marc Janko,Red Bull Salzburg,2005-2010
Munas Dabbur,Red Bull Salzburg,"2016-2017, 2017-2019"
Patson Daka,Red Bull Salzburg,2017-2021
Hermann Stadler,Red Bull Salzburg,
Eduard Glieder,Red Bull Salzburg,
Hans-Gerd Schildt,Red Bull Salzburg,
Alexander Zickler,Red Bull Salzburg,2005-2010
Takumi Minamino,Red Bull Salzburg,2015-2020
Wolfgang Schwarz,Red Bull Salzburg,
Bruno Fleck,Red Bull Salzburg,
Gerald Haider,Red Bull Salzburg,
Valon Berisha,Red Bull Salzburg,2012-2018
Hee-chan Hwang,Red Bull Salzburg,"2016-2018, 2019-2020"
Heinz Libuda,Red Bull Salzburg,
Peter Grosser,Red Bull Salzburg,
Sékou Koïta,Red Bull Salzburg,2019-2024
Karl Ritter,Red Bull Salzburg,
Franz Bacher,Red Bull Salzburg,
Herfried Sabitzer,Red Bull Salzburg,
Alfred Hala,Red Bull Salzburg,
Günter Praschak,Red Bull Salzburg,
Alfred Grün,Red Bull Salzburg,
Richard Kitzbichler,Red Bull Salzburg,
Noah Okafor,Red Bull Salzburg,2020-2023
Roman Wallner,Red Bull Salzburg,"2010-2010, 2010-2012"
Karim Adeyemi,Red Bull Salzburg,"2018-2018, 2019-2022"
Karim Konaté,Red Bull Salzburg,"2022-2022, 2022-2025"
Adolf Macek,Red Bull Salzburg,
Hans-Dieter Weiss,Red Bull Salzburg,
Fredrik Gulbrandsen,Red Bull Salzburg,"2016-2017, 2017-2019"
Leo Lainer,Red Bull Salzburg,
Benjamin Sesko,Red Bull Salzburg,"2019-2019, 2021-2023"
Erling Haaland,Red Bull Salzburg,2019-2020
Kevin Kampl,Red Bull Salzburg,2012-2015
Adi Hütter,Red Bull Salzburg,
Wilhelm König,Red Bull Salzburg,
Oliver Bierhoff,Red Bull Salzburg,
Marcel Sabitzer,Red Bull Salzburg,2014-2015
Anton Schnöll,Red Bull Salzburg,
Jakob Jantscher,Red Bull Salzburg,"2010-2012, 2013-2013"
Dominik Szoboszlai,Red Bull Salzburg,2018-2021
Mladen Mladenovic,Red Bull Salzburg,
Patrik Jezek,Red Bull Salzburg,2005-2010
Mergim Berisha,Red Bull Salzburg,"2017-2017, 2018-2018, 2018-2019, 2020-2021"
Junior Adamu,Red Bull Salzburg,"2020-2021, 2021-2023"
Andreas Ulmer,Red Bull Salzburg,2009-2024
Gerhard Perlak,Red Bull Salzburg,
Dusan Svento,Red Bull Salzburg,2009-2014
Hannes Wolf,Red Bull Salzburg,2017-2019
Christoph Leitgeb,Red Bull Salzburg,2007-2019
Gerald Willfurth,Red Bull Salzburg,
Oscar Gloukh,Red Bull Salzburg,2023-2025
Josef Höckner,Red Bull Salzburg,
Robin Nelisse,Red Bull Salzburg,2008-2011
Roland Hirscher,Red Bull Salzburg,
Enock Mwepu,Red Bull Salzburg,2018-2021
Walter Koch,Red Bull Salzburg,
Georg Wimmer,Red Bull Salzburg,
Luka Sucic,Red Bull Salzburg,2020-2024
Slavko Kovacic,Red Bull Salzburg,
Gerald Baumgartner,Red Bull Salzburg,
Peter Hrstic,Red Bull Salzburg,
Bernd Langgruber,Red Bull Salzburg,
Stefan Maierhofer,Red Bull Salzburg,2011-2013
Wolfgang Feiersinger,Red Bull Salzburg,
Gerd Gretzler,Red Bull Salzburg,
Efrem Mocinic,Red Bull Salzburg,
Franz Schiemer,Red Bull Salzburg,2009-2015
Erich Probst,Red Bull Salzburg,
Artur Kibler,Red Bull Salzburg,
Peter Sallmayer,Red Bull Salzburg,
Franz Kappl,Red Bull Salzburg,
Martin Amerhauser,Red Bull Salzburg,
Ralph Hasenhüttl,Red Bull Salzburg,
Rudolf Horvath,Red Bull Salzburg,
Smail Prevljak,Red Bull Salzburg,"2015-2017, 2018-2020, 2020-2020"
Nicolás Capaldo,Red Bull Salzburg,2021-2025
Valentino Lazaro,Red Bull Salzburg,"2012-2017, 2018-2018"
Zdravko Raus,Red Bull Salzburg,
Alois Linninger,Red Bull Salzburg,
Karel Piták,Red Bull Salzburg,2006-2010
Tomislav Kocijan,Red Bull Salzburg,
Tibor Jancula,Red Bull Salzburg,
Rasmus Kristensen,Red Bull Salzburg,2019-2022
