name,club,periods
Fabian Schubert,FC Blau-Weiss Linz,2019-2021
Ronivaldo,FC Blau-Weiss Linz,2022-2025
Svetozar Nikolov,FC Blau-Weiss Linz,2008-2015
Manuel Hartl,FC Blau-Weiss Linz,"2010-2013, 2017-2019"
Yusuf Otubanjo,FC Blau-Weiss Linz,2015-2016
Valentine Duru,FC Blau-Weiss Linz,2000-2011
Dario Jelcic,FC Blau-Weiss Linz,2006-2010
Matthias Seidl,FC Blau-Weiss Linz,2021-2023
Markus Hubich,FC Blau-Weiss Linz,2002-2004
Harun Sulimani,FC Blau-Weiss Linz,2010-2014
Samir Gradascevic,FC Blau-Weiss Linz,1999-2010
Konstantin Wawra,FC Blau-Weiss Linz,2008-2013
Radek Gulajev,FC Blau-Weiss Linz,2014-2016
Ervin Ramakic,FC Blau-Weiss Linz,"2004-2006, 2007-2008"
David Poljanec,FC Blau-Weiss Linz,"2011-2012, 2013-2013"
Jürgen Aschauer,FC Blau-Weiss Linz,1999-2002
Marko Vujic,FC Blau-Weiss Linz,2003-2004
Kevin Vaschauner,FC Blau-Weiss Linz,2014-2016
Evzen Vohak,FC Blau-Weiss Linz,2002-2005
Andreas Huemer,FC Blau-Weiss Linz,1998-2001
Sinisa Markovic,FC Blau-Weiss Linz,2015-2018
Fally Mayulu,FC Blau-Weiss Linz,2022-2023
Boris Arapovic,FC Blau-Weiss Linz,"2005-2015, 2016-2016"
Stefan Wahlmüller,FC Blau-Weiss Linz,1998-2005
Aleksandar Kostic,FC Blau-Weiss Linz,2019-2022
Christian Felkel,FC Blau-Weiss Linz,"2003-2005, 2008-2010"
Ernst Koll,FC Blau-Weiss Linz,"2006-2007, 2008-2013"
Reinhard Burits,FC Blau-Weiss Linz,2001-2002
Stefano Surdanovic,FC Blau-Weiss Linz,2019-2022
Darijo Pecirep,FC Blau-Weiss Linz,2016-2017
Lukas Gabriel,FC Blau-Weiss Linz,2014-2018
Wolfgang Bubenik,FC Blau-Weiss Linz,"2001-2003, 2011-2015"
Mario Ebenhofer,FC Blau-Weiss Linz,2018-2019
Andreas Tiffner,FC Blau-Weiss Linz,2009-2010
Lukas Tursch,FC Blau-Weiss Linz,"2018-2021, 2022-2025"
Thomas Goiginger,FC Blau-Weiss Linz,"2016-2017, 2024-2025"
Florian Maier,FC Blau-Weiss Linz,2012-2018
Fabian Paschl,FC Blau-Weiss Linz,2008-2010
Danilo Mitrovic,FC Blau-Weiss Linz,2019-2025
Thomas Burgstaller,FC Blau-Weiss Linz,2000-2003
Michael Brandner,FC Blau-Weiss Linz,2019-2024
Florian Templ,FC Blau-Weiss Linz,2017-2019
Philipp Pomer,FC Blau-Weiss Linz,2019-2021
Paul Mensah,FC Blau-Weiss Linz,2022-2025
Tobias Pellegrini,FC Blau-Weiss Linz,2016-2018
Michael Ahrer,FC Blau-Weiss Linz,2004-2006
Alan Cariús,FC Blau-Weiss Linz,2018-2019
Dominic Hassler,FC Blau-Weiss Linz,2011-2012
Andreas Hofmann,FC Blau-Weiss Linz,2001-2003
Manuel Maranda,FC Blau-Weiss Linz,2021-2025
Turgay Gemicibaşı,FC Blau-Weiss Linz,2019-2021
Tobias Koch,FC Blau-Weiss Linz,2021-2024
Thomas Fröschl,FC Blau-Weiss Linz,2018-2020
Fabio Strauss,FC Blau-Weiss Linz,2020-2025
Kristijan Dobras,FC Blau-Weiss Linz,"2021-2021, 2023-2025"
Andreas Wilflingseder,FC Blau-Weiss Linz,1998-2002
Philipp Huspek,FC Blau-Weiss Linz,"2011-2012, 2012-2013"
Dejan Misic,FC Blau-Weiss Linz,2013-2015
Simon Seidl,FC Blau-Weiss Linz,2022-2025
Julian Gölles,FC Blau-Weiss Linz,2021-2025
Florian Krennmayr,FC Blau-Weiss Linz,2014-2017
Simon Pirkl,FC Blau-Weiss Linz,2021-2025
Michael Miksits,FC Blau-Weiss Linz,2011-2013
Jakob Kreuzer,FC Blau-Weiss Linz,2016-2018
