name,club,periods
Hannes Aigner,SCR Altach,2012-2019
Gert Zöhrer,SCR Altach,2002-2006
Tomi Correa,SCR Altach,2009-2013
Oliver Mattle,SCR Altach,2003-2009
Christian Schöpf,SCR Altach,"1998-2005, 2005-2005"
Louis Ngwat-Mahop,SCR Altach,2012-2019
Philipp Netzer,SCR Altach,"2004-2005, 2009-2022"
Orhan Ademi,SCR Altach,2009-2012
Harald Unverdorben,SCR Altach,"2005-2007, 2010-2011"
Patrick Seeger,SCR Altach,"2011-2012, 2013-2016"
Zoran Vujic,SCR Altach,"1989-1991, 1993-1994, 1996-1998, 2003-2004"
Manfred Fischer,SCR Altach,2018-2021
Vincenzo Zinnà,SCR Altach,2003-2008
Dogan Uyar,SCR Altach,1998-2004
Atdhe Nuhiu,SCR Altach,2021-2024
Andreas Lienhart,SCR Altach,"2009-2010, 2010-2019"
Oliver Schnellrieder,SCR Altach,"1991-1995, 1996-2007"
Emanuel Schreiner,SCR Altach,2013-2023
Christian Gebauer,SCR Altach,"2017-2020, 2023-2025"
Alexander Guem,SCR Altach,"1997-2001, 2003-2012"
Christian Ender,SCR Altach,"1986-1991, 1991-1995, 1996-2002"
Boris Prokopic,SCR Altach,"2013-2019, 2021-2022"
Adrian Grbic,SCR Altach,2017-2019
Modou Jagne,SCR Altach,2006-2009
Martin Harrer,SCR Altach,"2013-2014, 2015-2017"
Felix Roth,SCR Altach,2013-2016
Daniel Luxbacher,SCR Altach,2013-2017
Daniel Schütz,SCR Altach,2010-2011
Kai Schoppitsch,SCR Altach,"2006-2007, 2007-2009"
Rade Plakalovic,SCR Altach,"1981-1992, 1995-1995"
Mario Sara,SCR Altach,2004-2006
Ismael Tajouri-Shradi,SCR Altach,"2014-2015, 2015-2016"
József Takács,SCR Altach,"1991-1995, 1996-1996"
Simon Schnepf,SCR Altach,2002-2004
Manuel Schmid,SCR Altach,2005-2008
Jan Zwischenbrugger,SCR Altach,"2009-2010, 2014-2024"
Stefan Nutz,SCR Altach,2017-2019
Daniel Nussbaumer,SCR Altach,"2015-2016, 2017-2018, 2019-2021"
Enrico Pfister,SCR Altach,2001-2010
Lukas Gugganig,SCR Altach,2022-2025
Julian Erhart,SCR Altach,"2010-2012, 2012-2014"
Gerhard Knauder,SCR Altach,1986-1989
Marc Ender,SCR Altach,1997-2005
Nebojsa Culjkovic,SCR Altach,1995-1999
Mike-Steven Bähre,SCR Altach,2023-2025
Matthias Koch,SCR Altach,2007-2011
Lukas Jäger,SCR Altach,"2011-2017, 2022-2025"
Marco Meilinger,SCR Altach,2018-2022
Samuel Oum Gouet,SCR Altach,2017-2021
Paul Koller,SCR Altach,2023-2025
Noah Bischof,SCR Altach,2021-2024
Patrick Mayer,SCR Altach,2005-2009
Johannes Tartarotti,SCR Altach,"2017-2018, 2019-2023"
Roland Marko,SCR Altach,1993-2000
Benedikt Zech,SCR Altach,"2012-2019, 2025-2025"
Lukas Fadinger,SCR Altach,2023-2025
Michael Zech,SCR Altach,1999-2002
Alexander Jank,SCR Altach,2004-2006
Stephan Kling,SCR Altach,2007-2009
César Ortiz,SCR Altach,2014-2017
Alexander Pöllhuber,SCR Altach,2013-2016
Gernot Suppan,SCR Altach,2009-2011
Frank Flatz,SCR Altach,1988-1992
Mattias Sereinig,SCR Altach,2009-2013
Stefan Haudum,SCR Altach,2021-2023
Felix Strauss,SCR Altach,2021-2024
Bernhard Muhr,SCR Altach,2004-2007
Dario Baldauf,SCR Altach,2005-2008
Jan Jurcec,SCR Altach,2022-2024
Dieter Alge,SCR Altach,"1991-1993, 1994-1997"
Pablo Chinchilla,SCR Altach,"1997-1999, 2006-2008"
Andreas Kopf,SCR Altach,1984-1991
Lucas Galvão,SCR Altach,2015-2017
Harun Erbek,SCR Altach,2011-2013
Emir Karic,SCR Altach,2018-2021
Marko Türtscher,SCR Altach,"1998-2000, 2003-2006"
Gerald Kassegger,SCR Altach,"1986-1991, 1992-1994"
Horst Kessler,SCR Altach,1986-1992
Nosa Iyobosa Edokpolor,SCR Altach,2020-2024
Berkay Dabanlı,SCR Altach,2020-2022
Andreas Lukse,SCR Altach,2014-2019
Kevin Zemanek,SCR Altach,"1995-2000, 2000-2001"
Klaus Stocker,SCR Altach,1988-1992
Karlheinz Hübler,SCR Altach,1996-1999
Elmar Morscher,SCR Altach,1988-1992
Thomas Prattes,SCR Altach,"1988-1995, 1996-1999"
Dieter Tschemernjak,SCR Altach,"1986-1988, 1989-1996"
Daniel Fehn,SCR Altach,"1999-2000, 2001-2003"
Bernd Achmüller,SCR Altach,1984-1991
Martin Bischof,SCR Altach,1999-2005
Csaba Bukta,SCR Altach,"2021-2021, 2021-2024"
Tino Casali,SCR Altach,2020-2023
Mario Krassnitzer,SCR Altach,2004-2009
Wolfgang Ott,SCR Altach,1997-1999
Martin Kobras,SCR Altach,2009-2022
Boban Kracun,SCR Altach,1986-1998
