name,club,periods
Markus Pink,SK Austria Klagenfurt,"2010-2011, 2020-2023"
Sandro Zakany,SK Austria Klagenfurt,2013-2020
Patrik Eler,SK Austria Klagenfurt,2013-2016
Matthias Dollinger,SK Austria Klagenfurt,2010-2014
Florian Jaritz,SK Austria Klagenfurt,2016-2025
Rajko Rep,SK Austria Klagenfurt,"2014-2016, 2022-2022"
Oliver Markoutz,SK Austria Klagenfurt,2019-2021
Patrick Greil,SK Austria Klagenfurt,2018-2022
Kosmas Gezos,SK Austria Klagenfurt,2019-2025
Okan Aydin,SK Austria Klagenfurt,"2019-2019, 2019-2020"
Andrew Irving,SK Austria Klagenfurt,"2022-2023, 2023-2024"
Sinan Karweina,SK Austria Klagenfurt,2022-2024
Thomas Hirschhofer,SK Austria Klagenfurt,2017-2018
Darijo Pecirep,SK Austria Klagenfurt,2019-2022
Markus Rusek,SK Austria Klagenfurt,2018-2021
Christopher Cvetko,SK Austria Klagenfurt,2020-2025
Ben Bobzien,SK Austria Klagenfurt,2024-2025
Christian Sablatnig,SK Austria Klagenfurt,1996-2012
Stephan Bürgler,SK Austria Klagenfurt,2010-2012
Turgay Gemicibaşı,SK Austria Klagenfurt,"2021-2022, 2023-2024"
Philipp Wippel,SK Austria Klagenfurt,2017-2022
Alex Timossi Andersson,SK Austria Klagenfurt,2021-2022
Thorsten Mahrer,SK Austria Klagenfurt,2020-2025
Benedikt Pichler,SK Austria Klagenfurt,2018-2019
Bernhard Fucik,SK Austria Klagenfurt,2016-2017
Grega Triplat,SK Austria Klagenfurt,2012-2013
Florian Rieder,SK Austria Klagenfurt,2021-2023
Boris Hüttenbrenner,SK Austria Klagenfurt,2012-2013
Ambrozije Soldo,SK Austria Klagenfurt,2016-2019
Marco Reich,SK Austria Klagenfurt,2011-2012
Tadej Zagar-Knez,SK Austria Klagenfurt,2017-2018
Rexhe Bytyci,SK Austria Klagenfurt,2012-2013
Olivér Pusztai,SK Austria Klagenfurt,2010-2014
Armend Spreco,SK Austria Klagenfurt,2014-2015
Jonas Arweiler,SK Austria Klagenfurt,2022-2024
David Poljanec,SK Austria Klagenfurt,2013-2014
Bernd Kager,SK Austria Klagenfurt,2014-2016
David Toshevski,SK Austria Klagenfurt,"2024-2024, 2024-2025"
Christopher Wernitznig,SK Austria Klagenfurt,2022-2025
Petar Zubak,SK Austria Klagenfurt,2019-2020
Benjamin Hadzic,SK Austria Klagenfurt,2020-2022
Nicolas Wimmer,SK Austria Klagenfurt,2021-2024
Marco Sahanek,SK Austria Klagenfurt,"2012-2013, 2015-2016"
Ivan Saravanja,SK Austria Klagenfurt,2018-2022
Daniel Steinwender,SK Austria Klagenfurt,2018-2020
Okan Ekmekci,SK Austria Klagenfurt,2017-2018
Dominik Kirschner,SK Austria Klagenfurt,2015-2015
Marc Sand,SK Austria Klagenfurt,2012-2013
Jakob Orgonyi,SK Austria Klagenfurt,2010-2012
Nicolas Binder,SK Austria Klagenfurt,2023-2025
Solomon Bonnah,SK Austria Klagenfurt,2022-2025
Sasa Lalovic,SK Austria Klagenfurt,2013-2014
Kevin Winkler,SK Austria Klagenfurt,2013-2014
Vedran Vinko,SK Austria Klagenfurt,2014-2015
Julian von Haacke,SK Austria Klagenfurt,2019-2022
Aaron Sky Schwarz,SK Austria Klagenfurt,"2023-2024, 2025-2025"
Tyrone McCargo,SK Austria Klagenfurt,2014-2015
Kai Schoppitsch,SK Austria Klagenfurt,1996-2011
Dominic Pürcher,SK Austria Klagenfurt,2015-2016
Stefan Korepp,SK Austria Klagenfurt,2011-2012
Roman Bobak,SK Austria Klagenfurt,2017-2017
Toni Krijan,SK Austria Klagenfurt,2011-2012
Éric Akoto,SK Austria Klagenfurt,2012-2013
Christian Prawda,SK Austria Klagenfurt,"2010-2011, 2013-2016"
Scott Kennedy,SK Austria Klagenfurt,2018-2020
Matthias Koch,SK Austria Klagenfurt,2015-2016
Christian Deutschmann,SK Austria Klagenfurt,2018-2018
Thierry Fidjeu-Tazemeta,SK Austria Klagenfurt,2012-2013
Bernard Amponsah,SK Austria Klagenfurt,2017-2017
Marco Leininger,SK Austria Klagenfurt,2012-2016
Fabian Hafner,SK Austria Klagenfurt,2017-2018
Max Besuschkow,SK Austria Klagenfurt,2024-2024
Jannik Robatsch,SK Austria Klagenfurt,2023-2025
Philipp Wydra,SK Austria Klagenfurt,2024-2025
Josip Filipovic,SK Austria Klagenfurt,2017-2018
Vahid Muharemovic,SK Austria Klagenfurt,"2011-2013, 2018-2018"
